schoolid,schoolName,city,zip,lowGrade,highGrade,schoolLevel,isCharterSchool,isMagnetSchool,isVirtualSchool,isTitleISchool,rank,rankOf,rankStars,rankLevel,rankStatewidePercentage,averageStandardScore,isPrivate
62847004406,Mariposa Elementary,Ontario,91764,K,6,Elementary,No,No,No,Yes,4601,5789,1,Elementary,20.52,22.31512,FALSE
60363000303,Caroline Harris Elementary,Bakersfield,93309,K,6,Elementary,No,No,No,Yes,4798,5789,1,Elementary,17.12,20.03675,FALSE
60639009332,Charles H. Castle Elementary,Bakersfield,93309,K,6,Elementary,No,No,No,Yes,3733,5789,2,Elementary,35.52,32.50034,FALSE
60363000295,Curran Middle,Bakersfield,93309,6,8,Middle,No,No,No,Yes,2144,2715,1,Middle,21.03,20.96241,FALSE
60639009328,Fred L. Thompson Junior High,Bakersfield,93309,7,8,Middle,No,No,No,Yes,1809,2715,2,Middle,33.37,29.49924,FALSE
60159014226,Heartland Charter,Bakersfield,93309,K,12,Other,Yes,No,Yes,(n/a),,,,,,,FALSE
61954004529,Kern Workforce 2000 Academy,Bakersfield,93309,9,12,High,Yes,No,No,Yes,1984,2133,0,High,6.99,10.95824,FALSE
60639009337,Laurelglen Elementary,Bakersfield,93309,K,6,Elementary,No,No,No,No,2811,5789,3,Elementary,51.44,46.13664,FALSE
60639009335,Louise Sandrini Elementary,Bakersfield,93309,K,6,Elementary,No,No,No,Yes,3244,5789,2,Elementary,43.96,39.0156,FALSE
60363000310,Munsey Elementary,Bakersfield,93309,K,5,Elementary,No,No,No,Yes,4711,5789,1,Elementary,18.62,20.93792,FALSE
60639009334,O. J. Actis Junior High,Bakersfield,93309,7,8,Middle,No,No,No,Yes,1389,2715,2,Middle,48.84,41.77858,FALSE
60939000951,Abraham Lincoln Elementary,Colton,92324,K,6,Elementary,No,No,No,Yes,4371,5789,1,Elementary,24.49,24.81412,FALSE
60939007687,Alice Birney Elementary,Colton,92324,K,6,Elementary,No,No,No,Yes,5299,5789,0,Elementary,8.46,14.15639,FALSE
60939000946,Colton High,Colton,92324,9,12,High,No,No,No,Yes,1329,2133,2,High,37.69,35.59831,FALSE
60939000947,Colton Middle,Colton,92324,7,8,Middle,No,No,No,Yes,2098,2715,1,Middle,22.73,21.92612,FALSE
60939010300,Cooley Ranch Elementary,Colton,92324,K,6,Elementary,No,No,No,Yes,4886,5789,1,Elementary,15.6,19.14776,FALSE
63237003848,Ernest Garcia Elementary,Colton,92324,K,5,Elementary,No,No,No,Yes,4551,5789,1,Elementary,21.39,22.89294,FALSE
63237010020,Georgia Morris Elementary,Colton,92324,K,6,Elementary,No,No,No,Yes,4176,5789,1,Elementary,27.86,27.1662,FALSE
60193514219,Mojave River Academy - National Trails,Colton,92324,K,12,Other,Yes,No,No,(n/a),,,,,,,FALSE
60939000954,Paul Rogers Elementary,Colton,92324,K,6,Elementary,No,No,No,Yes,4201,5789,1,Elementary,27.43,26.88679,FALSE
60939009352,Reche Canyon Elementary,Colton,92324,K,6,Elementary,No,No,No,Yes,3837,5789,2,Elementary,33.72,31.23799,FALSE
63384011078,Arthur A. Benjamin Health Professions High,Sacramento,95818,9,12,High,No,No,No,Yes,1230,2133,2,High,42.33,39.14092,FALSE
63384005225,Bret Harte Elementary,Sacramento,95818,K,6,Elementary,No,No,No,Yes,5719,5789,0,Elementary,1.21,6.26139,FALSE
63384005226,C. K. McClatchy High,Sacramento,95818,9,12,High,No,No,No,Yes,645,2133,3,High,69.76,64.5805,FALSE
63384005228,California Middle,Sacramento,95818,7,8,Middle,No,No,No,Yes,1072,2715,3,Middle,60.52,53.25572,FALSE
63384005278,Crocker/Riverside Elementary,Sacramento,95818,K,6,Elementary,No,No,No,No,227,5789,5,Elementary,96.08,95.95608,FALSE
63384005252,Leataata Floyd Elementary,Sacramento,95818,K,6,Elementary,No,No,No,Yes,5669,5789,0,Elementary,2.07,7.70772,FALSE
69999907313,Merryhill School,Sacramento,95818,PK,8,Private,(n/a),(n/a),(n/a),(n/a),,,,,,,TRUE
63384011194,The MET,Sacramento,95818,9,12,High,Yes,No,No,Yes,980,2133,3,High,54.06,49.99064,FALSE
63384005290,William Land Elementary,Sacramento,95818,K,6,Elementary,No,No,No,Yes,1276,5789,4,Elementary,77.96,77.36387,FALSE
62619003913,Cogswell Elementary,El Monte,91733,K,6,Elementary,No,No,No,Yes,3015,5789,2,Elementary,47.92,42.78859,FALSE
61209001348,Cortada Elementary,El Monte,91733,K,6,Elementary,No,No,No,Yes,3906,5789,2,Elementary,32.53,30.33223,FALSE
64065006713,Dean L. Shively,South El Monte,91733,5,8,Middle,No,No,No,Yes,1257,2715,3,Middle,53.7,46.43105,FALSE
69999906397,Epiphany Catholic School,South El Monte,91733,PK,8,Private,(n/a),(n/a),(n/a),(n/a),,,,,,,TRUE
61209001354,New Lexington Elementary,El Monte,91733,K,6,Elementary,No,No,No,Yes,3170,5789,2,Elementary,45.24,40.32045,FALSE
64065006714,New Temple,South El Monte,91733,K,4,Elementary,No,No,No,Yes,1310,5789,4,Elementary,77.37,76.78282,FALSE
61209001356,Potrero Elementary,El Monte,91733,K,8,Elementary,No,No,No,Yes,4243,5789,1,Elementary,26.71,26.31068,FALSE
61212000439,South El Monte High,South El Monte,91733,9,12,High,No,No,No,Yes,754,2133,3,High,64.65,59.4242,FALSE
61209001361,Wilkerson Elementary,El Monte,91733,K,6,Elementary,No,No,No,Yes,3360,5789,2,Elementary,41.96,37.35024,FALSE
60285004440,Black Diamond Middle,Antioch,94531,7,8,Middle,No,No,No,Yes,2587,2715,0,Middle,4.71,8.82709,FALSE
60285010752,Carmen Dragon Elementary,Antioch,94531,K,6,Elementary,No,No,No,Yes,5286,5789,0,Elementary,8.69,14.3349,FALSE
60285011275,Dallas Ranch Middle,Antioch,94531,6,8,Middle,No,No,No,No,2220,2715,1,Middle,18.23,19.11704,FALSE
60285005724,Deer Valley High,Antioch,94531,9,12,High,No,No,No,No,962,2133,3,High,54.9,50.68441,FALSE
60285008454,Diablo Vista Elementary,Antioch,94531,K,5,Elementary,No,No,No,No,4424,5789,1,Elementary,23.58,24.36003,FALSE
60285012278,Dozier-Libbey Medical High,Antioch,94531,9,12,High,No,No,No,No,495,2133,4,High,76.79,72.651,FALSE
60285007492,Grant Elementary,Antioch,94531,K,6,Elementary,No,No,No,Yes,5089,5789,1,Elementary,12.09,16.81747,FALSE
69999948454,Heritage Baptist Academy,Antioch,94531,K,12,Private,(n/a),(n/a),(n/a),(n/a),,,,,,,TRUE
60285000156,Jack London Elementary,Antioch,94531,K,6,Elementary,No,No,No,Yes,4685,5789,1,Elementary,19.07,21.2406,FALSE
60285011276,Lone Tree Elementary,Antioch,94531,K,5,Elementary,No,No,No,No,4451,5789,1,Elementary,23.11,23.97961,FALSE
69999905657,Arrowhead Christian Academy,Redlands,92373,PK,12,Private,(n/a),(n/a),(n/a),(n/a),,,,,,,TRUE
69999942090,Christ The King Lutheran Preschool & Kindergarten,Redlands,92373,PK,K,Private,(n/a),(n/a),(n/a),(n/a),,,,,,,TRUE
63207004932,Cope Middle,Redlands,92373,6,8,Middle,No,No,No,No,670,2715,4,Middle,75.32,70.99626,FALSE
60220108292,Grove,Redlands,92373,7,12,High,Yes,No,No,(n/a),62,2133,5,High,97.09,96.78093,FALSE
63207004937,Kimberly Elementary,Redlands,92373,K,5,Elementary,No,No,No,Yes,1069,5789,4,Elementary,81.53,82.05631,FALSE
63207004938,Kingsbury Elementary,Redlands,92373,K,5,Elementary,No,No,No,Yes,2405,5789,3,Elementary,58.46,53.45242,FALSE
63207004940,Mariposa Elementary,Redlands,92373,K,5,Elementary,No,No,No,No,935,5789,4,Elementary,83.85,84.48675,FALSE
63207004941,McKinley Elementary,Redlands,92373,K,5,Elementary,No,No,No,Yes,2497,5789,3,Elementary,56.87,51.95613,FALSE
63207012666,Mission Elementary,Redlands,92373,K,5,Elementary,No,No,No,Yes,2183,5789,3,Elementary,62.29,57.67325,FALSE
69999907433,Montessori In Redlands,Redlands,92373,PK,6,Private,(n/a),(n/a),(n/a),(n/a),,,,,,,TRUE
69999953579,American University Preparatory School,Los Angeles,90071,10,12,Private,(n/a),(n/a),(n/a),(n/a),,,,,,,TRUE
60196813898,Ednovate - East College Prep,Los Angeles,90071,9,12,High,Yes,No,No,Yes,454,2133,4,High,78.72,74.9492,FALSE
60234513094,Ednovate - USC Hybrid High College Prep,Los Angeles,90071,9,12,High,Yes,No,No,Yes,375,2133,4,High,82.42,79.42249,FALSE
62361009575,Brock Elliott Elementary,Manteca,95336,K,8,Elementary,No,No,No,Yes,2376,5789,3,Elementary,58.96,54.06487,FALSE
62361007775,Calla High,Manteca,95336,9,12,High,No,No,No,Yes,1979,2133,0,High,7.22,10.98959,FALSE
62361003577,East Union High,Manteca,95336,9,12,High,No,No,No,Yes,1001,2133,3,High,53.07,49.22599,FALSE
62361009398,George McParland Elementary,Manteca,95336,K,8,Elementary,No,No,No,Yes,1952,5789,3,Elementary,66.28,62.37759,FALSE
62361003579,Golden West Elementary,Manteca,95336,K,8,Elementary,No,No,No,Yes,4113,5789,1,Elementary,28.95,27.89379,FALSE
62361004004,Joshua Cowell Elementary,Manteca,95336,K,8,Elementary,No,No,No,Yes,4004,5789,2,Elementary,30.83,29.10065,FALSE
62361003581,Lincoln Elementary,Manteca,95336,K,8,Elementary,No,No,No,Yes,4949,5789,1,Elementary,14.51,18.47414,FALSE
69999907242,Manteca Adventist Christian School,Manteca,95336,4,8,Private,(n/a),(n/a),(n/a),(n/a),,,,,,,TRUE
62361003583,Manteca High,Manteca,95336,9,12,High,No,No,No,Yes,1066,2133,3,High,50.02,46.48854,FALSE
62361008160,Neil Hafley Elementary,Manteca,95336,K,8,Elementary,No,No,No,Yes,4657,5789,1,Elementary,19.55,21.62379,FALSE
63432005414,Barnard Elementary,San Diego,92109,K,6,Elementary,No,Yes,No,No,478,5789,5,Elementary,91.74,92.51887,FALSE
63432005440,Crown Point Elementary,San Diego,92109,K,5,Elementary,No,Yes,No,Yes,1396,5789,4,Elementary,75.89,74.6595,FALSE
63432005522,Mission Bay High,San Diego,92109,9,12,High,No,Yes,No,Yes,567,2133,4,High,73.42,68.68569,FALSE
63432005531,Pacific Beach Elementary,San Diego,92109,K,5,Elementary,No,No,No,No,696,5789,4,Elementary,87.98,89.09943,FALSE
63432005532,Pacific Beach Middle,San Diego,92109,6,8,Middle,No,No,No,Yes,618,2715,4,Middle,77.24,73.98694,FALSE
63432005550,Sessions Elementary,San Diego,92109,K,5,Elementary,No,No,No,No,325,5789,5,Elementary,94.39,94.606,FALSE
69999908699,St Paul's Lutheran School,San Diego,92109,PK,8,Private,(n/a),(n/a),(n/a),(n/a),,,,,,,TRUE
60384000347,Banning High,Banning,92220,9,12,High,No,No,No,Yes,1390,2133,2,High,34.83,31.79732,FALSE
60384008555,Banning Independent Study,Banning,92220,K,12,Other,No,No,No,Yes,,,,,,,FALSE
60384012834,Banning PreK,Banning,92220,,,,No,(n/a),(n/a),(n/a),,,,,,,FALSE
69999905869,Calvary Christian School,Banning,92220,PK,12,Private,(n/a),(n/a),(n/a),(n/a),,,,,,,TRUE
60384000348,Central Elementary,Banning,92220,K,5,Elementary,No,No,No,Yes,3540,5789,2,Elementary,38.85,34.92717,FALSE
60384013223,Florida Street Discovery Center,Banning,92220,K,K,Elementary,No,(n/a),(n/a),(n/a),,,,,,,FALSE
60384000350,Hemmerling Elementary,Banning,92220,K,5,Elementary,No,No,No,Yes,5487,5789,0,Elementary,5.22,11.49622,FALSE
60384000351,Hoffer Elementary,Banning,92220,K,5,Elementary,No,No,No,Yes,5604,5789,0,Elementary,3.2,9.41908,FALSE
60384000352,New Horizon High,Banning,92220,9,12,High,No,No,No,Yes,2011,2133,0,High,5.72,10.58375,FALSE
60384003574,Nicolet Middle,Banning,92220,6,8,Middle,No,No,No,Yes,2529,2715,0,Middle,6.85,10.80883,FALSE
60232413774,Design Technical High,Redwood City,94065,9,12,High,Yes,No,No,(n/a),261,2133,4,High,87.76,86.07804,FALSE
60453012574,Redwood Shores Elementary,Redwood City,94065,K,5,Elementary,No,No,No,No,435,5789,5,Elementary,92.49,93.05587,FALSE
60014211433,San Mateo County Regional Occupational Program,Redwood City,94065,11,12,High,No,(n/a),(n/a),(n/a),,,,,,,FALSE
69103309043,San Mateo County Special Education,Redwood City,94065,K,12,Other,No,No,No,No,,,,,,,FALSE
60453007417,Sandpiper Elementary,Redwood City,94065,K,8,Elementary,No,No,No,No,128,5789,5,Elementary,97.79,97.20297,FALSE
60156812766,Alliance Ted K. Tajima High,Los Angeles,90026,9,12,High,Yes,No,No,Yes,328,2133,4,High,84.62,81.87946,FALSE
62271007751,Belmont Senior High,Los Angeles,90026,9,12,High,No,No,No,Yes,1475,2133,2,High,30.85,27.7081,FALSE
62271002939,Betty Plasencia Elementary,Los Angeles,90026,K,6,Elementary,No,Yes,No,Yes,4352,5789,1,Elementary,24.82,25.08464,FALSE
60183712915,Camino Nuevo Charter Academy #4,Los Angeles,90026,K,8,Elementary,Yes,No,No,Yes,4109,5789,1,Elementary,29.02,27.92221,FALSE
60147610847,Camino Nuevo Charter High,Los Angeles,90026,9,12,High,Yes,No,No,Yes,1110,2133,2,High,47.96,44.83375,FALSE
60227013114,Citizens of the World Charter School Silver Lake,Los Angeles,90026,K,8,Elementary,Yes,No,No,Yes,1358,5789,4,Elementary,76.54,75.68173,FALSE
62271012295,Edward R. Roybal Learning Center,Los Angeles,90026,9,12,High,No,No,No,Yes,1050,2133,3,High,50.77,47.13403,FALSE
62271002985,Elysian Heights Elementary School Arts Magnet,Los Angeles,90026,K,6,Elementary,No,Yes,No,Yes,3631,5789,2,Elementary,37.28,33.81652,FALSE
60214310866,Gabriella Charter,Los Angeles,90026,K,8,Elementary,Yes,No,No,Yes,1957,5789,3,Elementary,66.19,62.28747,FALSE
62271003214,Harris Newmark Continuation,Los Angeles,90026,9,12,High,No,No,No,Yes,1706,2133,1,High,20.02,16.69399,FALSE
60006204233,Cloverland Elementary,Oakdale,95361,K,6,Elementary,No,No,No,Yes,2613,5789,3,Elementary,54.86,49.69213,FALSE
60006210697,East Stanislaus High,Oakdale,95361,9,12,High,No,No,No,No,2028,2133,0,High,4.92,10.26673,FALSE
60006204234,Fair Oaks Elementary,Oakdale,95361,K,6,Elementary,No,No,No,Yes,1798,5789,3,Elementary,68.94,65.85871,FALSE
62001002396,Knights Ferry Elementary,Knights Ferry,95361,K,8,Elementary,No,No,No,Yes,2549,5789,3,Elementary,55.97,50.88931,FALSE
60006204235,Magnolia Elementary,Oakdale,95361,K,6,Elementary,No,No,No,Yes,2785,5789,3,Elementary,51.89,46.64255,FALSE
60006112206,Mesa Verde Elementary,Oakdale,95361,K,5,Elementary,No,No,No,Yes,4766,5789,1,Elementary,17.67,20.36772,FALSE
69999948567,Oakdale Academy,Oakdale,95361,K,9,Private,(n/a),(n/a),(n/a),(n/a),,,,,,,TRUE
60006206752,Oakdale Charter,Oakdale,95361,7,12,High,Yes,No,No,No,765,2133,3,High,64.14,59.06169,FALSE
60006204231,Oakdale High,Oakdale,95361,9,12,High,No,No,No,No,994,2133,3,High,53.4,49.41258,FALSE
60006204236,Oakdale Junior High,Oakdale,95361,7,8,Middle,No,No,No,No,1346,2715,3,Middle,50.42,43.30195,FALSE
62586009939,Condor Elementary,Twentynine Palms,92277,K,6,Elementary,No,No,No,Yes,1499,5789,4,Elementary,74.11,72.32046,FALSE
62586003888,Oasis Elementary,Twentynine Palms,92277,K,6,Elementary,No,No,No,Yes,4382,5789,1,Elementary,24.3,24.7415,FALSE
62586003889,Palm Vista Elementary,Twentynine Palms,92277,K,6,Elementary,No,No,No,Yes,5613,5789,0,Elementary,3.04,9.24759,FALSE
62586013375,Preschool,Twentynine Palms,92277,,,,No,(n/a),(n/a),(n/a),,,,,,,FALSE
62586003891,Twentynine Palms Elementary,Twentynine Palms,92277,K,6,Elementary,No,No,No,Yes,3435,5789,2,Elementary,40.66,36.40713,FALSE
62586003892,Twentynine Palms High,Twentynine Palms,92277,9,12,High,No,No,No,No,524,2133,4,High,75.43,70.51284,FALSE
62586003893,Twentynine Palms Junior High,Twentynine Palms,92277,7,8,Middle,No,No,No,Yes,1418,2715,2,Middle,47.77,40.90591,FALSE
62586008912,Yucca Mesa Elementary,Yucca Valley,92277,K,6,Elementary,No,No,No,Yes,3145,5789,2,Elementary,45.67,40.82961,FALSE
62724004122,Back Bay High,Costa Mesa,92627,9,12,High,No,No,No,Yes,1959,2133,0,High,8.16,11.28012,FALSE
69999948400,Christ Lutheran School,Costa Mesa,92627,PK,8,Private,(n/a),(n/a),(n/a),(n/a),,,,,,,TRUE
62724004114,Estancia High,Costa Mesa,92627,9,12,High,No,No,No,Yes,945,2133,3,High,55.7,51.50098,FALSE
62724007193,Everett A. Rea Elementary,Costa Mesa,92627,K,6,Elementary,No,No,No,Yes,4345,5789,1,Elementary,24.94,25.16215,FALSE
62724014084,Harper,Costa Mesa,92627,,,,No,(n/a),(n/a),(n/a),,,,,,,FALSE
62724004116,Heinz Kaiser Elementary,Costa Mesa,92627,3,6,Elementary,No,No,No,No,863,5789,4,Elementary,85.09,85.77277,FALSE
69999953781,International Christian Montessori School Of Newport,Costa Mesa,92627,PK,1,Private,(n/a),(n/a),(n/a),(n/a),,,,,,,TRUE
60250714420,International School for Science and Culture,Costa Mesa,92627,K,8,Elementary,Yes,No,No,(n/a),,,,,,,FALSE
62724008919,Monte Vista High,Costa Mesa,92627,9,12,High,No,No,No,No,1428,2133,2,High,33.05,30.11801,FALSE
69999953945,Page Academy,Costa Mesa,92627,PK,8,Private,(n/a),(n/a),(n/a),(n/a),,,,,,,TRUE
69999907150,Linda Vista Adventist Elementary School,Oxnard,93036,K,8,Private,(n/a),(n/a),(n/a),(n/a),,,,,,,TRUE
62927004520,Oxnard High,Oxnard,93036,9,12,High,No,No,No,Yes,1243,2133,2,High,41.73,38.6632,FALSE
62927010452,Pacifica High,Oxnard,93036,9,12,High,No,No,No,Yes,1044,2133,3,High,51.05,47.39478,FALSE
69999907882,Peppermint Junction,Oxnard,93036,PK,3,Private,(n/a),(n/a),(n/a),(n/a),,,,,,,TRUE
69104709258,Providence,Oxnard,93036,K,12,Other,No,No,No,No,,,,,,,FALSE
63276011833,Rio Del Mar,Oxnard,93036,K,5,Elementary,No,No,No,Yes,3168,5789,2,Elementary,45.28,40.40699,FALSE
63276010453,Rio del Norte,Oxnard,93036,K,5,Elementary,No,No,No,Yes,4958,5789,1,Elementary,14.35,18.40293,FALSE
63276014252,Rio del Sol,Oxnard,93036,K,8,Elementary,No,No,No,Yes,2100,5789,3,Elementary,63.72,59.57712,FALSE
63276005089,Rio del Valle Middle,Oxnard,93036,6,8,Middle,No,No,No,Yes,1877,2715,2,Middle,30.87,27.80389,FALSE
63276005090,Rio Lindo Elementary,Oxnard,93036,K,5,Elementary,No,No,No,Yes,4612,5789,1,Elementary,20.33,22.24108,FALSE
60162514154,Alta Vista Innovation High,Hesperia,92345,8,12,High,Yes,No,No,(n/a),1719,2133,1,High,19.41,16.37317,FALSE
60001409477,Carmel Elementary,Hesperia,92345,K,6,Elementary,No,No,No,Yes,4381,5789,1,Elementary,24.32,24.74762,FALSE
60001409081,Cottonwood Elementary,Hesperia,92345,K,6,Elementary,No,No,No,Yes,5177,5789,1,Elementary,10.57,15.82215,FALSE
60001411119,Cypress School of the Arts,Hesperia,92345,K,6,Elementary,No,No,No,Yes,3942,5789,2,Elementary,31.91,29.92382,FALSE
60152312375,Encore Junior/Senior High School for the Perf and Visual Arts,Hesperia,92345,7,12,High,Yes,No,No,Yes,968,2133,3,High,54.62,50.3036,FALSE
60001409076,Eucalyptus Elementary,Hesperia,92345,K,6,Elementary,No,No,No,Yes,4970,5789,1,Elementary,14.15,18.29953,FALSE
69999930543,Hespena Christian School,Hesperia,92345,PK,12,Private,(n/a),(n/a),(n/a),(n/a),,,,,,,TRUE
60001408296,Hesperia Community Day,Hesperia,92345,7,12,High,No,No,No,Yes,,,,,,,FALSE
60001409072,Hesperia High,Hesperia,92345,9,12,High,No,No,No,Yes,1289,2133,2,High,39.57,36.99095,FALSE
60001409077,Hesperia Junior High,Hesperia,92345,7,8,Middle,No,No,No,Yes,2558,2715,0,Middle,5.78,9.78584,FALSE
69999906819,Hueneme Christian School,Port Hueneme,93041,PK,4,Private,(n/a),(n/a),(n/a),(n/a),,,,,,,TRUE
61785002203,Hueneme Elementary,Port Hueneme,93041,K,6,Elementary,No,No,No,Yes,3897,5789,2,Elementary,32.68,30.40251,FALSE
61785002205,Parkview Elementary,Port Hueneme,93041,K,6,Elementary,No,No,No,Yes,4943,5789,1,Elementary,14.61,18.50234,FALSE
61785002197,Richard Bard Elementary,Port Hueneme,93041,K,6,Elementary,No,No,No,Yes,4146,5789,1,Elementary,28.38,27.51672,FALSE
61785002206,Sunkist Elementary,Port Hueneme,93041,K,6,Elementary,No,No,No,Yes,3845,5789,2,Elementary,33.58,31.1244,FALSE
64251008517,Academy of the Canyons,Santa Clarita,91355,9,12,High,No,No,No,No,7,2133,5,High,99.67,99.2919,FALSE
63597010535,Bridgeport Elementary,Santa Clarita,91355,K,6,Elementary,No,No,No,No,664,5789,4,Elementary,88.53,89.5555,FALSE
64251007369,Learning Post High (Alternative),Santa Clarita,91355,7,12,High,No,No,Yes,No,154,2133,5,High,92.78,91.75261,FALSE
69999930604,Legacy Christian Academy,Valencia,91355,K,8,Private,(n/a),(n/a),(n/a),(n/a),,,,,,,TRUE
62718004094,Meadows Elementary,Valencia,91355,K,6,Elementary,No,No,No,No,437,5789,5,Elementary,92.45,93.04204,FALSE
60156211906,Mission View Public,Santa Clarita,91355,K,12,Other,Yes,No,No,(n/a),,,,,,,FALSE
63597008063,North Park Elementary,Valencia,91355,K,6,Elementary,No,No,No,No,1807,5789,3,Elementary,68.79,65.67621,FALSE
62718004096,Old Orchard Elementary,Valencia,91355,K,6,Elementary,No,No,No,Yes,1346,5789,4,Elementary,76.75,75.97851,FALSE
60157908070,Opportunities for Learning - Santa Clarita,Valencia,91355,7,12,High,Yes,No,Yes,(n/a),1146,2133,2,High,46.27,43.16151,FALSE
64251003264,Valencia High,Valencia,91355,9,12,High,No,No,No,No,130,2133,5,High,93.91,93.28249,FALSE
63153001203,Adobe Bluffs Elementary,San Diego,92129,K,5,Elementary,No,No,No,No,165,5789,5,Elementary,97.15,96.77788,FALSE
63153004884,Black Mountain Middle,San Diego,92129,6,8,Middle,No,No,No,No,246,2715,5,Middle,90.94,90.78141,FALSE
63153009180,Canyon View Elementary,San Diego,92129,K,5,Elementary,No,No,No,No,486,5789,5,Elementary,91.6,92.38001,FALSE
63153010005,Deer Canyon Elementary,San Diego,92129,K,5,Elementary,No,No,No,No,148,5789,5,Elementary,97.44,97.00895,FALSE
63153004887,Los Penasquitos Elementary,San Diego,92129,K,5,Elementary,No,No,No,Yes,450,5789,5,Elementary,92.23,92.88157,FALSE
63153002667,Mesa Verde Middle,San Diego,92129,6,8,Middle,No,No,No,No,122,2715,5,Middle,95.51,95.34073,FALSE
63153004890,Mt. Carmel High,San Diego,92129,9,12,High,No,No,No,No,111,2133,5,High,94.8,94.23387,FALSE
63153003938,Park Village Elementary,San Diego,92129,K,5,Elementary,No,No,No,No,91,5789,5,Elementary,98.43,97.69844,FALSE
63153004894,Rolling Hills Elementary,San Diego,92129,K,5,Elementary,No,No,No,No,157,5789,5,Elementary,97.29,96.86022,FALSE
63153004895,Sundance Elementary,San Diego,92129,K,5,Elementary,No,No,No,No,467,5789,5,Elementary,91.93,92.71335,FALSE
60173713667,Bella Mente Montessori Academy,Vista,92083,K,8,Elementary,Yes,No,No,Yes,2867,5789,3,Elementary,50.48,45.19607,FALSE
64119006814,Bobier Elementary,Vista,92083,K,5,Elementary,No,No,No,Yes,4633,5789,1,Elementary,19.97,21.96058,FALSE
64119001248,Breeze Hill Elementary,Vista,92083,K,5,Elementary,No,No,No,Yes,1513,5789,4,Elementary,73.86,72.11492,FALSE
64119001246,California Avenue Elementary,Vista,92083,K,8,Elementary,No,No,No,No,,,,,,,FALSE
64119006816,Casita Center for Science/Math/Technology,Vista,92083,K,5,Elementary,No,Yes,No,Yes,910,5789,4,Elementary,84.28,84.82955,FALSE
