schoolid,schoolName,url,street_address,city,zip,lowGrade,highGrade,schoolLevel,isCharterSchool,isMagnetSchool,isVirtualSchool,isTitleISchool,districtName,countyName,rank,rankOf,rankStars,rankLevel,rankStatewidePercentage,averageStandardScore,rankMovement,numberOfStudents,teachersFulltime,isPrivate
060846000832,Boys Republic High,https://www.schooldigger.com/go/CA/schools/0846000832/school.aspx,3493 Grand Ave.,Chino Hills,91709,9,12,High,No,No,No,No,Chino Valley Unified,San Bernardino County,2061,2133,0,High,3.38,9.80223,-152,85,,False
060846009528,Butterfield Ranch Elementary,https://www.schooldigger.com/go/CA/schools/0846009528/school.aspx,6350 Mystic Canyon Dr.,Chino Hills,91709,K,6,Elementary,No,No,No,No,Chino Valley Unified,San Bernardino County,1171,5789,4,Elementary,79.77,79.97529,-47,724,,False
060846010299,Canyon Hills Junior High,https://www.schooldigger.com/go/CA/schools/0846010299/school.aspx,2500 Madrugada Dr.,Chino Hills,91709,7,8,Middle,No,No,No,No,Chino Valley Unified,San Bernardino County,336,2715,4,Middle,87.62,86.7801,-14,1114,,False
060846011737,Chaparral Elementary,https://www.schooldigger.com/go/CA/schools/0846011737/school.aspx,4849 Bird Farm Rd.,Chino Hills,91709,K,6,Elementary,No,No,No,Yes,Chino Valley Unified,San Bernardino County,1885,5789,3,Elementary,67.44,63.96162,-559,755,,False
060846010360,Chino Hills High,https://www.schooldigger.com/go/CA/schools/0846010360/school.aspx,16150 Pomona Rincon Rd.,Chino Hills,91709,9,12,High,No,No,No,No,Chino Valley Unified,San Bernardino County,252,2133,4,High,88.19,86.32913,167,2801,,False
060846010607,Chino Valley Learning Academy,https://www.schooldigger.com/go/CA/schools/0846010607/school.aspx,15650 Pipeline Ave.,Chino Hills,91709,7,12,High,No,No,No,Yes,Chino Valley Unified,San Bernardino County,,,,,,,,18,,False
060846003822,Country Springs Elementary,https://www.schooldigger.com/go/CA/schools/0846003822/school.aspx,14145 Village Center Dr.,Chino Hills,91709,K,6,Elementary,No,No,No,No,Chino Valley Unified,San Bernardino County,259,5789,5,Elementary,95.53,95.42632,-13,631,,False
060846009125,Eagle Canyon Elementary,https://www.schooldigger.com/go/CA/schools/0846009125/school.aspx,13435 Eagle Canyon Dr.,Chino Hills,91709,K,6,Elementary,No,No,No,No,Chino Valley Unified,San Bernardino County,904,5789,4,Elementary,84.38,84.96935,94,596,,False
060846009124,Gerald F. Litel Elementary,https://www.schooldigger.com/go/CA/schools/0846009124/school.aspx,3425 Eucalyptus Ave.,Chino Hills,91709,K,6,Elementary,No,No,No,No,Chino Valley Unified,San Bernardino County,1162,5789,4,Elementary,79.93,80.17582,-269,561,,False
060846000841,Glenmeade Elementary,https://www.schooldigger.com/go/CA/schools/0846000841/school.aspx,15000 Whirlaway Ln.,Chino Hills,91709,K,6,Elementary,No,No,No,Yes,Chino Valley Unified,San Bernardino County,2599,5789,3,Elementary,55.1,49.90712,-361,448,,False
060142308662,Exeter Community Day,https://www.schooldigger.com/go/CA/schools/0142308662/school.aspx,1107 E. Rocky Hill Dr.,Exeter,93221,1,12,Other,No,No,No,Yes,Exeter Unified,Tulare County,,,,,,,,7,,False
060142307466,Exeter Independent Study (Alternative),https://www.schooldigger.com/go/CA/schools/0142307466/school.aspx,505 Rocky Hill Dr.,Exeter,93221,K,12,Other,No,No,No,Yes,Exeter Unified,Tulare County,,,,,,,,27,,False
060142301504,Exeter Union High,https://www.schooldigger.com/go/CA/schools/0142301504/school.aspx,505 Rocky Hill Dr.,Exeter,93221,9,12,High,No,No,No,Yes,Exeter Unified,Tulare County,588,2133,4,High,72.43,67.78395,149,919,,False
060142301505,Kaweah High,https://www.schooldigger.com/go/CA/schools/0142301505/school.aspx,1107 E Rocky Hill Dr.,Exeter,93221,9,12,High,No,No,No,Yes,Exeter Unified,Tulare County,1662,2133,1,High,22.08,18.01795,-65,49,,False
060142301501,Lincoln Elementary,https://www.schooldigger.com/go/CA/schools/0142301501/school.aspx,333 S. D St.,Exeter,93221,K,5,Elementary,No,No,No,Yes,Exeter Unified,Tulare County,3698,5789,2,Elementary,36.12,32.96707,-979,534,,False
060142301502,Rocky Hill Elementary,https://www.schooldigger.com/go/CA/schools/0142301502/school.aspx,313 Sequoia Dr.,Exeter,93221,K,5,Elementary,No,No,No,Yes,Exeter Unified,Tulare County,3104,5789,2,Elementary,46.38,41.41707,-406,582,,False
069999908248,Sierra View Junior Academy,https://www.schooldigger.com/go/CA/schools/9999908248/school.aspx,19933 Ave 256,Exeter,93221,K,10,Private,(n/a),(n/a),(n/a),(n/a),,Tulare County,,,,,,,,,,True
060142310336,Wilson Middle,https://www.schooldigger.com/go/CA/schools/0142310336/school.aspx,710 W. Maple St.,Exeter,93221,6,8,Middle,No,No,No,Yes,Exeter Unified,Tulare County,1607,2715,2,Middle,40.81,35.27964,-129,604,,False
060927000939,Cold Spring Elementary,https://www.schooldigger.com/go/CA/schools/0927000939/school.aspx,2243 Sycamore Canyon Rd.,Santa Barbara,93108,K,6,Elementary,No,No,No,Yes,Cold Spring Elementary,Santa Barbara County,21,5789,5,Elementary,99.64,98.76227,-2,171,,False
069999906208,Crane Country Day School,https://www.schooldigger.com/go/CA/schools/9999906208/school.aspx,1795 San Leandro Ln,Santa Barbara,93108,K,8,Private,(n/a),(n/a),(n/a),(n/a),,Santa Barbara County,,,,,,,,,,True
062550003815,Montecito Union,https://www.schooldigger.com/go/CA/schools/2550003815/school.aspx,385 San Ysidro Rd.,Santa Barbara,93108,K,6,Elementary,No,No,No,Yes,Montecito Union Elementary,Santa Barbara County,92,5789,5,Elementary,98.41,97.68884,-1,368,,False
069999948576,Our Lady Of Mount Carmel School,https://www.schooldigger.com/go/CA/schools/9999948576/school.aspx,530 Hot Springs Rd,Santa Barbara,93108,PK,8,Private,(n/a),(n/a),(n/a),(n/a),,Santa Barbara County,,,,,,,,,,True
069999905557,All Hallows Academy,https://www.schooldigger.com/go/CA/schools/9999905557/school.aspx,2390 Nautilus St,La Jolla,92037,K,8,Private,(n/a),(n/a),(n/a),(n/a),,San Diego County,,,,,,,,,,True
069999944501,Beth Montessori,https://www.schooldigger.com/go/CA/schools/9999944501/school.aspx,8660 Gilman Dr,La Jolla,92037,PK,K,Private,(n/a),(n/a),(n/a),(n/a),,San Diego County,,,,,,,,,,True
063432005421,Bird Rock Elementary,https://www.schooldigger.com/go/CA/schools/3432005421/school.aspx,5371 La Jolla Hermosa Ave.,La Jolla,92037,K,5,Elementary,No,No,No,No,San Diego Unified,San Diego County,124,5789,5,Elementary,97.86,97.27338,14,437,,False
069999948492,La Jolla Country Day School,https://www.schooldigger.com/go/CA/schools/9999948492/school.aspx,9490 Genesee Ave,La Jolla,92037,PK,12,Private,(n/a),(n/a),(n/a),(n/a),,San Diego County,,,,,,,,,,True
063432005495,La Jolla Elementary,https://www.schooldigger.com/go/CA/schools/3432005495/school.aspx,1111 Marine St.,La Jolla,92037,K,5,Elementary,No,No,No,No,San Diego Unified,San Diego County,3,5789,5,Elementary,99.95,99.36606,-1,597,,False
063432005496,La Jolla High,https://www.schooldigger.com/go/CA/schools/3432005496/school.aspx,750 Nautilus St.,La Jolla,92037,9,12,High,No,No,No,No,San Diego Unified,San Diego County,141,2133,5,High,93.39,92.35291,-10,1331,,False
069999944634,Montessori Institute Of San Diego Child House,https://www.schooldigger.com/go/CA/schools/9999944634/school.aspx,8745 La Jolla Scenic Dr N,La Jolla,92037,PK,6,Private,(n/a),(n/a),(n/a),(n/a),,San Diego County,,,,,,,,,,True
063432005527,Muirlands Middle,https://www.schooldigger.com/go/CA/schools/3432005527/school.aspx,1056 Nautilus St.,La Jolla,92037,6,8,Middle,No,No,No,No,San Diego Unified,San Diego County,117,2715,5,Middle,95.69,95.46122,21,854,,False
069999908132,San Diego French American School,https://www.schooldigger.com/go/CA/schools/9999908132/school.aspx,6550 Soledad Mountain Rd,La Jolla,92037,PK,8,Private,(n/a),(n/a),(n/a),(n/a),,San Diego County,,,,,,,,,,True
069999908799,Stella Maris Academy,https://www.schooldigger.com/go/CA/schools/9999908799/school.aspx,7654 Herschel Ave,La Jolla,92037,K,8,Private,(n/a),(n/a),(n/a),(n/a),,San Diego County,,,,,,,,,,True
061314001490,Cadwallader Elementary,https://www.schooldigger.com/go/CA/schools/1314001490/school.aspx,3799 Cadwallader Ave.,San Jose,95121,K,6,Elementary,No,No,No,No,Evergreen Elementary,Santa Clara County,1157,5789,4,Elementary,80.01,80.21935,103,334,,False
061314009366,Dove Hill Elementary,https://www.schooldigger.com/go/CA/schools/1314009366/school.aspx,1460 Colt Way,San Jose,95121,K,6,Elementary,No,No,No,Yes,Evergreen Elementary,Santa Clara County,2734,5789,3,Elementary,52.77,47.49165,93,384,,False
061314008631,James Franklin Smith Elementary,https://www.schooldigger.com/go/CA/schools/1314008631/school.aspx,2220 Woodbury Ln.,San Jose,95121,K,6,Elementary,No,No,No,No,Evergreen Elementary,Santa Clara County,244,5789,5,Elementary,95.79,95.71709,-13,620,,False
061314001495,John J. Montgomery Elementary,https://www.schooldigger.com/go/CA/schools/1314001495/school.aspx,2010 Daniel Maloney Dr.,San Jose,95121,K,6,Elementary,No,No,No,Yes,Evergreen Elementary,Santa Clara County,3739,5789,2,Elementary,35.41,32.37466,-351,411,,False
061314001497,Laurelwood Elementary,https://www.schooldigger.com/go/CA/schools/1314001497/school.aspx,4280 Partridge Dr.,San Jose,95121,K,6,Elementary,No,No,No,No,Evergreen Elementary,Santa Clara County,1275,5789,4,Elementary,77.98,77.40291,561,300,,False
061314001498,O. B. Whaley Elementary,https://www.schooldigger.com/go/CA/schools/1314001498/school.aspx,2655 Alvin Ave.,San Jose,95121,K,6,Elementary,No,No,No,Yes,Evergreen Elementary,Santa Clara County,3817,5789,2,Elementary,34.06,31.5383,-647,354,,False
061437011452,Ramblewood Elementary,https://www.schooldigger.com/go/CA/schools/1437011452/school.aspx,1351 Lightland Rd.,San Jose,95121,K,6,Elementary,No,No,No,Yes,Franklin-McKinley Elementary,Santa Clara County,1262,5789,4,Elementary,78.2,77.71403,208,346,,False
069999907170,Scholars Academy,https://www.schooldigger.com/go/CA/schools/9999907170/school.aspx,3703 Silver Creek Rd,San Jose,95121,PK,4,Private,(n/a),(n/a),(n/a),(n/a),,Santa Clara County,,,,,,,,,,True
061182001309,Silver Creek High,https://www.schooldigger.com/go/CA/schools/1182001309/school.aspx,3434 Silver Creek Rd.,San Jose,95121,9,12,High,No,Yes,No,Yes,East Side Union High,Santa Clara County,183,2133,5,High,91.42,89.42716,-11,2428,,False
061437001652,Stonegate Elementary,https://www.schooldigger.com/go/CA/schools/1437001652/school.aspx,2605 Gassmann Dr.,San Jose,95121,K,8,Elementary,No,No,No,Yes,Franklin-McKinley Elementary,Santa Clara County,3166,5789,2,Elementary,45.31,40.41897,-638,636,,False
060009910791,Glenn County Regional Occupational Program,https://www.schooldigger.com/go/CA/schools/0009910791/school.aspx,451 S. Villa Ave.,Willows,95988,9,12,High,No,(n/a),(n/a),(n/a),Glenn County Regional Occupational Program,Glenn County,,,,,,,,0,,False
069100809221,Glenn County Special Education,https://www.schooldigger.com/go/CA/schools/9100809221/school.aspx,311 S. Villa Ave.,Willows,95988,K,12,Other,No,No,No,No,Glenn County Office of Education,Glenn County,,,,,,,,77,,False
064271006977,Murdock Elementary,https://www.schooldigger.com/go/CA/schools/4271006977/school.aspx,655 W. French St.,Willows,95988,K,5,Elementary,No,No,No,Yes,Willows Unified,Glenn County,4899,5789,1,Elementary,15.37,18.98725,-191,607,,False
060242012983,Walden Academy,https://www.schooldigger.com/go/CA/schools/0242012983/school.aspx,1149 W. Wood St.,Willows,95988,K,8,Elementary,Yes,No,No,Yes,Walden Academy District,Glenn County,5464,5789,0,Elementary,5.61,11.79565,,201,,False
064271007370,Willows Community High,https://www.schooldigger.com/go/CA/schools/4271007370/school.aspx,823 W. Laurel St.,Willows,95988,10,12,High,No,No,No,Yes,Willows Unified,Glenn County,1952,2133,0,High,8.49,11.42227,,34,,False
064271006978,Willows High,https://www.schooldigger.com/go/CA/schools/4271006978/school.aspx,203 N. Murdock Ave.,Willows,95988,9,12,High,No,No,No,Yes,Willows Unified,Glenn County,1239,2133,2,High,41.91,38.74464,131,466,,False
064271006979,Willows Intermediate,https://www.schooldigger.com/go/CA/schools/4271006979/school.aspx,1145 W. Cedar St.,Willows,95988,6,8,Middle,No,No,No,Yes,Willows Unified,Glenn County,2203,2715,1,Middle,18.86,19.47145,-41,330,,False
063384010358,Cesar Chavez Intermediate,https://www.schooldigger.com/go/CA/schools/3384010358/school.aspx,7500 32nd St.,Sacramento,95822,4,6,Middle,No,No,No,Yes,Sacramento City Unified,Sacramento County,,,,,,,,357,,False
063384005237,Edward Kemble Elementary,https://www.schooldigger.com/go/CA/schools/3384005237/school.aspx,7495 29th St.,Sacramento,95822,K,3,Elementary,No,No,No,Yes,Sacramento City Unified,Sacramento County,,,,,,,,565,,False
063384005246,H. W. Harkness Elementary,https://www.schooldigger.com/go/CA/schools/3384005246/school.aspx,2147 54th Ave.,Sacramento,95822,K,6,Elementary,No,No,No,Yes,Sacramento City Unified,Sacramento County,4577,5789,1,Elementary,20.94,22.61608,-563,352,,False
063384005248,Hollywood Park Elementary,https://www.schooldigger.com/go/CA/schools/3384005248/school.aspx,4915 Harte Way,Sacramento,95822,K,6,Elementary,No,No,No,Yes,Sacramento City Unified,Sacramento County,5618,5789,0,Elementary,2.95,9.09362,-374,329,,False
069999906796,Holy Spirit Parish School,https://www.schooldigger.com/go/CA/schools/9999906796/school.aspx,3920 W Land Park Dr,Sacramento,95822,K,8,Private,(n/a),(n/a),(n/a),(n/a),,Sacramento County,,,,,,,,,,True
063384005254,John Bidwell Elementary,https://www.schooldigger.com/go/CA/schools/3384005254/school.aspx,1730 65th Ave.,Sacramento,95822,K,6,Elementary,No,No,No,Yes,Sacramento City Unified,Sacramento County,3901,5789,2,Elementary,32.61,30.36883,-368,267,,False
063384005255,John Cabrillo Elementary,https://www.schooldigger.com/go/CA/schools/3384005255/school.aspx,1141 Seamas Ave.,Sacramento,95822,K,6,Elementary,No,No,No,Yes,Sacramento City Unified,Sacramento County,5272,5789,0,Elementary,8.93,14.54485,196,346,,False
063384005256,John D. Sloat Elementary,https://www.schooldigger.com/go/CA/schools/3384005256/school.aspx,7525 Candlewood Way,Sacramento,95822,K,6,Elementary,No,No,No,Yes,Sacramento City Unified,Sacramento County,5727,5789,0,Elementary,1.07,6.05647,-101,290,,False
063384011917,John Morse Therapeutic Center,https://www.schooldigger.com/go/CA/schools/3384011917/school.aspx,1901 60th Ave.,Sacramento,95822,3,8,Middle,No,No,No,Yes,Sacramento City Unified,Sacramento County,,,,,,,,44,,False
063384010040,Leonardo Da Vinci,https://www.schooldigger.com/go/CA/schools/3384010040/school.aspx,4701 Joaquin Way,Sacramento,95822,K,8,Elementary,No,No,No,No,Sacramento City Unified,Sacramento County,1195,5789,4,Elementary,79.36,79.56248,126,868,,False
063375005197,Alvarado Intermediate,https://www.schooldigger.com/go/CA/schools/3375005197/school.aspx,1901 S. Desire Ave.,Rowland Heights,91748,7,8,Middle,No,No,No,Yes,Rowland Unified,Los Angeles County,602,2715,4,Middle,77.83,74.85397,-6,694,,False
063375005198,Blandford Elementary,https://www.schooldigger.com/go/CA/schools/3375005198/school.aspx,2601 Blandford Dr.,Rowland Heights,91748,K,6,Elementary,No,No,No,No,Rowland Unified,Los Angeles County,777,5789,4,Elementary,86.58,87.41369,-147,689,,False
069999953699,Elite Open School,https://www.schooldigger.com/go/CA/schools/9999953699/school.aspx,19735 Colima Rd # 2,Rowland Heights,91748,5,12,Private,(n/a),(n/a),(n/a),(n/a),,Los Angeles County,,,,,,,,,,True
069999953700,Elite Open School,https://www.schooldigger.com/go/CA/schools/9999953700/school.aspx,"19735 Colima Rd, Ste 2",Rowland Heights,91748,5,12,Private,(n/a),(n/a),(n/a),(n/a),,Orange County,,,,,,,,,,True
069999906424,Fairway Education Center,https://www.schooldigger.com/go/CA/schools/9999906424/school.aspx,19560 E Walnut Dr S,Rowland Heights,91748,PK,K,Private,(n/a),(n/a),(n/a),(n/a),,Los Angeles County,,,,,,,,,,True
063375013361,Farjardo - La Seda Preschool,https://www.schooldigger.com/go/CA/schools/3375013361/school.aspx,18550 E. Farjardo St.,Rowland Heights,91748,,,,No,(n/a),(n/a),(n/a),Rowland Unified,Los Angeles County,,,,,,,,,,False
069999906871,Ivy League School,https://www.schooldigger.com/go/CA/schools/9999906871/school.aspx,19267 Colima Rd # 8,Rowland Heights,91748,K,11,Private,(n/a),(n/a),(n/a),(n/a),,Los Angeles County,,,,,,,,,,True
063375005203,Jellick Elementary,https://www.schooldigger.com/go/CA/schools/3375005203/school.aspx,1400 S. Jellick Ave.,Rowland Heights,91748,K,6,Elementary,No,No,No,Yes,Rowland Unified,Los Angeles County,3624,5789,2,Elementary,37.4,33.87699,-182,392,,False
063375005204,John A. Rowland High,https://www.schooldigger.com/go/CA/schools/3375005204/school.aspx,2000 S. Otterbein St.,Rowland Heights,91748,9,12,High,No,No,No,No,Rowland Unified,Los Angeles County,163,2133,5,High,92.36,90.87787,85,2032,,False
063375005205,Killian Elementary,https://www.schooldigger.com/go/CA/schools/3375005205/school.aspx,19100 E. Killian St.,Rowland Heights,91748,K,6,Elementary,No,No,No,No,Rowland Unified,Los Angeles County,1240,5789,4,Elementary,78.58,78.40882,-178,536,,False
062865004419,California Elementary,https://www.schooldigger.com/go/CA/schools/2865004419/school.aspx,1080 N. CA St.,Orange,92867,K,6,Elementary,No,No,No,Yes,Orange Unified,Orange County,4066,5789,1,Elementary,29.76,28.41563,-158,599,,False
062865004430,Handy Elementary,https://www.schooldigger.com/go/CA/schools/2865004430/school.aspx,860 N. Handy St.,Orange,92867,K,6,Elementary,No,No,No,Yes,Orange Unified,Orange County,2814,5789,3,Elementary,51.39,46.06902,-290,445,,False
062865004441,Orange High,https://www.schooldigger.com/go/CA/schools/2865004441/school.aspx,525 N. Shaffer St.,Orange,92867,9,12,High,No,No,No,Yes,Orange Unified,Orange County,1297,2133,2,High,39.19,36.68648,-151,1769,,False
069999907218,Orange Lutheran High School,https://www.schooldigger.com/go/CA/schools/9999907218/school.aspx,2222 N Santiago Blvd,Orange,92867,9,12,Private,(n/a),(n/a),(n/a),(n/a),,Orange County,,,,,,,,,,True
062865004448,Richland Continuation High,https://www.schooldigger.com/go/CA/schools/2865004448/school.aspx,615 N. Lemon St.,Orange,92867,9,12,High,No,No,No,No,Orange Unified,Orange County,1994,2133,0,High,6.52,10.77009,-141,159,,False
060227214331,Tomorrow's Leadership Collaborative (TLC) Charter,https://www.schooldigger.com/go/CA/schools/0227214331/school.aspx,1130 E. Walnut Ave.,Orange,92867,K,5,Elementary,Yes,No,No,Yes,Tomorrow's Leadership Collaborative (TLC) Charter District,Orange County,,,,,,,,120,,False
062865004459,Yorba Middle,https://www.schooldigger.com/go/CA/schools/2865004459/school.aspx,935 N. Cambridge,Orange,92867,6,8,Middle,No,No,No,Yes,Orange Unified,Orange County,1430,2715,2,Middle,47.33,40.59838,-55,552,,False
069999953645,Central Valley Christian Molokan School,https://www.schooldigger.com/go/CA/schools/9999953645/school.aspx,PO Box 663,Kerman,93630,PK,4,Private,(n/a),(n/a),(n/a),(n/a),,Fresno County,,,,,,,,,,True
061949008865,Enterprise High,https://www.schooldigger.com/go/CA/schools/1949008865/school.aspx,15405 Sunset Ave.,Kerman,93630,7,12,High,No,No,No,Yes,Kerman Unified,Fresno County,1836,2133,1,High,13.92,13.3317,129,51,,False
061949012756,Goldenrod Elementary,https://www.schooldigger.com/go/CA/schools/1949012756/school.aspx,445 S. Goldenrod Ave.,Kerman,93630,K,6,Elementary,No,No,No,Yes,Kerman Unified,Fresno County,3059,5789,2,Elementary,47.16,42.11236,-383,883,,False
069999906924,Kerman Christian School,https://www.schooldigger.com/go/CA/schools/9999906924/school.aspx,15495 W Whitesbridge Ave,Kerman,93630,PK,6,Private,(n/a),(n/a),(n/a),(n/a),,Fresno County,,,,,,,,,,True
061949008866,Kerman High,https://www.schooldigger.com/go/CA/schools/1949008866/school.aspx,205 S. First St.,Kerman,93630,9,12,High,No,No,No,Yes,Kerman Unified,Fresno County,720,2133,3,High,66.24,60.728,32,1592,,False
061949008868,Kerman Middle,https://www.schooldigger.com/go/CA/schools/1949008868/school.aspx,601 S. First St.,Kerman,93630,7,8,Middle,No,No,No,Yes,Kerman Unified,Fresno County,1726,2715,2,Middle,36.43,31.59943,20,822,,False
061949008867,Kerman-Floyd Elementary,https://www.schooldigger.com/go/CA/schools/1949008867/school.aspx,14655 W. F St.,Kerman,93630,K,6,Elementary,No,No,No,Yes,Kerman Unified,Fresno County,3975,5789,2,Elementary,31.34,29.43568,32,711,,False
061949010495,Liberty Elementary,https://www.schooldigger.com/go/CA/schools/1949010495/school.aspx,16001 E St.,Kerman,93630,K,6,Elementary,No,No,No,Yes,Kerman Unified,Fresno County,2489,5789,3,Elementary,57.0,52.07051,240,625,,False
061949008869,Sun Empire Elementary,https://www.schooldigger.com/go/CA/schools/1949008869/school.aspx,2649 N. Modoc Ave.,Kerman,93630,K,6,Elementary,No,No,No,Yes,Kerman Unified,Fresno County,1855,5789,3,Elementary,67.96,64.69927,-128,597,,False
060681003925,Blossom Valley Elementary,https://www.schooldigger.com/go/CA/schools/0681003925/school.aspx,9863 Oakmont Terr.,El Cajon,92021,K,5,Elementary,No,No,No,No,Cajon Valley Union,San Diego County,1033,5789,4,Elementary,82.16,82.65938,-3,561,,False
060681000606,Bostonia Language Academy,https://www.schooldigger.com/go/CA/schools/0681000606/school.aspx,1390 E. BRd.way,El Cajon,92021,K,5,Elementary,No,No,No,Yes,Cajon Valley Union,San Diego County,2144,5789,3,Elementary,62.96,58.61906,-471,639,,False
060681008590,Cajon Valley Home,https://www.schooldigger.com/go/CA/schools/0681008590/school.aspx,1384 BRd.way,El Cajon,92021,K,8,Elementary,No,No,No,No,Cajon Valley Union,San Diego County,,,,,,,,40,,False
060681000609,Crest Elementary,https://www.schooldigger.com/go/CA/schools/0681000609/school.aspx,2000 Suncrest Blvd.,El Cajon,92021,K,5,Elementary,No,No,No,No,Cajon Valley Union,San Diego County,2437,5789,3,Elementary,57.9,52.76798,419,105,,False
060238614301,Diego Valley East Public Charter,https://www.schooldigger.com/go/CA/schools/0238614301/school.aspx,511 N. Second St.,El Cajon,92021,K,12,Other,Yes,No,No,(n/a),Diego Valley East Public Charter District,San Diego County,,,,,,,,347,,False
061623002018,El Cajon Valley High,https://www.schooldigger.com/go/CA/schools/1623002018/school.aspx,1035 E. Madison Ave.,El Cajon,92021,9,12,High,No,No,No,Yes,Grossmont Union High,San Diego County,1576,2133,1,High,26.11,21.7371,-369,1557,,False
060681000615,Greenfield Middle,https://www.schooldigger.com/go/CA/schools/0681000615/school.aspx,1495 Greenfield Dr.,El Cajon,92021,6,8,Middle,No,No,No,Yes,Cajon Valley Union,San Diego County,2257,2715,1,Middle,16.87,18.37225,-216,800,,False
060249514409,Kidinnu Academy,https://www.schooldigger.com/go/CA/schools/0249514409/school.aspx,1025 N. Second St.,El Cajon,92021,K,5,Elementary,Yes,No,No,Yes,Kidinnu Academy District,San Diego County,,,,,,,,115,,False
060681011751,Los Coches Creek Middle,https://www.schooldigger.com/go/CA/schools/0681011751/school.aspx,9669 Dunbar Ln.,El Cajon,92021,6,8,Middle,No,No,No,No,Cajon Valley Union,San Diego County,817,2715,3,Middle,69.91,63.89499,-81,842,,False
060681000620,Magnolia Elementary,https://www.schooldigger.com/go/CA/schools/0681000620/school.aspx,650 Greenfield Dr.,El Cajon,92021,K,5,Elementary,No,No,No,Yes,Cajon Valley Union,San Diego County,5517,5789,0,Elementary,4.7,10.8588,-165,561,,False
060003606335,Discovery High,https://www.schooldigger.com/go/CA/schools/0003606335/school.aspx,3401 Fong Ranch Rd.,Sacramento,95834,9,12,High,No,No,No,No,Natomas Unified,Sacramento County,1833,2133,1,High,14.06,13.4974,-13,87,,False
060133208818,Garden Valley Elementary,https://www.schooldigger.com/go/CA/schools/0133208818/school.aspx,3601 Larchwood Dr.,Sacramento,95834,K,6,Elementary,No,No,No,Yes,Twin Rivers Unified,Sacramento County,4355,5789,1,Elementary,24.77,25.07017,390,338,,False
069999948512,Little Blossom Montessori School,https://www.schooldigger.com/go/CA/schools/9999948512/school.aspx,2075 Arena Blvd,Sacramento,95834,PK,K,Private,(n/a),(n/a),(n/a),(n/a),,Sacramento County,,,,,,,,,,True
069999953905,Natomas Christian School Real Life Church,https://www.schooldigger.com/go/CA/schools/9999953905/school.aspx,1921 Arena Blvd Ste 100,Sacramento,95834,PK,12,Private,(n/a),(n/a),(n/a),(n/a),,Sacramento County,,,,,,,,,,True
060003603755,Natomas High,https://www.schooldigger.com/go/CA/schools/0003603755/school.aspx,3301 Fong Ranch Rd.,Sacramento,95834,9,12,High,No,No,No,Yes,Natomas Unified,Sacramento County,1357,2133,2,High,36.38,34.09277,-40,1081,,False
060003611735,Natomas Pacific Pathways Prep,https://www.schooldigger.com/go/CA/schools/0003611735/school.aspx,3700 Del Paso Rd.,Sacramento,95834,9,12,High,Yes,Yes,No,No,Natomas Unified,Sacramento County,150,2133,5,High,92.97,91.852,-72,621,,False
060003614043,Natomas Pacific Pathways Prep Elementary,https://www.schooldigger.com/go/CA/schools/0003614043/school.aspx,4400 E. Commerce Way,Sacramento,95834,K,5,Elementary,Yes,No,No,No,Natomas Unified,Sacramento County,1729,5789,4,Elementary,70.13,67.33485,,342,,False
060003612523,Natomas Pacific Pathways Prep Middle,https://www.schooldigger.com/go/CA/schools/0003612523/school.aspx,3700 Del Paso Rd.,Sacramento,95834,6,8,Middle,Yes,Yes,No,No,Natomas Unified,Sacramento County,496,2715,4,Middle,81.73,79.484,-103,511,,False
060003614188,Paso Verde,https://www.schooldigger.com/go/CA/schools/0003614188/school.aspx,3800 Del Paso Rd.,Sacramento,95834,K,7,Elementary,No,No,No,No,Natomas Unified,Sacramento County,1735,5789,4,Elementary,70.03,67.18373,,589,,False
060228511951,SAVA - Sacramento Academic and Vocational Academy,https://www.schooldigger.com/go/CA/schools/0228511951/school.aspx,1214 N. Market Blvd.,Sacramento,95834,7,12,High,Yes,No,No,Yes,SAVA - Sacramento Academic and Vocational Academy District,Sacramento County,1544,2133,1,High,27.61,23.80396,,93,,False
060001709098,Apple Valley High,https://www.schooldigger.com/go/CA/schools/0001709098/school.aspx,11837 Navajo Rd.,Apple Valley,92308,9,12,High,No,No,No,Yes,Apple Valley Unified,San Bernardino County,1159,2133,2,High,45.66,42.73776,-192,2165,,False
060001713290,Apple Valley Unified Preschool Special Education,https://www.schooldigger.com/go/CA/schools/0001713290/school.aspx,12555 Navajo Rd.,Apple Valley,92308,,,,No,(n/a),(n/a),(n/a),Apple Valley Unified,San Bernardino County,,,,,,,,,,False
060001708588,High Desert Premier Academy,https://www.schooldigger.com/go/CA/schools/0001708588/school.aspx,21950 Nisqually Rd.,Apple Valley,92308,K,12,Other,No,No,No,Yes,Apple Valley Unified,San Bernardino County,,,,,,,,285,,False
060001709100,Mariana Academy,https://www.schooldigger.com/go/CA/schools/0001709100/school.aspx,10601 Manhasset Rd.,Apple Valley,92308,K,8,Elementary,No,No,No,Yes,Apple Valley Unified,San Bernardino County,4468,5789,1,Elementary,22.82,23.70922,11,704,,False
060001701149,Rio Vista School of Applied Learning,https://www.schooldigger.com/go/CA/schools/0001701149/school.aspx,13590 Havasu Rd.,Apple Valley,92308,K,6,Elementary,No,No,No,Yes,Apple Valley Unified,San Bernardino County,2531,5789,3,Elementary,56.28,51.23406,-684,942,,False
