schoolid,schoolName,url,street_address,city,zip,lowGrade,highGrade,schoolLevel,isCharterSchool,isMagnetSchool,isVirtualSchool,isTitleISchool,districtName,countyName,rank,rankOf,rankStars,rankLevel,rankStatewidePercentage,averageStandardScore,rankMovement,numberOfStudents,teachersFulltime,isPrivate
062211002631,Marylin Avenue Elementary,https://www.schooldigger.com/go/CA/schools/2211002631/school.aspx,800 Marylin Ave.,Livermore,94551,K,5,Elementary,No,No,No,Yes,Livermore Valley Joint Unified,Alameda County,3446,5789,2,Elementary,40.47,36.19106,272,379,,False
062211002632,Rancho Las Positas Elementary,https://www.schooldigger.com/go/CA/schools/2211002632/school.aspx,401 E. Jack London Blvd.,Livermore,94551,K,5,Elementary,No,No,No,No,Livermore Valley Joint Unified,Alameda County,1536,5789,4,Elementary,73.47,71.56182,264,597,,False
060008410731,Tri-Valley Regional Occupational Program,https://www.schooldigger.com/go/CA/schools/0008410731/school.aspx,1040 Florence Rd.,Livermore,94551,9,12,High,No,(n/a),(n/a),(n/a),Tri-Valley Regional Occupational Program,Alameda County,,,,,,,,0,,False
069999909108,Valley Montessori School,https://www.schooldigger.com/go/CA/schools/9999909108/school.aspx,1273 N Livermore Ave,Livermore,94551,PK,8,Private,(n/a),(n/a),(n/a),(n/a),,Alameda County,,,,,,,,,,True
062046002458,Cabrillo Elementary,https://www.schooldigger.com/go/CA/schools/2046002458/school.aspx,601 Crespi Dr.,Pacifica,94044,K,8,Elementary,No,No,No,No,Pacifica,San Mateo County,1510,5789,4,Elementary,73.92,72.16125,111,580,,False
069999906614,Good Shepherd Elementary School,https://www.schooldigger.com/go/CA/schools/9999906614/school.aspx,909 Oceana Blvd,Pacifica,94044,K,8,Private,(n/a),(n/a),(n/a),(n/a),,San Mateo County,,,,,,,,,,True
062046010657,Ingrid B. Lacy Middle,https://www.schooldigger.com/go/CA/schools/2046010657/school.aspx,1427 Palmetto Ave.,Pacifica,94044,6,8,Middle,No,No,No,No,Pacifica,San Mateo County,683,2715,4,Middle,74.84,70.53967,-76,512,,False
062046014110,Linda Mar Educational Center,https://www.schooldigger.com/go/CA/schools/2046014110/school.aspx,830 Rosita Rd.,Pacifica,94044,,,,No,(n/a),(n/a),(n/a),Pacifica,San Mateo County,,,,,,,,,,False
062046002469,Ocean Shore Elementary,https://www.schooldigger.com/go/CA/schools/2046002469/school.aspx,411 Oceana Blvd.,Pacifica,94044,K,8,Elementary,No,No,No,No,Pacifica,San Mateo County,862,5789,4,Elementary,85.11,85.81298,106,440,,False
061893002294,Oceana High,https://www.schooldigger.com/go/CA/schools/1893002294/school.aspx,401 Paloma Ave.,Pacifica,94044,9,12,High,No,No,No,No,Jefferson Union High,San Mateo County,420,2133,4,High,80.31,76.79563,-141,601,,False
062046011430,Ortega Elementary,https://www.schooldigger.com/go/CA/schools/2046011430/school.aspx,1283 Terra Nova Blvd.,Pacifica,94044,K,5,Elementary,No,No,No,No,Pacifica,San Mateo County,1097,5789,4,Elementary,81.05,81.51335,215,482,,False
069999905565,Pacific Bay Christian School,https://www.schooldigger.com/go/CA/schools/9999905565/school.aspx,1295 Seville Dr,Pacifica,94044,K,12,Private,(n/a),(n/a),(n/a),(n/a),,San Mateo County,,,,,,,,,,True
062046013922,Pacifica Independent Home Study,https://www.schooldigger.com/go/CA/schools/2046013922/school.aspx,830 Rosita Rd.,Pacifica,94044,K,8,Elementary,No,No,No,No,Pacifica,San Mateo County,,,,,,,,29,,False
062046002471,Sunset Ridge Elementary,https://www.schooldigger.com/go/CA/schools/2046002471/school.aspx,340 Inverness Dr.,Pacifica,94044,K,5,Elementary,No,No,No,Yes,Pacifica,San Mateo County,3127,5789,2,Elementary,45.98,41.06364,-368,560,,False
061389011068,Folsom Cordova K-8 Community Charter,https://www.schooldigger.com/go/CA/schools/1389011068/school.aspx,4420 Monhegan Way,Mather,95655,K,8,Elementary,Yes,No,No,No,Folsom-Cordova Unified,Sacramento County,4202,5789,1,Elementary,27.41,26.85799,,144,,False
061389008575,Mather Heights Elementary,https://www.schooldigger.com/go/CA/schools/1389008575/school.aspx,4370 Mather Sch Rd.,Mather,95655,K,5,Elementary,No,Yes,No,No,Folsom-Cordova Unified,Sacramento County,1141,5789,4,Elementary,80.29,80.68511,38,425,,False
069102711058,Sacramento County Educational Special Education,https://www.schooldigger.com/go/CA/schools/9102711058/school.aspx,10474 Mather Blvd.,Mather,95655,K,12,Other,No,No,No,No,Sacramento County Office of Education,Sacramento County,,,,,,,,38,,False
069102711057,Sacramento County SH Special Education,https://www.schooldigger.com/go/CA/schools/9102711057/school.aspx,10474 Mather Blvd.,Mather,95655,3,12,Other,No,No,No,No,Sacramento County Office of Education,Sacramento County,,,,,,,,218,,False
060180112244,Aspire Langston Hughes Academy,https://www.schooldigger.com/go/CA/schools/0180112244/school.aspx,2050 W. Ln.,Stockton,95205,6,12,High,Yes,No,No,Yes,Aspire Langston Hughes Academy District,San Joaquin County,710,2133,3,High,66.71,61.20968,,786,,False
060244512106,Aspire Port City Academy,https://www.schooldigger.com/go/CA/schools/0244512106/school.aspx,2040 W. Ln.,Stockton,95205,K,5,Elementary,Yes,No,No,Yes,Aspire Port City Academy District,San Joaquin County,2576,5789,3,Elementary,55.5,50.50079,,432,,False
063801006399,August Elementary,https://www.schooldigger.com/go/CA/schools/3801006399/school.aspx,2101 Sutro Ave.,Stockton,95205,K,8,Elementary,No,No,No,Yes,Stockton Unified,San Joaquin County,4195,5789,1,Elementary,27.53,26.93974,345,611,,False
069999906025,Childrens Home Of Stockton,https://www.schooldigger.com/go/CA/schools/9999906025/school.aspx,430 N Pilgrim St,Stockton,95205,1,12,Private,(n/a),(n/a),(n/a),(n/a),,San Joaquin County,,,,,,,,,,True
060174812374,Dr. Lewis Dolphin Stallworth Senior Charter,https://www.schooldigger.com/go/CA/schools/0174812374/school.aspx,1610 E. Main St.,Stockton,95205,K,8,Elementary,Yes,Yes,No,Yes,Dr. Lewis Dolphin Stallworth Senior Charter District,San Joaquin County,5702,5789,0,Elementary,1.5,6.62143,,260,,False
063801006406,Fillmore Elementary,https://www.schooldigger.com/go/CA/schools/3801006406/school.aspx,2644 E. Poplar St.,Stockton,95205,K,8,Elementary,No,No,No,Yes,Stockton Unified,San Joaquin County,4799,5789,1,Elementary,17.1,20.02595,-122,719,,False
063801006413,Grunsky Elementary,https://www.schooldigger.com/go/CA/schools/3801006413/school.aspx,1550 N. Sch St.,Stockton,95205,K,8,Elementary,No,No,No,Yes,Stockton Unified,San Joaquin County,5469,5789,0,Elementary,5.53,11.76864,-196,532,,False
063801009446,Jane Frederick High,https://www.schooldigger.com/go/CA/schools/3801009446/school.aspx,1141 E. Weber Ave.,Stockton,95205,9,12,High,No,No,No,Yes,Stockton Unified,San Joaquin County,1684,2133,1,High,21.05,17.33461,203,198,,False
063801011782,John C. Fremont Elementary,https://www.schooldigger.com/go/CA/schools/3801011782/school.aspx,2021 E. Flora St.,Stockton,95205,K,8,Elementary,No,Yes,No,Yes,Stockton Unified,San Joaquin County,5598,5789,0,Elementary,3.3,9.4786,-22,862,,False
063801006421,King Elementary,https://www.schooldigger.com/go/CA/schools/3801006421/school.aspx,2640 E. Lafayette St.,Stockton,95205,K,8,Elementary,No,No,No,Yes,Stockton Unified,San Joaquin County,5164,5789,1,Elementary,10.8,15.9878,-889,1051,,False
060217610851,Alliance Gertz-Ressler Richard Merkin 6-12 Complex,https://www.schooldigger.com/go/CA/schools/0217610851/school.aspx,2023 S. Union Ave.,Los Angeles,90007,6,12,High,Yes,No,No,Yes,Alliance Gertz-Ressler Richard Merkin 6-12 Complex District,Los Angeles County,376,2133,4,High,82.37,79.3852,,964,,False
060165711636,Animo Jackie Robinson High,https://www.schooldigger.com/go/CA/schools/0165711636/school.aspx,3500 S. Hill St.,Los Angeles,90007,9,12,High,Yes,No,No,Yes,Animo Jackie Robinson High District,Los Angeles County,911,2133,3,High,57.29,52.68192,,620,,False
060207712805,Camino Nuevo Elementary School #3,https://www.schooldigger.com/go/CA/schools/0207712805/school.aspx,1723 Cordova St.,Los Angeles,90007,K,8,Elementary,Yes,No,No,Yes,Camino Nuevo Elementary School #3 District,Los Angeles County,5090,5789,1,Elementary,12.07,16.81421,,766,,False
060163313704,College Bridge Academy,https://www.schooldigger.com/go/CA/schools/0163313704/school.aspx,1827 E. 103rd St.,Los Angeles,90007,9,12,High,Yes,No,No,Yes,College Bridge Academy District,Los Angeles County,1678,2133,1,High,21.33,17.47479,,293,,False
069999953689,Divine Providence Preschool & Kindergarten,https://www.schooldigger.com/go/CA/schools/9999953689/school.aspx,2620 Monmouth Ave,Los Angeles,90007,PK,K,Private,(n/a),(n/a),(n/a),(n/a),,Los Angeles County,,,,,,,,,,True
062271010839,Dr. Theodore T. Alexander Junior Science Center,https://www.schooldigger.com/go/CA/schools/2271010839/school.aspx,3737 S. Figueroa St.,Los Angeles,90007,K,5,Elementary,Yes,No,No,Yes,Los Angeles Unified,Los Angeles County,3505,5789,2,Elementary,39.45,35.37377,444,648,,False
062271002112,Frank Lanterman,https://www.schooldigger.com/go/CA/schools/2271002112/school.aspx,2328 Saint James Pl.,Los Angeles,90007,6,12,High,No,No,No,Yes,Los Angeles Unified,Los Angeles County,,,,,,,,8,,False
062271002800,John Adams Middle,https://www.schooldigger.com/go/CA/schools/2271002800/school.aspx,151 W. 30th St.,Los Angeles,90007,6,8,Middle,No,Yes,No,Yes,Los Angeles Unified,Los Angeles County,1705,2715,2,Middle,37.2,32.24484,-86,891,,False
062271010882,John W. Mack Elementary,https://www.schooldigger.com/go/CA/schools/2271010882/school.aspx,3020 S. Catalina St.,Los Angeles,90007,K,5,Elementary,No,No,No,Yes,Los Angeles Unified,Los Angeles County,5699,5789,0,Elementary,1.55,6.83564,-98,361,,False
062271003446,Lenicia B. Weemes Elementary,https://www.schooldigger.com/go/CA/schools/2271003446/school.aspx,1260 W. 36th Pl.,Los Angeles,90007,K,5,Elementary,No,No,No,Yes,Los Angeles Unified,Los Angeles County,5504,5789,0,Elementary,4.92,11.16036,-187,505,,False
060939000949,Grand Terrace Elementary,https://www.schooldigger.com/go/CA/schools/0939000949/school.aspx,12066 Vivienda Ave.,Grand Terrace,92313,K,6,Elementary,No,No,No,Yes,Colton Joint Unified,San Bernardino County,3292,5789,2,Elementary,43.13,38.27036,-397,659,,False
060939012987,Grand Terrace High School at the Ray Abril Junior Edal Complex,https://www.schooldigger.com/go/CA/schools/0939012987/school.aspx,21810 Main St.,Grand Terrace,92313,9,12,High,No,No,No,Yes,Colton Joint Unified,San Bernardino County,1080,2133,2,High,49.37,45.94147,-291,1823,,False
060939000957,Terrace Hills Middle,https://www.schooldigger.com/go/CA/schools/0939000957/school.aspx,22579 DeBerry St.,Grand Terrace,92313,7,8,Middle,No,No,No,Yes,Colton Joint Unified,San Bernardino County,1964,2715,1,Middle,27.66,25.94629,-206,986,,False
060939000958,Terrace View Elementary,https://www.schooldigger.com/go/CA/schools/0939000958/school.aspx,22731 Grand Terrace Rd.,Grand Terrace,92313,K,6,Elementary,No,Yes,No,Yes,Colton Joint Unified,San Bernardino County,2313,5789,3,Elementary,60.04,55.04052,34,795,,False
064251006956,Arroyo Secondary Junior High,https://www.schooldigger.com/go/CA/schools/4251006956/school.aspx,27171 N. Vista Delgado Dr.,Valencia,91354,7,8,Middle,No,No,No,No,William S. Hart Union High,Los Angeles County,339,2715,4,Middle,87.51,86.63392,18,1298,,False
063597009193,Charles Helmers Elementary,https://www.schooldigger.com/go/CA/schools/3597009193/school.aspx,27300 N. Grandview Dr.,Valencia,91354,K,6,Elementary,No,No,No,No,Saugus Union,Los Angeles County,1046,5789,4,Elementary,81.93,82.4484,-187,656,,False
064251011320,Rio Norte Junior High,https://www.schooldigger.com/go/CA/schools/4251011320/school.aspx,28771 Rio Norte Dr.,Santa Clarita,91354,7,8,Middle,No,No,No,No,William S. Hart Union High,Los Angeles County,194,2715,5,Middle,92.85,93.09989,-35,1243,,False
063597010910,Tesoro del Valle Elementary,https://www.schooldigger.com/go/CA/schools/3597010910/school.aspx,29171 N. Bernardo Way,Valencia,91354,K,6,Elementary,No,No,No,No,Saugus Union,Los Angeles County,1020,5789,4,Elementary,82.38,82.86603,-83,590,,False
063597012401,West Creek Academy,https://www.schooldigger.com/go/CA/schools/3597012401/school.aspx,28767 N. W. Hills Dr.,Valencia,91354,K,6,Elementary,No,No,No,No,Saugus Union,Los Angeles County,335,5789,5,Elementary,94.21,94.48149,82,1001,,False
063153009425,Bernardo Heights Middle,https://www.schooldigger.com/go/CA/schools/3153009425/school.aspx,12990 Paseo Lucido,San Diego,92128,6,8,Middle,No,No,No,No,Poway Unified,San Diego County,257,2715,5,Middle,90.53,90.40991,28,1532,,False
063153008598,Creekside Elementary,https://www.schooldigger.com/go/CA/schools/3153008598/school.aspx,12362 Springhurst Dr.,San Diego,92128,K,5,Elementary,No,No,No,No,Poway Unified,San Diego County,121,5789,5,Elementary,97.91,97.3476,70,566,,False
063153001204,Highland Ranch Elementary,https://www.schooldigger.com/go/CA/schools/3153001204/school.aspx,14840 Waverley Downs Way,San Diego,92128,K,5,Elementary,No,No,No,No,Poway Unified,San Diego County,744,5789,4,Elementary,87.15,88.18396,723,676,,False
063153010006,Morning Creek Elementary,https://www.schooldigger.com/go/CA/schools/3153010006/school.aspx,10925 Morning Creek Dr. S.,San Diego,92128,K,5,Elementary,No,No,No,No,Poway Unified,San Diego County,703,5789,4,Elementary,87.86,89.02112,-204,692,,False
063153010004,Rancho Bernardo High,https://www.schooldigger.com/go/CA/schools/3153010004/school.aspx,13010 Paseo Lucido,San Diego,92128,9,12,High,No,No,No,No,Poway Unified,San Diego County,106,2133,5,High,95.03,94.78805,169,2352,,False
063153007679,Shoal Creek Elementary,https://www.schooldigger.com/go/CA/schools/3153007679/school.aspx,11775 Shoal Creek Dr.,San Diego,92128,K,5,Elementary,No,No,No,No,Poway Unified,San Diego County,611,5789,4,Elementary,89.45,90.4905,158,541,,False
069999953586,Arbor View Montessori,https://www.schooldigger.com/go/CA/schools/9999953586/school.aspx,7441 Foothills Blvd # 140,Roseville,95747,PK,1,Private,(n/a),(n/a),(n/a),(n/a),,Placer County,,,,,,,,,,True
063360013046,Barbara Chilton Middle,https://www.schooldigger.com/go/CA/schools/3360013046/school.aspx,4501 Bob Doyle Dr.,Roseville,95747,6,8,Middle,No,No,No,No,Roseville City Elementary,Placer County,253,2715,5,Middle,90.68,90.61692,-50,979,,False
063360011004,Blue Oaks Elementary,https://www.schooldigger.com/go/CA/schools/3360011004/school.aspx,8150 Horncastle Ave.,Roseville,95747,K,5,Elementary,No,No,No,No,Roseville City Elementary,Placer County,469,5789,5,Elementary,91.9,92.69971,227,479,,False
061149010574,Coyote Ridge Elementary,https://www.schooldigger.com/go/CA/schools/1149010574/school.aspx,1751 Morning Star Dr.,Roseville,95747,K,5,Elementary,No,No,No,No,Dry Creek Joint Elementary,Placer County,1149,5789,4,Elementary,80.15,80.45891,282,756,,False
061149013755,Creekview Ranch,https://www.schooldigger.com/go/CA/schools/1149013755/school.aspx,8779 Cook Riolo Rd.,Roseville,95747,K,8,Elementary,No,No,No,Yes,Dry Creek Joint Elementary,Placer County,1626,5789,4,Elementary,71.91,69.41947,487,742,,False
063360008760,Diamond Creek Elementary,https://www.schooldigger.com/go/CA/schools/3360008760/school.aspx,3151 Hopscotch Way,Roseville,95747,K,5,Elementary,No,No,No,No,Roseville City Elementary,Placer County,1168,5789,4,Elementary,79.82,80.06425,-291,586,,False
063360013287,Fiddyment Farm,https://www.schooldigger.com/go/CA/schools/3360013287/school.aspx,4001 Brick Mason Cir.,Roseville,95747,K,5,Elementary,No,No,No,No,Roseville City Elementary,Placer County,991,5789,4,Elementary,82.88,83.46998,-317,694,,False
061149009791,Heritage Oak Elementary,https://www.schooldigger.com/go/CA/schools/1149009791/school.aspx,2271 Americana Dr.,Roseville,95747,K,5,Elementary,No,No,No,No,Dry Creek Joint Elementary,Placer County,1027,5789,4,Elementary,82.26,82.73271,-123,581,,False
063360012329,Junction Elementary,https://www.schooldigger.com/go/CA/schools/3360012329/school.aspx,2150 Ellison Dr.,Roseville,95747,K,5,Elementary,No,No,No,No,Roseville City Elementary,Placer County,572,5789,5,Elementary,90.12,91.33334,-131,762,,False
069999930673,Nautilus Montessori School,https://www.schooldigger.com/go/CA/schools/9999930673/school.aspx,100 Hibiscus Ct,Roseville,95747,PK,K,Private,(n/a),(n/a),(n/a),(n/a),,Placer County,,,,,,,,,,True
060198910387,All Tribes Charter,https://www.schooldigger.com/go/CA/schools/0198910387/school.aspx,34320 Valley Center Rd.,Valley Center,92082,6,12,High,Yes,No,No,(n/a),All Tribes Charter District,San Diego County,,,,,,,,65,,False
060152112735,All Tribes Elementary Charter,https://www.schooldigger.com/go/CA/schools/0152112735/school.aspx,34320 Valley Center Rd. Ste. B,Valley Center,92082,K,5,Elementary,Yes,No,No,(n/a),All Tribes Elementary Charter District,San Diego County,,,,,,,,65,,False
060006911158,Lilac,https://www.schooldigger.com/go/CA/schools/0006911158/school.aspx,30109 Lilac Rd.,Valley Center,92082,K,5,Elementary,No,No,No,Yes,Valley Center-Pauma Unified,San Diego County,3093,5789,2,Elementary,46.57,41.58473,469,471,,False
060006908608,Oak Glen High,https://www.schooldigger.com/go/CA/schools/0006908608/school.aspx,14172 W. Oak Glen Rd.,Valley Center,92082,9,12,High,No,No,No,Yes,Valley Center-Pauma Unified,San Diego County,1756,2133,1,High,17.67,15.4076,156,74,,False
060006908614,Valley Center Elementary,https://www.schooldigger.com/go/CA/schools/0006908614/school.aspx,28751 Cole Grade Rd.,Valley Center,92082,3,5,Elementary,No,No,No,Yes,Valley Center-Pauma Unified,San Diego County,3857,5789,2,Elementary,33.37,30.96157,226,504,,False
060006908607,Valley Center High,https://www.schooldigger.com/go/CA/schools/0006908607/school.aspx,31322 Cole Grade Rd.,Valley Center,92082,9,12,High,No,No,No,No,Valley Center-Pauma Unified,San Diego County,684,2133,3,High,67.93,62.55797,-53,1170,,False
060006908612,Valley Center Middle,https://www.schooldigger.com/go/CA/schools/0006908612/school.aspx,28102 N. Lake Wohlford Rd.,Valley Center,92082,6,8,Middle,No,No,No,No,Valley Center-Pauma Unified,San Diego County,1967,2715,1,Middle,27.55,25.80775,-288,911,,False
060006910646,Valley Center Prep,https://www.schooldigger.com/go/CA/schools/0006910646/school.aspx,28751-U Cole Grade Rd.,Valley Center,92082,K,12,Other,No,No,No,No,Valley Center-Pauma Unified,San Diego County,,,,,,,,57,,False
060006908613,Valley Center Primary,https://www.schooldigger.com/go/CA/schools/0006908613/school.aspx,14249 Fruitvale Rd.,Valley Center,92082,K,2,Elementary,No,No,No,Yes,Valley Center-Pauma Unified,San Diego County,,,,,,,,516,,False
060687009522,Jenny Lind Elementary,https://www.schooldigger.com/go/CA/schools/0687009522/school.aspx,5100 Dr.r Rd.,Valley Springs,95252,K,5,Elementary,No,No,No,Yes,Calaveras Unified,Calaveras County,5496,5789,0,Elementary,5.06,11.33832,-434,465,,False
060687008803,Toyon Middle,https://www.schooldigger.com/go/CA/schools/0687008803/school.aspx,3412 Double Spring Rd.,Valley Springs,95252,6,8,Middle,No,No,No,Yes,Calaveras Unified,Calaveras County,1745,2715,2,Middle,35.73,31.16182,-192,561,,False
060687000631,Valley Springs Elementary,https://www.schooldigger.com/go/CA/schools/0687000631/school.aspx,240 Pine St.,Valley Springs,95252,K,5,Elementary,No,No,No,Yes,Calaveras Unified,Calaveras County,3833,5789,2,Elementary,33.79,31.27755,482,396,,False
069999953712,Forest Lake Christian School,https://www.schooldigger.com/go/CA/schools/9999953712/school.aspx,12515 Combie Rd,Auburn,95602,K,K,Private,(n/a),(n/a),(n/a),(n/a),,Nevada County,,,,,,,,,,True
060001412100,Canyon Ridge High,https://www.schooldigger.com/go/CA/schools/0001412100/school.aspx,12850 Muscatel Ave.,Hesperia,92344,9,12,High,No,No,No,Yes,Hesperia Unified,San Bernardino County,1700,2133,1,High,20.3,16.83004,87,206,,False
060001412103,Cedar Middle,https://www.schooldigger.com/go/CA/schools/0001412103/school.aspx,13565 Cedar St.,Hesperia,92344,7,8,Middle,No,No,No,Yes,Hesperia Unified,San Bernardino County,2121,2715,1,Middle,21.88,21.37246,-181,1104,,False
060001407295,Mesquite Trails Elementary,https://www.schooldigger.com/go/CA/schools/0001407295/school.aspx,13884 Mesquite St.,Hesperia,92344,K,6,Elementary,No,No,No,Yes,Hesperia Unified,San Bernardino County,2208,5789,3,Elementary,61.86,56.98794,42,920,,False
060001412171,Mission Crest Elementary,https://www.schooldigger.com/go/CA/schools/0001412171/school.aspx,13065 Muscatel St.,Hesperia,92344,K,6,Elementary,No,No,No,Yes,Hesperia Unified,San Bernardino County,5075,5789,1,Elementary,12.33,17.01623,-496,974,,False
060001412417,Oak Hills High,https://www.schooldigger.com/go/CA/schools/0001412417/school.aspx,7625 Cataba Rd.,Oak Hills,92344,9,12,High,No,No,No,Yes,Hesperia Unified,San Bernardino County,867,2133,3,High,59.35,54.44266,61,2529,,False
060141406015,Adams Elementary,https://www.schooldigger.com/go/CA/schools/0141406015/school.aspx,2701 Las Positas Rd.,Santa Barbara,93105,K,6,Elementary,No,No,No,Yes,Santa Barbara Unified,Santa Barbara County,2085,5789,3,Elementary,63.98,59.8395,-268,591,,False
069999942065,Cachuma Elementary And Middle School,https://www.schooldigger.com/go/CA/schools/9999942065/school.aspx,3463 State St # 280,Santa Barbara,93105,PK,7,Private,(n/a),(n/a),(n/a),(n/a),,Santa Barbara County,,,,,,,,,,True
069999906373,El Montecito School San Roque,https://www.schooldigger.com/go/CA/schools/9999906373/school.aspx,3225 Calle Pinon,Santa Barbara,93105,PK,6,Private,(n/a),(n/a),(n/a),(n/a),,Santa Barbara County,,,,,,,,,,True
069999944551,Eureka School Of Santa Barbara,https://www.schooldigger.com/go/CA/schools/9999944551/school.aspx,3324 State St Ste M,Santa Barbara,93105,10,12,Private,(n/a),(n/a),(n/a),(n/a),,Santa Barbara County,,,,,,,,,,True
060151306027,Peabody Charter,https://www.schooldigger.com/go/CA/schools/0151306027/school.aspx,3018 Calle Noguera,Santa Barbara,93105,K,6,Elementary,Yes,No,No,Yes,Peabody Charter District,Santa Barbara County,1548,5789,4,Elementary,73.26,71.22436,,748,,False
069999908165,Providence-Sbcs,https://www.schooldigger.com/go/CA/schools/9999908165/school.aspx,3723 Modoc Rd,Santa Barbara,93105,K,6,Private,(n/a),(n/a),(n/a),(n/a),,Santa Barbara County,,,,,,,,,,True
069999905528,Adventist Christian School,https://www.schooldigger.com/go/CA/schools/9999905528/school.aspx,555 W Las Flores Ave,Ridgecrest,93555,1,8,Private,(n/a),(n/a),(n/a),(n/a),,Kern County,,,,,,,,,,True
063680006232,Burroughs High,https://www.schooldigger.com/go/CA/schools/3680006232/school.aspx,500 E. French St.,Ridgecrest,93555,9,12,High,No,No,No,No,Sierra Sands Unified,Kern County,360,2133,4,High,83.12,80.20859,133,1517,,False
063680006242,Faller Elementary,https://www.schooldigger.com/go/CA/schools/3680006242/school.aspx,1500 W. Upjohn St.,Ridgecrest,93555,K,5,Elementary,No,No,No,Yes,Sierra Sands Unified,Kern County,2401,5789,3,Elementary,58.52,53.53656,746,522,,False
063680000434,Gateway Elementary,https://www.schooldigger.com/go/CA/schools/3680000434/school.aspx,501 S. Gateway,Ridgecrest,93555,K,5,Elementary,No,No,No,Yes,Sierra Sands Unified,Kern County,2093,5789,3,Elementary,63.85,59.70237,669,387,,False
069999906736,Heritage Montessori School,https://www.schooldigger.com/go/CA/schools/9999906736/school.aspx,934 N Heritage Dr,Ridgecrest,93555,PK,5,Private,(n/a),(n/a),(n/a),(n/a),,Kern County,,,,,,,,,,True
069999906843,Immanuel Christian School,https://www.schooldigger.com/go/CA/schools/9999906843/school.aspx,201 W Graaf Ave,Ridgecrest,93555,K,11,Private,(n/a),(n/a),(n/a),(n/a),,Kern County,,,,,,,,,,True
063680006235,James Monroe Middle,https://www.schooldigger.com/go/CA/schools/3680006235/school.aspx,340 W. Church St.,Ridgecrest,93555,6,8,Middle,No,No,No,No,Sierra Sands Unified,Kern County,1769,2715,2,Middle,34.84,30.60251,98,496,,False
063680006236,Las Flores Elementary,https://www.schooldigger.com/go/CA/schools/3680006236/school.aspx,720 W. Las Flores,Ridgecrest,93555,K,5,Elementary,No,No,No,Yes,Sierra Sands Unified,Kern County,2105,5789,3,Elementary,63.64,59.42811,-95,493,,False
063680006237,Mesquite Continuation High,https://www.schooldigger.com/go/CA/schools/3680006237/school.aspx,140 W. Drummond,Ridgecrest,93555,9,12,High,No,No,No,Yes,Sierra Sands Unified,Kern County,1775,2133,1,High,16.78,14.86535,48,77,,False
063680006238,Murray Middle,https://www.schooldigger.com/go/CA/schools/3680006238/school.aspx,200 E. Drummond Ave.,Ridgecrest,93555,6,8,Middle,No,No,No,No,Sierra Sands Unified,Kern County,991,2715,3,Middle,63.5,56.25078,105,708,,False
069999953582,Anneliese's Schools,https://www.schooldigger.com/go/CA/schools/9999953582/school.aspx,20062 Laguna Canyon Rd,Laguna Beach,92651,K,3,Private,(n/a),(n/a),(n/a),(n/a),,Orange County,,,,,,,,,,True
062037002453,El Morro Elementary,https://www.schooldigger.com/go/CA/schools/2037002453/school.aspx,8681 N. Coast Hwy.,Laguna Beach,92651,K,5,Elementary,No,No,No,Yes,Laguna Beach Unified,Orange County,178,5789,5,Elementary,96.93,96.59921,32,461,,False
062037002454,Laguna Beach High,https://www.schooldigger.com/go/CA/schools/2037002454/school.aspx,625 Park Ave.,Laguna Beach,92651,9,12,High,No,No,No,No,Laguna Beach Unified,Orange County,88,2133,5,High,95.87,95.7988,92,1047,,False
069999907076,Montessori School Of Laguna Beach,https://www.schooldigger.com/go/CA/schools/9999907076/school.aspx,340 Saint Anns Dr,Laguna Beach,92651,PK,K,Private,(n/a),(n/a),(n/a),(n/a),,Orange County,,,,,,,,,,True
069999940375,St Catherine Of Siena Parish School,https://www.schooldigger.com/go/CA/schools/9999940375/school.aspx,30516 S Coast Hwy,Laguna Beach,92651,K,8,Private,(n/a),(n/a),(n/a),(n/a),,Orange County,,,,,,,,,,True
062037002455,Thurston Middle,https://www.schooldigger.com/go/CA/schools/2037002455/school.aspx,2100 Park Ave.,Laguna Beach,92651,6,8,Middle,No,No,No,No,Laguna Beach Unified,Orange County,89,2715,5,Middle,96.72,96.53852,-2,691,,False
062037002456,Top of the World Elementary,https://www.schooldigger.com/go/CA/schools/2037002456/school.aspx,21601 Tree Top Ln.,Laguna Beach,92651,K,5,Elementary,No,No,No,No,Laguna Beach Unified,Orange County,116,5789,5,Elementary,98.0,97.44429,-51,580,,False
061111008766,Amelia Earhart Elementary School of International Studies,https://www.schooldigger.com/go/CA/schools/1111008766/school.aspx,45-250 Dune Palms Rd.,Indio,92201,K,5,Elementary,No,No,No,Yes,Desert Sands Unified,Riverside County,1772,5789,3,Elementary,69.39,66.46755,-186,832,,False
061111007694,Amistad High (Continuation),https://www.schooldigger.com/go/CA/schools/1111007694/school.aspx,83-501 Dillon Ave.,Indio,92201,9,12,High,No,No,No,Yes,Desert Sands Unified,Riverside County,1986,2133,0,High,6.89,10.94545,-125,205,,False
061111001227,Andrew Jackson Elementary,https://www.schooldigger.com/go/CA/schools/1111001227/school.aspx,82-850 Kenner Ave.,Indio,92201,K,5,Elementary,No,No,No,Yes,Desert Sands Unified,Riverside County,4509,5789,1,Elementary,22.11,23.32378,-1020,658,,False
061111011017,Carrillo Ranch Elementary,https://www.schooldigger.com/go/CA/schools/1111011017/school.aspx,43-775 Madison St.,Indio,92201,K,5,Elementary,No,Yes,No,Yes,Desert Sands Unified,Riverside County,3056,5789,2,Elementary,47.21,42.1839,-288,568,,False
