,zipcode,county_name,city,population,population_rank,city_name,aland,median_household_income,average_household_income,per_capita_income,percent_of_households_with_incomes_200000_or_more,householder_under_25_years,householder_65_years_and_over,hhi_lt_25k,hhi_200k_or_more,race_and_ethnicity_total,population_density_sq_mi,median_age,educational_attainment_bachelors,educational_attainment_graduate,family_poverty_pct,unemployment_pct,housing_units,median_value_of_owner_occupied_units
407,92067,San Diego,San Diego,1409573,2,Fairbanks Ranch; Rancho Santa Fe; San Diego,58338731,174107,250979,89535,0.423,46902,190000,338,1136,7724,343.0,52.9,0.3691,0.311,0.108,0.039,3710,2000001
408,92069,San Diego,San Marcos,95355,79,San Marcos,42610296,71488,94948,29886,0.081,40305,55412,2008,1217,50376,3062.0,34.3,0.187,0.091,0.078,0.04398,15674,513700
409,92071,San Diego,El Cajon,103186,72,El Cajon; San Diego; Santee,45536861,87334,100321,35003,0.079,32426,48304,1843,1506,57710,3282.0,38.2,0.208,0.08795,0.048,0.053,20008,445400
410,92071,San Diego,San Diego,1409573,2,El Cajon; San Diego; Santee,45536861,87334,100321,35003,0.079,32426,48304,1843,1506,57710,3282.0,38.2,0.208,0.08795,0.048,0.053,20008,445400
411,92075,San Diego,Encinitas,62780,146,Encinitas; San Diego; Solana Beach,9172786,106934,151720,64310,0.249,60743,79758,439,1319,12752,3600.0,45.1,0.374,0.2979,0.025,0.03198,6363,1202900
412,92075,San Diego,San Diego,1409573,2,Encinitas; San Diego; Solana Beach,9172786,106934,151720,64310,0.249,60743,79758,439,1319,12752,3600.0,45.1,0.374,0.2979,0.025,0.03198,6363,1202900
413,92078,San Diego,San Marcos,95355,79,Lake San Marcos; San Marcos,43197996,85335,112929,40428,0.153,38936,50500,2649,2682,50510,3028.0,38.8,0.305,0.157,0.054,0.036,18729,572100
414,92081,San Diego,Carlsbad,114253,55,Carlsbad; Oceanside; Vista,22990917,82989,98388,36173,0.06604,29327,56693,1044,674,29596,3334.0,35.9,0.22,0.12103,0.038,0.04898,10598,550300
415,92124,San Diego,San Diego,1409573,2,San Diego,27420658,93147,115106,40551,0.14,51944,89940,922,1558,32600,3080.0,32.1,0.329,0.183,0.07,0.042,11762,632900
416,92126,San Diego,San Diego,1409573,2,San Diego,32683242,96915,112829,37081,0.1,62708,71057,2226,2515,82658,6550.0,34.5,0.295,0.153,0.052,0.045,25812,547100
417,92127,San Diego,San Diego,1409573,2,Fairbanks Ranch; San Diego,57149233,138338,177659,57388,0.331,46902,47361,1355,5232,49935,2264.0,36.8,0.3809,0.335,0.03198,0.055,16249,819900
418,92128,San Diego,San Diego,1409573,2,San Diego,28967730,103238,123553,51182,0.16,64852,64487,1694,3333,51357,4590.0,44.0,0.345,0.271,0.034,0.05,21567,623100
419,92129,San Diego,San Diego,1409573,2,San Diego,36406553,125250,148479,50304,0.2559,80234,79299,1680,4618,54762,3896.0,39.3,0.3518,0.27,0.042,0.05103,18457,722200
420,92130,San Diego,San Diego,1409573,2,Fairbanks Ranch; San Diego,47814706,155452,199084,71263,0.3708,30341,111953,1456,7394,56134,3040.0,39.0,0.3381,0.456,0.04398,0.048,20892,1064700
421,92131,San Diego,San Diego,1409573,2,San Diego,65240748,137500,168690,58982,0.303,55662,103182,604,3635,34727,1379.0,40.0,0.373,0.319,0.03198,0.04398,12077,790200
422,92590,Riverside,Temecula,113381,56,Temecula,138374502,68125,142194,47723,0.147,48266,78750,312,244,5154,96.5,34.0,0.188,0.094,0.168,0.07697,1792,1063300
423,92139,San Diego,San Diego,1409573,2,Bonita; National City; San Diego,9370157,69541,82706,25642,0.03198,50900,52788,1122,335,36105,9976.0,35.1,0.1691,0.04102,0.074,0.089,11236,411100
424,92154,San Diego,Chula Vista,268920,15,Chula Vista; Imperial Beach; San Diego,96268797,66498,79498,21878,0.036,60417,50555,3381,817,88979,2394.0,35.2,0.134,0.03302,0.099,0.089,23534,411200
425,92154,San Diego,San Diego,1409573,2,Chula Vista; Imperial Beach; San Diego,96268797,66498,79498,21878,0.036,60417,50555,3381,817,88979,2394.0,35.2,0.134,0.03302,0.099,0.089,23534,411200
426,92173,San Diego,San Diego,1409573,2,San Diego,13069237,46549,58396,16542,0.015,37663,23922,2048,121,31000,6144.0,31.5,0.07104,0.021,0.202,0.109,8266,364100
427,92201,Riverside,Indio,89469,93,Indio,58669995,45848,62150,23842,0.025,26714,39715,6512,600,65726,2902.0,38.3,0.08795,0.04602,0.13,0.1,27735,246300
428,92203,Riverside,Indio,89469,93,Bermuda Dunes; Desert Palms; Indio,45347649,71711,89131,35222,0.063,26513,58029,1779,744,31140,1778.0,42.2,0.1641,0.099,0.076,0.055,15298,349000
429,92602,Orange,Orange,139887,41,Irvine; Orange,26997248,100745,134758,47380,0.192,45204,47083,1007,1544,23238,2230.0,36.5,0.3818,0.313,0.104,0.037,8424,852600
430,92395,San Bernardino,Apple Valley,72726,122,Apple Valley; Spring Valley Lake; Victorville,45129760,50404,66830,21518,0.027,37880,43868,3476,358,43908,2520.0,33.6,0.11206,0.058,0.193,0.153,14595,221000
431,92551,Riverside,Moreno Valley,207289,22,Moreno Valley,15164665,66370,75891,19681,0.021,48750,59500,910,167,34011,5810.0,30.3,0.10297,0.045,0.109,0.09296,8332,290600
432,92211,Riverside,Indio,89469,93,Bermuda Dunes; Desert Palms; Indian Wells; Indio; Palm Desert; Thousand Palms,38994252,63936,102559,53257,0.104,26313,61049,2333,1324,25056,1664.0,65.7,0.244,0.162,0.075,0.048,21023,370700
433,92236,Riverside,Indio,89469,93,Coachella; Indio; Vista Santa Rosa,56673061,34436,47126,17617,0.012,26513,24763,5498,192,45477,2078.0,34.7,0.029,0.007996,0.1841,0.143,16344,220600
434,92241,Riverside,Indio,89469,93,Cathedral City; Desert Edge; Desert Hot Springs; Desert Palms; Garnet; Indio; Indio Hills; Sky Valley,357734654,30933,44427,21359,0.015,26513,27014,1509,54,7699,55.7,55.5,0.095,0.055,0.177,0.07697,6585,79300
435,92301,San Bernardino,Victorville,121902,49,Adelanto; Victorville,441691803,44574,57223,14244,0.021,29500,29408,2029,169,34250,200.8,27.7,0.04398,0.017,0.245,0.1279,8649,194200
436,92307,San Bernardino,Apple Valley,72726,122,Apple Valley,440513292,60732,82610,27531,0.05603,41823,50159,1916,711,39149,230.2,35.9,0.11,0.081,0.126,0.096,14043,259500
437,92308,San Bernardino,Apple Valley,72726,122,Apple Valley; Lucerne Valley,241644637,52330,69348,23982,0.04,33938,39573,3097,559,42207,452.5,39.4,0.108,0.059,0.135,0.111,15711,247800
438,92316,San Bernardino,Rialto,103045,73,Bloomington; Colton; Fontana; Rialto,28495072,57772,68334,19205,0.018,36744,31200,1402,135,28704,2608.0,32.3,0.08295,0.029,0.145,0.053,8274,277700
439,92316,San Bernardino,Fontana,210759,20,Bloomington; Colton; Fontana; Rialto,28495072,57772,68334,19205,0.018,45099,31200,1402,135,28704,2608.0,32.3,0.08295,0.029,0.145,0.053,8274,277700
440,92335,San Bernardino,Fontana,210759,20,Bloomington; Fontana,44943476,53099,62329,16894,0.017,42375,30333,5530,422,99306,5724.0,29.3,0.07697,0.01401,0.175,0.09,26136,306500
441,92336,San Bernardino,Fontana,210759,20,Fontana,64466270,92569,107823,28789,0.106,41500,69394,1920,2667,98346,3952.0,32.9,0.175,0.068,0.063,0.055,25702,417900
442,92337,San Bernardino,Fontana,210759,20,Fontana,36077348,83081,93095,25107,0.043,62656,57646,919,431,39240,2816.0,30.2,0.146,0.03198,0.08704,0.059,10371,352100
443,92344,San Bernardino,Hesperia,94203,82,Hesperia; Oak Hills; Phelan,99719386,83095,100765,26887,0.073,83750,50313,543,437,23349,606.5,34.2,0.08795,0.05103,0.054,0.061,6409,304800
444,92345,San Bernardino,Hesperia,94203,82,Hesperia,212463370,51118,62421,18894,0.018,25530,41475,5806,432,82110,1001.0,32.0,0.067,0.037,0.178,0.104,25288,232800
445,92346,San Bernardino,San Bernardino,216089,17,Highland; Redlands; San Bernardino,65960922,66560,89558,26493,0.079,31765,52500,3186,1405,63857,2508.0,34.0,0.115,0.095,0.139,0.076,18585,335100
446,92346,San Bernardino,Redlands,71198,124,Highland; Redlands; San Bernardino,65960922,66560,89558,26493,0.079,31765,52500,3186,1405,63857,2508.0,34.0,0.115,0.095,0.139,0.076,18585,335100
447,92354,San Bernardino,San Bernardino,216089,17,Loma Linda; San Bernardino,12649770,57855,77409,29625,0.06396,27984,41446,1496,514,22050,4516.0,38.2,0.2542,0.22,0.09796,0.06198,8667,372300
448,92359,San Bernardino,Redlands,71198,124,Highland; Mentone; Redlands; Yucaipa,43373942,65352,80112,28131,0.029,36105,49750,421,89,9170,547.5,36.9,0.14,0.084,0.043,0.072,3214,306400
449,92368,San Bernardino,Victorville,121902,49,Adelanto; Victorville,72328013,31000,55077,15982,0.06604,35313,27857,117,19,1019,36.5,31.0,0.054,0.019,0.295,0.136,397,149000
450,92373,Riverside; San Bernardino,Redlands,71198,124,Calimesa; Loma Linda; Redlands; Yucaipa,105501970,78484,110297,43028,0.135,26860,54474,1883,1710,33353,819.0,39.3,0.2471,0.253,0.05603,0.045,14365,456400
451,92374,San Bernardino,Redlands,71198,124,Loma Linda; Mentone; Redlands; Yucaipa,48420666,71245,94065,31238,0.085,29120,51720,2457,1177,43391,2320.0,34.6,0.207,0.1321,0.094,0.06396,14525,344700
452,92376,San Bernardino,Rialto,103045,73,Rialto; San Bernardino,35093399,56013,68366,18384,0.02,40500,43667,4076,438,86085,6350.0,30.0,0.068,0.026,0.165,0.114,22279,288300
453,92376,San Bernardino,San Bernardino,216089,17,Rialto; San Bernardino,35093399,56013,68366,18384,0.02,40500,43667,4076,438,86085,6350.0,30.0,0.068,0.026,0.165,0.114,22279,288300
454,92377,San Bernardino,Fontana,210759,20,Fontana; Rialto,27025579,86784,96131,27433,0.042,33865,64439,547,231,20476,1962.0,33.8,0.12,0.053,0.05603,0.10205,5796,364800
455,92377,San Bernardino,Rialto,103045,73,Fontana; Rialto,27025579,86784,96131,27433,0.042,33865,64439,547,231,20476,1962.0,33.8,0.12,0.053,0.05603,0.10205,5796,364800
456,92392,San Bernardino,Victorville,121902,49,Mountain View Acres; Victorville,96674877,62961,77734,22073,0.035,45598,42422,2252,554,58393,1564.0,30.9,0.086,0.047,0.10706,0.099,17484,232500
457,92394,San Bernardino,Victorville,121902,49,Adelanto; Victorville,70770850,53107,67620,17594,0.012,36803,47660,1772,100,34915,1278.0,30.3,0.065,0.047,0.197,0.138,8430,227000
458,92395,San Bernardino,Victorville,121902,49,Apple Valley; Spring Valley Lake; Victorville,45129760,50404,66830,21518,0.027,36803,43868,3476,358,43908,2520.0,33.6,0.11206,0.058,0.193,0.153,14595,221000
459,92399,Riverside; San Bernardino,Redlands,71198,124,Cherry Valley; Oak Glen; Redlands; Yucaipa,137360951,69745,88504,30838,0.063,31122,39471,3334,1162,54268,1023.0,36.8,0.147,0.09796,0.069,0.043,19841,331300
460,92401,San Bernardino,San Bernardino,216089,17,San Bernardino,2239939,22500,48896,17170,0.037,31490,11706,386,28,2257,2610.0,27.4,0.04,0.024,0.3071,0.073,860,217300
461,92404,San Bernardino,San Bernardino,216089,17,Crestline; Highland; San Bernardino,74024906,46770,59536,18025,0.019,31670,44100,4613,342,62915,2202.0,29.4,0.078,0.026,0.2141,0.091,18919,255500
462,92405,San Bernardino,San Bernardino,216089,17,San Bernardino,12237965,42022,52398,16097,0.013,33344,41892,2536,111,30112,6372.0,29.6,0.07104,0.04,0.245,0.104,9242,235500
463,92407,San Bernardino,San Bernardino,216089,17,Muscoy; San Bernardino,164512758,68281,82441,21977,0.043,38337,46102,3181,753,68545,1079.0,29.0,0.108,0.04898,0.153,0.104,18189,329500
464,92408,San Bernardino,San Bernardino,216089,17,San Bernardino,27588752,42595,52407,15231,0.01599,25665,33889,1147,59,13635,1280.0,33.1,0.122,0.04398,0.2421,0.08295,4066,250400
465,92410,San Bernardino,Rialto,103045,73,Highland; Rialto; San Bernardino,21250881,35358,48878,14640,0.007996,27862,24375,4652,101,45052,5492.0,28.0,0.045,0.013,0.289,0.086,13885,161100
466,92410,San Bernardino,San Bernardino,216089,17,Highland; Rialto; San Bernardino,21250881,35358,48878,14640,0.007996,27862,24375,4652,101,45052,5492.0,28.0,0.045,0.013,0.289,0.086,13885,161100
467,92411,San Bernardino,San Bernardino,216089,17,San Bernardino,10759031,41984,55542,15064,0.012,26288,32124,1736,75,25650,6176.0,28.8,0.059,0.02199,0.246,0.09296,6937,196400
468,92501,Riverside,Jurupa Valley,105653,68,Jurupa Valley; Riverside,14751623,61630,75868,26273,0.04602,38144,32656,1367,305,21590,3790.0,32.9,0.1279,0.084,0.085,0.07104,7237,317600
469,92501,Riverside,Riverside,326414,12,Jurupa Valley; Riverside,14751623,61630,75868,26273,0.04602,38144,32656,1367,305,21590,3790.0,32.9,0.1279,0.084,0.085,0.07104,7237,317600
470,92503,Riverside,Riverside,326414,12,El Sobrante; Home Gardens; Riverside; Woodcrest,77488367,71542,86712,25140,0.068,47610,46250,3756,1695,95551,3194.0,33.6,0.123,0.05603,0.104,0.055,25788,369700
471,92504,Riverside,Riverside,326414,12,Lake Mathews; Riverside; Woodcrest,60642603,63581,82684,25077,0.053,41437,40140,2750,874,59896,2558.0,33.2,0.11896,0.06198,0.08795,0.058,17422,359600
472,92505,Riverside,Jurupa Valley,105653,68,Jurupa Valley; Riverside,31656042,70854,83366,23882,0.043,32075,53365,1677,586,53282,4360.0,31.6,0.115,0.054,0.085,0.059,14730,352500
473,92505,Riverside,Riverside,326414,12,Jurupa Valley; Riverside,31656042,70854,83366,23882,0.043,32075,53365,1677,586,53282,4360.0,31.6,0.115,0.054,0.085,0.059,14730,352500
474,92506,Riverside,Riverside,326414,12,Riverside; Woodcrest,41955292,98111,121056,40543,0.1489,77546,82060,1638,2185,46241,2854.0,38.7,0.1791,0.1841,0.055,0.058,15414,439000
475,92507,Riverside,Riverside,326414,12,Highgrove; Riverside,52351719,51288,66172,21114,0.036,17179,52724,4288,606,59152,2926.0,26.4,0.158,0.134,0.157,0.10205,18679,331500
476,92508,Riverside,Riverside,326414,12,Mead Valley; Riverside; Woodcrest,27766005,116976,127343,35274,0.141,41437,62443,679,1415,38428,3584.0,34.2,0.19,0.1589,0.047,0.05,10351,463900
477,92509,Riverside; San Bernardino,Jurupa Valley,105653,68,Jurupa Valley; Rialto,80573224,68210,81285,21066,0.04602,44750,48666,2822,859,81383,2616.0,31.2,0.081,0.037,0.126,0.09296,19627,342800
478,92509,Riverside; San Bernardino,Rialto,103045,73,Jurupa Valley; Rialto,80573224,68210,81285,21066,0.04602,44750,48666,2822,859,81383,2616.0,31.2,0.081,0.037,0.126,0.09296,19627,342800
479,92530,Orange; Riverside,Lake Elsinore,65817,135,Lake Elsinore; Lakeland Village; Wildomar,139566920,57286,70888,20448,0.03,43344,39527,2842,463,58184,1080.0,31.0,0.09705,0.035,0.1321,0.094,16431,324100
480,92532,Riverside,Lake Elsinore,65817,135,Canyon Lake; Lake Elsinore; Menifee; Warm Springs,46746478,87636,99116,28592,0.06,80694,47045,778,427,25923,1436.0,32.0,0.1909,0.076,0.10205,0.057,7897,371000
481,92532,Riverside,Menifee,90349,89,Canyon Lake; Lake Elsinore; Menifee; Warm Springs,46746478,87636,99116,28592,0.06,80694,47045,778,427,25923,1436.0,32.0,0.1909,0.076,0.10205,0.057,7897,371000
482,92544,Riverside,Hemet,84542,100,East Hemet; Hemet; San Jacinto; Valle Vista,351548880,52744,67659,22472,0.03302,54500,43151,3706,516,49923,367.8,35.9,0.073,0.058,0.155,0.11,17197,230800
483,92545,Riverside,Hemet,84542,100,Green Acres; Hemet; Homeland; Winchester,83562463,46904,61255,22881,0.01599,40536,35372,3558,228,41879,1298.0,43.3,0.086,0.04898,0.117,0.105,16195,226400
484,92553,Riverside,Moreno Valley,207289,22,March ARB; Moreno Valley,26246921,51516,62132,16881,0.01401,34537,37168,3777,266,76102,7508.0,28.8,0.078,0.03,0.175,0.10205,19531,271800
485,92555,Riverside,Moreno Valley,207289,22,Moreno Valley,208971570,87338,99417,26801,0.067,52063,69352,839,726,44452,551.0,32.5,0.1371,0.095,0.065,0.055,11432,353000
486,92557,Riverside,Moreno Valley,207289,22,Highgrove; Moreno Valley; Riverside,48655732,73661,85925,24665,0.045,36071,70825,1785,619,53406,2842.0,32.4,0.12396,0.06198,0.09705,0.078,14956,326500
487,92557,Riverside,Riverside,326414,12,Highgrove; Moreno Valley; Riverside,48655732,73661,85925,24665,0.045,36071,70825,1785,619,53406,2842.0,32.4,0.12396,0.06198,0.09705,0.078,14956,326500
488,92563,Riverside,Murrieta,112941,58,French Valley; Murrieta,52367627,96929,112905,31143,0.11206,50313,63111,1273,2017,69469,3436.0,32.1,0.2041,0.1,0.045,0.07104,18972,416900
489,92570,Riverside,Lake Elsinore,65817,135,Good Hope; Lake Elsinore; Lake Mathews; Mead Valley; Meadowbrook; Perris; Warm Springs,252030246,60789,76131,19765,0.034,29864,44141,2310,462,60686,623.5,30.9,0.048,0.024,0.1641,0.095,15154,280600
490,92570,Riverside,Perris,77290,114,Good Hope; Lake Elsinore; Lake Mathews; Mead Valley; Meadowbrook; Perris; Warm Springs,252030246,60789,76131,19765,0.034,29864,44141,2310,462,60686,623.5,30.9,0.048,0.024,0.1641,0.095,15154,280600
491,92571,Riverside,Perris,77290,114,Perris,58469307,64583,75170,18590,0.029,77625,45040,1787,368,57622,2552.0,28.6,0.076,0.03,0.14,0.061,13329,280200
492,92582,Riverside,Hemet,84542,100,Hemet; San Jacinto,47947449,70642,78783,20499,0.03099,60776,57692,470,125,17219,930.0,28.7,0.117,0.04398,0.105,0.1,4579,273400
493,92584,Riverside,Menifee,90349,89,Menifee; Murrieta; Wildomar,77240467,95242,107032,31143,0.081,60795,56609,1132,1219,54235,1819.0,33.2,0.163,0.08,0.06396,0.07697,15752,372100
494,92584,Riverside,Murrieta,112941,58,Menifee; Murrieta; Wildomar,77240467,95242,107032,31143,0.081,60795,56609,1132,1219,54235,1819.0,33.2,0.163,0.08,0.06396,0.07697,15752,372100
495,92585,Riverside,Menifee,90349,89,Menifee; Nuevo; Perris; Romoland,52598134,73682,92969,27487,0.059,58829,43417,881,360,21907,1079.0,35.1,0.1279,0.078,0.091,0.05603,6519,352400
496,92585,Riverside,Perris,77290,114,Menifee; Nuevo; Perris; Romoland,52598134,73682,92969,27487,0.059,50329,43417,881,360,21907,1079.0,35.1,0.1279,0.078,0.091,0.05603,6519,352400
497,92586,Riverside,Perris,77290,114,Menifee; Perris,18285201,40757,54931,26872,0.019,56744,31446,2666,172,19472,2758.0,59.8,0.08295,0.054,0.05603,0.079,9842,235600
498,92587,Riverside,Lake Elsinore,65817,135,Canyon Lake; Lake Elsinore; Menifee; Perris,20466196,83943,111533,39598,0.09705,37083,69915,778,564,17237,2182.0,38.0,0.141,0.10706,0.089,0.039,6360,386200
499,92587,Riverside,Menifee,90349,89,Canyon Lake; Lake Elsinore; Menifee; Perris,20466196,83943,111533,39598,0.09705,37083,69915,778,564,17237,2182.0,38.0,0.141,0.10706,0.089,0.039,6360,386200
500,92587,Riverside,Perris,77290,114,Canyon Lake; Lake Elsinore; Menifee; Perris,20466196,83943,111533,39598,0.09705,37083,69915,778,564,17237,2182.0,38.0,0.141,0.10706,0.089,0.039,6360,386200
501,92591,Riverside,Temecula,113381,56,Temecula,42650684,88034,105530,34832,0.10706,60114,62031,1462,1397,41609,2526.0,35.0,0.202,0.131,0.072,0.067,14086,448400
502,92592,Riverside,Temecula,113381,56,Temecula,251764254,105279,128328,38742,0.156,45536,76141,1656,3825,84930,873.5,36.1,0.231,0.13,0.045,0.05,25783,463900
503,92595,Riverside,Lake Elsinore,65817,135,Lake Elsinore; Wildomar,54538860,78057,94337,28890,0.079,85224,47659,1087,748,33649,1598.0,34.9,0.118,0.05603,0.089,0.07,9916,360100
504,92596,Riverside,Hemet,84542,100,French Valley; Green Acres; Hemet; Menifee; Temecula; Winchester,158619363,101903,116508,31352,0.108,47822,75870,510,885,32256,526.5,34.0,0.192,0.085,0.069,0.09796,8609,426000
505,92596,Riverside,Menifee,90349,89,French Valley; Green Acres; Hemet; Menifee; Temecula; Winchester,158619363,101903,116508,31352,0.108,58829,75870,510,885,32256,526.5,34.0,0.192,0.085,0.069,0.09796,8609,426000
506,92596,Riverside,Temecula,113381,56,French Valley; Green Acres; Hemet; Menifee; Temecula; Winchester,158619363,101903,116508,31352,0.108,48266,75870,510,885,32256,526.5,34.0,0.192,0.085,0.069,0.09796,8609,426000
507,92602,Orange,Irvine,273157,14,Irvine; Orange,26997248,100745,134758,47380,0.192,18008,47083,1007,1544,23238,2230.0,36.5,0.3818,0.313,0.104,0.037,8424,852600
508,92603,Orange,Irvine,273157,14,Irvine,34312766,146505,212252,79696,0.37,2499,107283,504,2662,19558,1476.0,40.4,0.431,0.3582,0.036,0.026,8039,1280500
509,92604,Orange,Irvine,273157,14,Irvine,8725670,106821,128599,44035,0.1859,18008,72355,1384,1802,28990,8610.0,39.8,0.374,0.24,0.07697,0.055,9980,750300
510,92606,Orange,Irvine,273157,14,Irvine; Tustin,12527152,102991,128120,46324,0.1791,18008,60660,1155,1649,26171,5412.0,33.6,0.3582,0.282,0.09796,0.04102,9678,814200
511,92606,Orange,Tustin,79863,108,Irvine; Tustin,12527152,102991,128120,46324,0.1791,68037,60660,1155,1649,26171,5412.0,33.6,0.3582,0.282,0.09796,0.04102,9678,814200
512,92610,Orange,Irvine,273157,14,Irvine; Lake Forest,25461734,129270,158738,55169,0.244,18008,72628,165,1369,16360,1664.0,36.3,0.3582,0.2659,0.012,0.039,5882,739700
513,92610,Orange,Lake Forest,83974,101,Irvine; Lake Forest,25461734,129270,158738,55169,0.244,61352,72628,165,1369,16360,1664.0,36.3,0.3582,0.2659,0.012,0.039,5882,739700
514,92612,Orange,Irvine,273157,14,Irvine; Newport Beach,15721798,83942,116861,47177,0.143,10217,63854,3043,1864,33234,5476.0,30.0,0.39,0.31,0.106,0.055,14438,727200
515,92612,Orange,Newport Beach,85694,98,Irvine; Newport Beach,15721798,83942,116861,47177,0.143,10217,63854,3043,1864,33234,5476.0,30.0,0.39,0.31,0.106,0.055,14438,727200
516,92614,Orange,Costa Mesa,113159,57,Costa Mesa; Irvine,11483160,104021,127999,49060,0.1641,40840,75452,1255,1655,27187,6132.0,35.0,0.414,0.257,0.075,0.045,10764,746500
517,92614,Orange,Irvine,273157,14,Costa Mesa; Irvine,11483160,104021,127999,49060,0.1641,18008,75452,1255,1655,27187,6132.0,35.0,0.414,0.257,0.075,0.045,10764,746500
518,92617,Orange,Irvine,273157,14,Irvine; Newport Beach,6224677,36824,86855,22002,0.15,7911,234773,1591,595,17197,7156.0,20.7,0.2542,0.6143,0.079,0.074,4233,511900
519,92617,Orange,Newport Beach,85694,98,Irvine; Newport Beach,6224677,36824,86855,22002,0.15,7911,234773,1591,595,17197,7156.0,20.7,0.2542,0.6143,0.079,0.074,4233,511900
520,92620,Orange,Irvine,273157,14,Irvine,18282579,115826,142731,52388,0.2479,18008,64942,2553,4711,52569,7450.0,39.6,0.3892,0.303,0.067,0.035,20584,908400
521,92624,Orange,San Clemente,64878,138,Dana Point; San Clemente,3597303,98689,137577,62305,0.1759,65794,82325,229,494,6372,4588.0,53.7,0.2642,0.14,0.010994,0.026,3448,810300
522,92625,Orange,Newport Beach,85694,98,Newport Beach,6652413,155372,249437,117065,0.401,22877,117076,638,2312,12394,4824.0,55.6,0.41,0.29,0.035,0.02802,6787,2000001
523,92626,Orange,Costa Mesa,113159,57,Costa Mesa,25201633,88398,113862,44114,0.129,43785,66281,1953,2436,50605,5200.0,35.3,0.3071,0.136,0.068,0.037,20140,761600
524,92627,Orange,Costa Mesa,113159,57,Costa Mesa,16510525,79790,105353,38719,0.11896,37895,49821,3192,2648,63161,9900.0,35.2,0.2479,0.12396,0.094,0.04602,23202,742100
525,92630,Orange,Lake Forest,83974,101,Lake Forest,24678186,97554,126168,45609,0.163,68594,64941,2227,3389,59403,6236.0,41.2,0.292,0.146,0.059,0.04102,21796,622700
526,92637,Orange,Irvine,273157,14,Irvine; Laguna Beach; Laguna Woods,9076217,44020,61849,42857,0.03198,18008,43034,3330,351,16053,4580.0,75.6,0.281,0.2109,0.061,0.035,12398,288400
527,92646,Orange,Huntington Beach,200259,23,Huntington Beach,21217293,98882,121982,47546,0.163,44861,72862,2117,3449,55870,6820.0,46.5,0.269,0.167,0.036,0.043,22298,762400
528,92647,Orange,Huntington Beach,200259,23,Huntington Beach; Midway City,20066871,87237,107414,38419,0.11896,58164,61852,2398,2547,62199,8028.0,36.5,0.228,0.1329,0.075,0.045,22287,688400
529,92648,Orange,Huntington Beach,200259,23,Huntington Beach,20822799,95857,136946,59206,0.18,63523,75612,2227,3525,46228,5748.0,43.2,0.289,0.168,0.024,0.039,21182,920500
530,92649,Orange,Huntington Beach,200259,23,Huntington Beach; Seal Beach,19801434,100341,131623,54806,0.175,80506,78086,1695,2515,35278,4616.0,45.0,0.276,0.197,0.06,0.045,15214,790400
531,92651,Orange,Newport Beach,85694,98,Aliso Viejo; Laguna Beach; Newport Beach,50398996,132222,215188,95495,0.353,21974,118070,983,3848,24800,1274.0,52.2,0.363,0.3071,0.024,0.058,14134,1890000
532,92653,Orange,Laguna Niguel,65808,136,Aliso Viejo; Laguna Hills; Laguna Niguel; Mission Viejo,17361999,101735,148950,52732,0.212,72250,76563,1030,2182,30012,4476.0,42.6,0.3232,0.1841,0.047,0.038,10747,722300
533,92653,Orange,Mission Viejo,95516,78,Aliso Viejo; Laguna Hills; Laguna Niguel; Mission Viejo,17361999,101735,148950,52732,0.212,72250,76563,1030,2182,30012,4476.0,42.6,0.3232,0.1841,0.047,0.038,10747,722300
534,92655,Orange,Westminster,91137,87,Midway City; Westminster,1637351,40529,63654,19175,0.042,38248,24212,909,101,8382,13256.0,38.7,0.143,0.04602,0.2559,0.10297,2543,573400
535,92657,Orange,Newport Beach,85694,98,Newport Beach,19141794,204291,310096,126412,0.507,22877,147569,243,1979,9802,1326.0,48.7,0.363,0.414,0.05603,0.02301,4141,2000001
536,92660,Orange,Irvine,273157,14,Irvine; Newport Beach,25301717,123955,198667,85281,0.302,51406,92308,1794,4549,35446,3628.0,45.5,0.404,0.273,0.06198,0.04,16957,1668800
537,92660,Orange,Newport Beach,85694,98,Irvine; Newport Beach,25301717,123955,198667,85281,0.302,51406,92308,1794,4549,35446,3628.0,45.5,0.404,0.273,0.06198,0.04,16957,1668800
538,92661,Orange,Newport Beach,85694,98,Newport Beach,1686740,123558,216007,97115,0.292,22877,116667,172,439,3445,5290.0,47.8,0.364,0.225,0.11206,0.05,2608,2000001
539,92662,Orange,Newport Beach,85694,98,Newport Beach,539404,117969,231488,119559,0.3508,22877,109327,91,454,2519,12100.0,61.0,0.4382,0.276,0.062,0.04898,1942,2000001
540,92663,Orange,Newport Beach,85694,98,Newport Beach,8571402,106526,176740,82983,0.2559,22877,98147,1059,2575,21951,6630.0,42.4,0.3792,0.222,0.02199,0.019,12095,1462700
541,92672,Orange,San Clemente,64878,138,San Clemente,20588424,87455,127799,53883,0.1841,58167,69513,1832,2603,34218,4304.0,44.9,0.315,0.151,0.03198,0.04602,17032,911700
542,92673,Orange,San Clemente,64878,138,San Clemente; San Juan Capistrano,30067172,151007,188148,63979,0.356,73421,85802,732,3674,30768,2650.0,43.2,0.333,0.231,0.02199,0.04102,10904,902800
543,92677,Orange,Laguna Niguel,65808,136,Aliso Viejo; Laguna Beach; Laguna Hills; Laguna Niguel; Mission Viejo; San Juan Capistrano,43249765,108252,151673,59476,0.231,59784,82834,2648,5902,66314,3972.0,45.1,0.3281,0.2059,0.04898,0.04,27695,827100
