,zipcode,county_name,city,population,population_rank,city_name,aland,median_household_income,average_household_income,per_capita_income,percent_of_households_with_incomes_200000_or_more,householder_under_25_years,householder_65_years_and_over,hhi_lt_25k,hhi_200k_or_more,race_and_ethnicity_total,population_density_sq_mi,median_age,educational_attainment_bachelors,educational_attainment_graduate,family_poverty_pct,unemployment_pct,housing_units,median_value_of_owner_occupied_units
131,92140,San Diego,San Diego,1409573,2,San Diego,1681536,91413,118823,16634,0.1499,46902,67119,2111,1787,3737,5756.0,19.8,0.03198,0.2023,0.07336,0.095,24,728818
132,91214,Los Angeles,Glendale,200232,24,Glendale; La Crescenta-Montrose; Los Angeles,19545239,104981,127997,43954,0.195,125547,65111,1197,2017,30787,4080.0,44.0,0.355,0.187,0.036,0.036,10912,777300
133,91360,Ventura,Thousand Oaks,127873,46,Thousand Oaks,37441010,100246,124232,44446,0.1791,31442,67957,1761,2676,43121,2982.0,43.7,0.265,0.175,0.05,0.04602,15609,673600
134,91361,Los Angeles; Ventura,Thousand Oaks,127873,46,Lake Sherwood; Thousand Oaks; Westlake Village,86798425,119303,189511,80978,0.286,51329,90645,650,2450,20258,604.5,50.3,0.3691,0.269,0.01599,0.035,8951,952900
135,91362,Los Angeles; Ventura,Simi Valley,125842,48,Simi Valley; Thousand Oaks; Westlake Village,50835804,117566,163157,61494,0.259,50972,91563,1227,3504,36604,1865.0,45.9,0.305,0.2429,0.018,0.047,14306,814000
136,92135,San Diego,San Diego,1409573,2,Coronado; San Diego,1225180,91413,118823,20798,0.1499,46902,67119,2111,1787,635,1342.0,21.0,0.333,0.2023,0.07336,0.05734,15363,728818
137,92586,Riverside,Menifee,90349,89,Menifee; Perris,18285201,40757,54931,26872,0.019,56744,31446,2666,172,19472,2758.0,59.8,0.08295,0.054,0.05603,0.079,9842,235600
138,91405,Los Angeles,Los Angeles,3966936,1,Los Angeles,8570009,47037,65549,22996,0.042,38472,28688,4596,770,55506,16770.0,34.4,0.1641,0.06,0.168,0.08,18988,488300
139,91406,Los Angeles,Los Angeles,3966936,1,Los Angeles,21061181,59472,78692,27788,0.053,46944,35307,3553,982,54890,6750.0,35.9,0.177,0.08295,0.129,0.061,19210,545300
140,91326,Los Angeles,Los Angeles,3966936,1,Los Angeles,21132530,117590,146708,52828,0.2241,73382,82785,1104,2858,36339,4452.0,46.4,0.3232,0.236,0.038,0.04102,13581,764300
141,91401,Los Angeles,Los Angeles,3966936,1,Los Angeles,8943627,53882,82206,32413,0.085,38917,47807,3730,1264,39755,11510.0,36.5,0.2542,0.09796,0.1691,0.06,15534,703100
142,91411,Los Angeles,Los Angeles,3966936,1,Los Angeles,5289783,58605,80619,30645,0.061,31101,48650,1780,582,26111,12780.0,35.2,0.2542,0.1,0.1539,0.053,10165,652900
143,91423,Los Angeles,Los Angeles,3966936,1,Los Angeles,11300302,90931,143054,66356,0.185,47585,66395,1797,2792,33172,7604.0,38.6,0.3809,0.22,0.038,0.059,16412,938500
144,92147,San Diego,San Diego,1409573,2,San Diego,245198,91413,118823,19697,0.1499,46902,67119,2111,1787,518,5470.0,21.7,0.2664,0.2023,0.07336,0.05734,15363,728818
145,92676,Orange,Lake Forest,83974,101,Lake Forest; Orange,171889627,104779,130139,52359,0.1959,61352,72292,61,162,2068,31.2,52.4,0.252,0.167,0.02802,0.03302,917,699500
146,94613,Alameda,Oakland,425097,8,Oakland,657982,86139,130762,3792,0.0,58122,56505,2098,1681,855,3366.0,19.6,0.462,0.03099,1.0,0.1859,4,827516
147,94709,Alameda,Berkeley,121485,50,Berkeley,1522494,71859,107788,46818,0.14,25805,85150,903,700,11951,20340.0,28.8,0.387,0.459,0.021,0.04898,5334,982100
148,90713,Los Angeles,Lakewood,80292,107,Lakewood,8790090,102970,114497,38350,0.116,54407,52845,932,1057,28202,8310.0,39.1,0.2009,0.109,0.04102,0.05603,9363,593600
149,90715,Los Angeles,Lakewood,80292,107,Lakewood,4404196,76105,90506,28256,0.05103,70481,41731,927,304,20256,11910.0,36.7,0.212,0.067,0.09296,0.05103,6302,477300
150,90731,Los Angeles,Long Beach,466776,7,Long Beach; Los Angeles,23721000,53456,79645,31212,0.068,39213,41550,5246,1550,60659,6624.0,36.9,0.156,0.07104,0.143,0.072,24573,590700
151,93043,Ventura,Oxnard,208154,21,Oxnard; Port Hueneme,1247667,73790,110567,11805,0.0,51131,55292,1618,706,144,299.0,24.3,0.142,0.06143,0.0994,0.059,12,468640
152,94720,Alameda,Berkeley,121485,50,Berkeley; Oakland,1610594,100769,319462,6512,0.5,43176,81516,9,13,2845,4576.0,19.4,0.57,0.3079,0.04532,0.117,26,2000001
153,90089,Los Angeles,Los Angeles,3966936,1,Los Angeles,742761,73458,105756,7447,0.0,41391,52628,9,1360,3786,13200.0,19.1,0.3708,0.057,1.0,0.3281,19,769723
154,90094,Los Angeles,Los Angeles,3966936,1,Los Angeles,1578966,155417,210426,93577,0.4268,2499,133200,462,1860,9827,16120.0,36.2,0.421,0.395,0.036,0.035,4663,1030600
155,90095,Los Angeles,Los Angeles,3966936,1,Los Angeles,1029087,73458,105756,43250,0.11755,41391,52628,2812,1360,37225,11300.0,37.4,0.2499,0.1455,0.1265,0.06683,14122,769723
156,94590,Solano,Vallejo,121267,51,Vallejo,15388417,53275,66227,27200,0.03302,37188,39292,3501,476,37280,6276.0,37.3,0.143,0.069,0.17,0.086,15962,308700
157,91504,Los Angeles,Burbank,103703,71,Burbank; Los Angeles,12783282,83994,120326,43562,0.1641,92692,61048,1284,1535,26749,5420.0,38.6,0.289,0.144,0.057,0.06198,9816,754000
158,91504,Los Angeles,Los Angeles,3966936,1,Burbank; Los Angeles,12783282,83994,120326,43562,0.1641,92692,61048,1284,1535,26749,5420.0,38.6,0.289,0.144,0.057,0.06198,9816,754000
159,94720,Alameda,Oakland,425097,8,Berkeley; Oakland,1610594,86139,319462,6512,0.5,58122,56505,9,13,2845,4576.0,19.4,0.57,0.3079,0.1594,0.117,26,2000001
160,94801,Contra Costa,Richmond,109884,62,North Richmond; Pinole; Richmond,29012858,56582,78287,24742,0.058,61750,47700,1621,541,31210,2786.0,32.8,0.115,0.06604,0.168,0.072,10374,379900
161,95118,Santa Clara,San Jose,1027690,3,San Jose,10563919,115306,148195,52197,0.249,94500,56558,1182,2774,32421,7948.0,38.9,0.287,0.22,0.042,0.039,11639,952300
162,94803,Contra Costa,Richmond,109884,62,El Sobrante; Pinole; Richmond; San Pablo,30243723,89851,113991,41737,0.10205,30104,66383,883,934,25893,2218.0,44.0,0.263,0.1271,0.048,0.05,9778,534000
163,92118,San Diego,San Diego,1409573,2,Coronado; San Diego,20195994,108967,157746,63460,0.231,46875,96300,857,1947,22548,2892.0,42.2,0.333,0.314,0.045,0.043,11119,1617000
164,91501,Los Angeles,Glendale,200232,24,Burbank; Glendale,10275284,67817,94589,38247,0.12,52500,29708,1650,965,20511,5170.0,40.5,0.281,0.148,0.09705,0.081,8417,770500
165,95033,Santa Clara; Santa Cruz,Palo Alto,66573,132,Lexington Hills; Lompico; Palo Alto,237100214,177000,216483,81522,0.4531,56632,114297,211,1614,9511,103.9,47.4,0.3481,0.3071,0.017,0.038,3838,1094300
166,95035,Santa Clara,Milpitas,79517,109,Milpitas,60562911,132236,154546,47669,0.283,76146,72950,2053,6685,79655,3406.0,36.3,0.305,0.2009,0.043,0.037,24703,859600
167,95037,Santa Clara,San Jose,1027690,3,Morgan Hill; San Jose,631163707,125057,159248,54146,0.271,71603,76308,1245,4679,51994,213.4,40.0,0.282,0.1489,0.03198,0.039,17771,880100
168,91502,Los Angeles,Burbank,103703,71,Burbank,3476597,47148,61473,29982,0.027,52738,17013,1678,136,10708,7976.0,36.5,0.227,0.106,0.104,0.04898,5423,570800
169,95050,Santa Clara,San Jose,1027690,3,San Jose; Santa Clara,13660881,96872,122969,46251,0.178,40179,51220,1656,2513,38699,7336.0,34.1,0.28,0.2091,0.06,0.036,14886,985500
170,95050,Santa Clara,Santa Clara,127721,47,San Jose; Santa Clara,13660881,96872,122969,46251,0.178,40179,51220,1656,2513,38699,7336.0,34.1,0.28,0.2091,0.06,0.036,14886,985500
171,95051,Santa Clara,Santa Clara,127721,47,Cupertino; Santa Clara,17232981,134230,160714,59337,0.28,85074,61466,1324,6060,59851,8990.0,35.3,0.3179,0.319,0.015,0.036,22960,1075600
172,95054,Santa Clara,Santa Clara,127721,47,Santa Clara,16142402,152500,165175,59029,0.3171,69024,46058,673,2711,24524,3934.0,33.3,0.3481,0.316,0.039,0.039,9091,988100
173,95060,Santa Cruz,Santa Cruz,64522,141,Bonny Doon; Felton; Paradise Park; Pasatiempo; Santa Cruz; Scotts Valley,175661821,78344,113900,46170,0.167,17537,71250,4189,3164,47801,705.0,36.3,0.293,0.255,0.074,0.065,20851,890000
174,90020,Los Angeles,Los Angeles,3966936,1,Los Angeles,2927480,49068,76983,33220,0.038,48821,29806,3640,618,39189,34660.0,34.4,0.315,0.10297,0.1321,0.048,18595,633700
175,90021,Los Angeles,Los Angeles,3966936,1,Los Angeles,5362537,21635,57715,35141,0.061,41391,11628,902,105,2945,1422.0,39.2,0.213,0.08203,0.162,0.1641,2010,888900
176,90022,Los Angeles,East Los Angeles,121187,52,Commerce; East Los Angeles; Monterey Park,11348382,46051,59342,16949,0.01401,40927,36569,4321,246,67014,15300.0,32.6,0.069,0.019,0.167,0.09296,18421,416900
177,90807,Los Angeles,Long Beach,466776,7,Long Beach,15119880,78948,105802,43393,0.106,53417,58080,1476,1350,32202,5516.0,42.1,0.252,0.162,0.038,0.035,13297,608400
178,90240,Los Angeles,Downey,112322,59,Downey,7624795,86383,111587,33751,0.126,56947,62132,695,948,26413,8980.0,38.2,0.1791,0.08203,0.04898,0.027,7883,612400
179,91046,Los Angeles,Glendale,200232,24,Glendale,25914,77632,47632,29487,0.0,76135,37569,42,827,158,15790.0,83.2,0.297,0.1635,0.10077,0.0652,95,710066
180,95661,Placer,Roseville,135637,43,Roseville,23331405,86823,113065,44489,0.139,64750,60500,1509,1675,31315,3476.0,41.6,0.285,0.131,0.05,0.04398,12799,472500
181,91356,Los Angeles,Los Angeles,3966936,1,Los Angeles,18996189,76929,130602,53117,0.183,44803,72543,1907,2154,29822,4066.0,43.7,0.277,0.216,0.074,0.06396,12760,957400
182,95113,Santa Clara,San Jose,1027690,3,San Jose,880603,135875,170717,107321,0.333,61689,11982,182,436,2107,6196.0,36.2,0.349,0.3582,0.05222,0.03,1410,855600
183,90049,Los Angeles,Los Angeles,3966936,1,Los Angeles,38899404,129688,226246,105369,0.335,56106,126827,1918,5605,36418,2424.0,40.6,0.397,0.39,0.03302,0.045,18367,2000001
184,92145,San Diego,San Diego,1409573,2,San Diego,8672995,202266,235792,72060,0.526,46902,67119,33,296,1883,562.5,40.5,0.2471,0.304,0.013,0.05734,649,1376000
185,95062,Santa Cruz,Santa Cruz,64522,141,Capitola; Live Oak; Pleasure Point; Santa Cruz; Twin Lakes,13075038,79233,106666,44352,0.123,26571,55633,2620,1847,36737,7276.0,40.1,0.239,0.178,0.075,0.037,16897,747400
186,95064,Santa Cruz,Santa Cruz,64522,141,Santa Cruz,4857963,54063,94946,7135,0.152,42110,62227,135,64,10486,5590.0,19.6,0.237,0.406,0.173,0.2009,484,370000
187,95065,Santa Cruz,Santa Cruz,64522,141,Live Oak; Santa Cruz,28981512,104464,139757,52445,0.2329,82222,59798,276,749,8491,759.0,43.6,0.257,0.2091,0.02301,0.021,3346,893700
188,95110,Santa Clara,San Jose,1027690,3,San Jose; Santa Clara,12096159,95829,124932,43039,0.165,67232,63409,814,1082,19928,4268.0,32.4,0.2109,0.163,0.096,0.048,6954,631500
189,94806,Contra Costa,Richmond,109884,62,Bayview; Montalvin Manor; Pinole; Richmond; Rollingwood; San Pablo; Tara Hills,21585019,64403,79324,26080,0.036,38661,47004,3112,723,64286,7710.0,35.3,0.1329,0.05103,0.1,0.057,21291,402800
190,95002,Santa Clara,San Jose,1027690,3,San Jose; Sunnyvale,30730806,95875,125531,35444,0.202,61689,61290,53,126,2348,197.9,31.7,0.11896,0.12103,0.04398,0.04398,664,564600
191,95002,Santa Clara,Sunnyvale,152770,36,San Jose; Sunnyvale,30730806,95875,125531,35444,0.202,118363,60924,53,126,2348,197.9,31.7,0.11896,0.12103,0.04398,0.04398,664,564600
192,95008,Santa Clara,San Jose,1027690,3,Campbell; San Jose,16762270,122947,155075,61045,0.2542,69135,44200,1670,4539,46352,7160.0,39.0,0.324,0.208,0.034,0.02301,19447,1081300
193,95013,Santa Clara,San Jose,1027690,3,San Jose,3901003,117806,146514,24271,0.0,61689,61290,1285,2768,85,56.4,42.4,0.265,0.273,0.05222,0.04398,32,865090
194,95110,Santa Clara,Santa Clara,127721,47,San Jose; Santa Clara,12096159,95829,124932,43039,0.165,67232,63409,814,1082,19928,4268.0,32.4,0.2109,0.163,0.096,0.048,6954,631500
195,91708,San Bernardino,Chino,89631,92,Chino,24584714,85545,88516,16933,0.018,45610,58025,2151,13,4009,422.2,34.7,0.1891,0.08795,0.0655,0.05148,970,568900
196,91362,Los Angeles; Ventura,Thousand Oaks,127873,46,Simi Valley; Thousand Oaks; Westlake Village,50835804,117566,163157,61494,0.259,50972,91563,1227,3504,36604,1865.0,45.9,0.305,0.2429,0.018,0.047,14306,814000
197,91402,Los Angeles,Los Angeles,3966936,1,Los Angeles,9652848,45796,61057,18197,0.02301,32743,35927,5341,457,72059,19330.0,33.7,0.147,0.024,0.198,0.085,20459,421800
198,91403,Los Angeles,Los Angeles,3966936,1,Los Angeles,9404037,104802,152702,70657,0.2059,60697,67083,1310,2349,25156,6930.0,39.0,0.401,0.236,0.027,0.06396,12137,1027200
199,94804,Contra Costa,Richmond,109884,62,Richmond,16026103,59089,76416,28337,0.05603,41818,48447,3059,800,40931,6616.0,34.0,0.172,0.10297,0.1589,0.072,15179,436900
200,94805,Contra Costa,Richmond,109884,62,East Richmond Heights; Richmond; San Pablo,5135988,85813,112868,43007,0.111,49466,62036,566,584,14188,7156.0,40.6,0.2329,0.141,0.05103,0.026,5497,518100
201,90056,Los Angeles,Los Angeles,3966936,1,Ladera Heights; Los Angeles; View Park-Windsor Hills,4090957,92656,125019,57289,0.213,41391,86875,607,728,7649,4844.0,49.3,0.2542,0.265,0.03,0.099,3585,991300
202,90057,Los Angeles,Los Angeles,3966936,1,Los Angeles,2293708,37700,48449,18216,0.010994,41494,19623,5884,198,50152,56640.0,33.5,0.1589,0.04398,0.265,0.07,18360,457000
203,90058,Los Angeles,Los Angeles,3966936,1,Bell; Huntington Park; Los Angeles; Vernon,15040197,21964,37195,10433,0.000999,41391,52628,363,1,2718,468.0,22.7,0.02199,0.034,0.524,0.14,789,328400
204,91321,Los Angeles,Santa Clarita,213411,18,Santa Clarita,67023907,73187,96284,31832,0.08795,47697,45592,1615,948,34014,1314.0,35.6,0.1709,0.08203,0.108,0.055,11178,483700
205,91324,Los Angeles,Los Angeles,3966936,1,Los Angeles,11368503,80260,102937,36569,0.10706,35329,55208,1791,1071,29670,6760.0,38.1,0.282,0.1279,0.08203,0.04102,10721,624400
206,95111,Santa Clara,San Jose,1027690,3,San Jose,14045118,73093,96689,26761,0.099,46800,45097,2425,1598,61830,11400.0,34.8,0.153,0.05,0.095,0.05103,16481,569300
207,95112,Santa Clara,San Jose,1027690,3,San Jose,18366928,66501,96923,34529,0.12,34885,25992,4708,2515,62228,8776.0,30.8,0.234,0.139,0.1,0.063,22436,700200
208,91325,Los Angeles,Los Angeles,3966936,1,Los Angeles,12496667,71400,99168,35680,0.115,23750,76875,2132,1369,34575,7164.0,36.9,0.253,0.138,0.078,0.04,12616,667300
209,91436,Los Angeles,Los Angeles,3966936,1,Los Angeles,14749364,174085,244065,90603,0.455,41391,147235,416,2548,15292,2686.0,46.7,0.31,0.3618,0.021,0.034,5978,1351500
210,91505,Los Angeles,Burbank,103703,71,Burbank; Los Angeles,13054365,87138,112348,48375,0.13,6136,56217,2074,1673,30902,6132.0,39.5,0.321,0.14,0.04102,0.058,13531,699300
211,90808,Los Angeles,Long Beach,466776,7,Long Beach,17796360,110625,134422,48895,0.2,48047,71735,1384,2782,39330,5724.0,42.4,0.257,0.172,0.043,0.02802,14256,650400
212,91344,Los Angeles,Los Angeles,3966936,1,Los Angeles,42501697,96162,118496,39174,0.1279,60276,68548,1782,2179,53613,3268.0,42.7,0.255,0.126,0.042,0.054,17834,616100
213,91345,Los Angeles,Los Angeles,3966936,1,Los Angeles,8393834,77273,89107,26752,0.045,41391,48387,912,242,19145,5908.0,37.8,0.143,0.04602,0.081,0.06604,5543,476800
214,91350,Los Angeles,Santa Clarita,213411,18,Santa Clarita,43910961,117707,129627,41923,0.1609,72679,62222,770,1835,36173,2134.0,37.8,0.257,0.118,0.03198,0.04,11732,543200
215,91505,Los Angeles,Los Angeles,3966936,1,Burbank; Los Angeles,13054365,87138,112348,48375,0.13,6136,56217,2074,1673,30902,6132.0,39.5,0.321,0.14,0.04102,0.058,13531,699300
216,91506,Los Angeles,Burbank,103703,71,Burbank,6339998,81597,107471,44962,0.144,30227,59915,1006,1081,18591,7596.0,42.9,0.27,0.115,0.038,0.057,7925,721400
217,91601,Los Angeles,Los Angeles,3966936,1,Los Angeles,6864384,53911,75916,36153,0.06396,41667,25771,4198,1064,36841,13900.0,33.9,0.316,0.091,0.118,0.05,18506,656100
218,91602,Los Angeles,Los Angeles,3966936,1,Los Angeles,5305166,84008,112285,57116,0.12,41391,74315,1355,1176,19672,9600.0,39.0,0.401,0.162,0.04398,0.084,10573,734400
219,91604,Los Angeles,Los Angeles,3966936,1,Los Angeles,13340189,111341,171012,77679,0.271,66435,77053,1813,3975,32910,6388.0,40.2,0.433,0.228,0.01401,0.069,15849,1140800
220,91605,Los Angeles,Los Angeles,3966936,1,Los Angeles,14152235,50623,69678,22668,0.047,31063,37642,4101,772,53113,9720.0,34.8,0.1421,0.04602,0.1539,0.072,17060,498500
221,91606,Los Angeles,Los Angeles,3966936,1,Los Angeles,8631191,50155,68314,25302,0.05,37063,29454,3977,763,44295,13290.0,36.8,0.175,0.06,0.138,0.05103,16242,560800
222,91607,Los Angeles,Los Angeles,3966936,1,Los Angeles,6318324,71691,95171,44231,0.10706,53654,31686,2607,1456,30611,12540.0,39.2,0.3481,0.141,0.086,0.065,14418,822300
223,92123,San Diego,San Diego,1409573,2,San Diego,21199395,81899,102995,41848,0.106,59306,62188,1359,1324,32473,3968.0,33.5,0.312,0.16,0.075,0.058,13194,568100
224,92081,San Diego,Oceanside,175622,28,Carlsbad; Oceanside; Vista,22990917,82989,98388,36173,0.06604,29327,56693,1044,674,29596,3334.0,35.9,0.22,0.12103,0.038,0.04898,10598,550300
225,90039,Los Angeles,Los Angeles,3966936,1,Los Angeles,9764930,90538,124940,51159,0.1691,55625,53125,1581,1980,29510,7828.0,39.2,0.33,0.178,0.08203,0.058,12557,854200
226,92081,San Diego,Vista,100686,75,Carlsbad; Oceanside; Vista,22990917,82989,98388,36173,0.06604,29327,56693,1044,674,29596,3334.0,35.9,0.22,0.12103,0.038,0.04898,10598,550300
227,92082,San Diego,Escondido,151300,38,Escondido; Pala; Valley Center,318246952,95889,113499,37962,0.139,53438,77545,849,832,18705,152.2,42.9,0.2109,0.101,0.067,0.04602,6542,591600
228,92083,San Diego,Oceanside,175622,28,Oceanside; Vista,14413610,67693,78693,24157,0.045,53897,54875,1607,505,39509,7100.0,31.9,0.111,0.05603,0.10297,0.04398,11939,421900
229,92083,San Diego,Vista,100686,75,Oceanside; Vista,14413610,67693,78693,24157,0.045,53897,54875,1607,505,39509,7100.0,31.9,0.111,0.05603,0.10297,0.04398,11939,421900
230,92084,San Diego,San Marcos,95355,79,Bonsall; San Marcos; Vista,67771250,73645,98395,30430,0.08704,48657,61519,1505,1297,51619,1973.0,34.3,0.1791,0.07104,0.073,0.048,15429,548400
231,92084,San Diego,Vista,100686,75,Bonsall; San Marcos; Vista,67771250,73645,98395,30430,0.08704,48657,61519,1505,1297,51619,1973.0,34.3,0.1791,0.07104,0.073,0.048,15429,548400
232,92101,San Diego,San Diego,1409573,2,San Diego,12218128,71925,103467,63001,0.118,52366,26076,5804,2879,41159,8730.0,38.5,0.313,0.22,0.045,0.055,28420,610300
233,92102,San Diego,San Diego,1409573,2,San Diego,12008565,51744,67709,24406,0.038,36702,35789,3138,556,44010,9490.0,33.3,0.157,0.076,0.178,0.05,15896,429000
234,92103,San Diego,San Diego,1409573,2,San Diego,9755531,78720,111680,60318,0.122,39853,57641,2835,2235,34700,9220.0,40.2,0.354,0.2842,0.029,0.037,20158,774700
235,92104,San Diego,San Diego,1409573,2,San Diego,9808401,67668,86445,41888,0.06198,48071,38750,3148,1303,45435,12000.0,33.9,0.305,0.188,0.07,0.048,23233,608100
236,92105,San Diego,San Diego,1409573,2,San Diego,14423444,43282,56959,18647,0.01401,39333,28255,6336,318,73623,13224.0,31.5,0.109,0.04602,0.2329,0.084,23329,398400
237,92106,San Diego,San Diego,1409573,2,San Diego,14645924,103840,153416,60984,0.2329,41307,92891,847,1799,20155,3564.0,38.8,0.277,0.303,0.03099,0.053,8346,1032700
238,92107,San Diego,San Diego,1409573,2,San Diego,8123930,85299,110959,50759,0.114,52279,72433,1497,1569,31223,9950.0,35.8,0.345,0.231,0.047,0.03099,14691,859700
239,92108,San Diego,San Diego,1409573,2,San Diego,11404359,75296,92207,47724,0.065,40546,51447,1472,724,22280,5060.0,31.9,0.365,0.212,0.07104,0.068,12376,384800
240,92109,San Diego,San Diego,1409573,2,San Diego,19678062,80467,105397,51870,0.109,54712,62052,2425,2401,47111,6200.0,32.1,0.439,0.22,0.04398,0.03,26314,888800
241,92110,San Diego,San Diego,1409573,2,San Diego,12591847,73651,98005,39476,0.10706,36528,49523,1971,1215,30108,6190.0,33.0,0.3,0.167,0.073,0.058,12425,592200
242,92111,San Diego,San Diego,1409573,2,San Diego,21913837,74217,91404,33111,0.08203,28438,49597,2592,1396,50693,5990.0,35.6,0.265,0.13,0.094,0.073,17844,543600
243,92113,San Diego,San Diego,1409573,2,San Diego,13640106,40310,52941,16511,0.017,33929,32422,3949,231,58408,11090.0,26.8,0.06396,0.02199,0.252,0.099,14476,353900
244,92114,San Diego,San Diego,1409573,2,San Diego,21336482,66015,80744,23514,0.039,60333,58240,2685,704,68851,8360.0,35.5,0.139,0.04398,0.108,0.09796,18970,415100
245,92116,San Diego,San Diego,1409573,2,San Diego,8895045,74559,98095,49349,0.09,44643,56140,2156,1464,33408,9730.0,36.2,0.324,0.2059,0.069,0.04,17897,639800
246,92117,San Diego,San Diego,1409573,2,San Diego,22756758,86243,104505,40611,0.106,63325,61907,2679,2224,56983,6484.0,37.6,0.282,0.175,0.063,0.038,21913,612000
247,92119,San Diego,San Diego,1409573,2,San Diego,17724953,92500,114221,45936,0.131,78516,57463,1239,1248,24831,3628.0,43.7,0.269,0.221,0.052,0.034,9815,579300
248,92120,San Diego,San Diego,1409573,2,San Diego,17524461,97747,124451,48925,0.1709,25570,72629,1377,2010,30550,4516.0,39.3,0.309,0.1941,0.035,0.05,12347,615100
249,92121,San Diego,San Diego,1409573,2,Del Mar; San Diego,31744024,107786,136397,54678,0.215,16563,102738,211,400,4729,385.8,31.8,0.4119,0.3992,0.012,0.063,1949,774200
250,90023,Los Angeles,East Los Angeles,121187,52,Commerce; East Los Angeles; Los Angeles,10940489,42972,54607,15094,0.019,44188,24664,3333,224,46680,11050.0,31.4,0.048,0.018,0.221,0.076,12216,427300
251,90210,Los Angeles,Los Angeles,3966936,1,Beverly Hills; Los Angeles,26222771,147270,285632,117825,0.387,41391,118598,1057,3068,19314,1908.0,49.2,0.337,0.319,0.02802,0.04898,10018,2000001
252,90220,Los Angeles,Compton,96803,77,Compton; West Rancho Dominguez,17898360,57074,66755,18292,0.02199,68611,39418,2869,297,52817,7644.0,31.7,0.072,0.03302,0.1691,0.09204,13764,330800
253,90221,Los Angeles,Compton,96803,77,Compton; East Rancho Dominguez; Paramount,13809070,51377,62433,16090,0.018,49024,42647,2643,215,51688,9700.0,31.0,0.04898,0.010994,0.182,0.09705,12506,364100
254,90222,Los Angeles,Compton,96803,77,Compton; West Rancho Dominguez; Willowbrook,6664307,49894,61055,16178,0.01401,18512,29792,2130,113,33200,12904.0,29.1,0.07,0.019,0.2059,0.072,8226,352800
255,90230,Los Angeles,Los Angeles,3966936,1,Culver City; Ladera Heights; Los Angeles,11678900,85524,117862,49264,0.129,47688,56600,1921,1717,32687,7250.0,40.4,0.278,0.234,0.084,0.04,13842,769700
256,90232,Los Angeles,Los Angeles,3966936,1,Culver City; Los Angeles,5454843,90467,127786,58630,0.168,47125,51344,862,1111,14780,7016.0,40.4,0.319,0.267,0.02301,0.036,7058,1125200
257,90247,Los Angeles,Los Angeles,3966936,1,Gardena; Los Angeles; West Athens,9723628,55561,71599,25296,0.04,21986,37377,3739,638,48293,12860.0,38.0,0.1659,0.059,0.145,0.057,16776,455900
258,90248,Los Angeles,Carson,92079,83,Carson; Gardena; Los Angeles; Torrance; West Rancho Dominguez,12157541,61448,85237,29217,0.07697,50136,52235,506,290,11607,2472.0,43.0,0.185,0.08704,0.084,0.048,3922,490700
259,90248,Los Angeles,Los Angeles,3966936,1,Carson; Gardena; Los Angeles; Torrance; West Rancho Dominguez,12157541,61448,85237,29217,0.07697,41391,52235,506,290,11607,2472.0,43.0,0.185,0.08704,0.084,0.048,3922,490700
260,90248,Los Angeles,Torrance,145492,39,Carson; Gardena; Los Angeles; Torrance; West Rancho Dominguez,12157541,61448,85237,29217,0.07697,68744,52235,506,290,11607,2472.0,43.0,0.185,0.08704,0.084,0.048,3922,490700
261,90250,Los Angeles,Hawthorne,87107,95,Alondra Park; Del Aire; Hawthorne; Lawndale,17339240,56304,75465,26308,0.045,48295,41560,6322,1439,97072,14500.0,33.5,0.1589,0.06604,0.116,0.057,33289,567900
262,90255,Los Angeles,Florence-Graham,65716,137,Cudahy; Florence-Graham; Huntington Park; Walnut Park,9630267,44962,58611,15936,0.017,36000,34213,4537,311,75019,20180.0,32.6,0.054,0.017,0.202,0.078,19021,411700
263,90260,Los Angeles,Hawthorne,87107,95,Alondra Park; Hawthorne; Lawndale,6941330,65340,79633,25515,0.039,84318,40993,1555,412,34827,12990.0,35.9,0.167,0.06,0.091,0.04398,11126,541000
264,90262,Los Angeles,Lynwood,70635,125,Lynwood; Paramount,12517568,52313,66975,16279,0.026,42946,47728,2953,406,70536,14590.0,30.0,0.061,0.01599,0.1641,0.084,15667,399100
265,90272,Los Angeles,Los Angeles,3966936,1,Los Angeles,59133973,192500,325745,132785,0.482,41391,114178,764,4202,21629,947.5,47.7,0.3718,0.411,0.02301,0.038,9733,2000001
266,90277,Los Angeles,Redondo Beach,67423,130,Redondo Beach; Torrance,9277133,106185,146954,67899,0.213,79417,72218,1359,3372,34827,9720.0,43.6,0.376,0.249,0.024,0.039,17636,1089500
267,90277,Los Angeles,Torrance,145492,39,Redondo Beach; Torrance,9277133,106185,146954,67899,0.213,79417,72218,1359,3372,34827,9720.0,43.6,0.376,0.249,0.024,0.039,17636,1089500
268,90278,Los Angeles,Redondo Beach,67423,130,Redondo Beach; Torrance,9332860,116783,151310,58845,0.268,155333,69009,1217,4107,40252,11170.0,39.7,0.3591,0.2241,0.01599,0.036,16235,881900
269,90278,Los Angeles,Torrance,145492,39,Redondo Beach; Torrance,9332860,116783,151310,58845,0.268,155333,69009,1217,4107,40252,11170.0,39.7,0.3591,0.2241,0.01599,0.036,16235,881900
270,90280,Los Angeles,Lynwood,70635,125,Lynwood; South Gate,18920097,52321,65785,18031,0.02,43889,37945,4588,475,94642,12950.0,31.9,0.07104,0.02301,0.1539,0.096,24601,408200
