"zip","rank","rankOf","rankStars","rankStatewidePercentage","averageStandardScore","has_elementary","has_middle","has_high"
"92843","1704","5020.5","3.25","66.85125","63.68308","1","1","0"
"92844","1094.125","4947.75","3.875","78.17625","76.58087","1","1","1"
"92866","3668","5789","1.5","36.64","38.14076","1","0","0"
"92867","2320.2","3711.8","1.6","34.838","32.50792","1","1","1"
"92868","2157.5","4106.5","2.25","47.4375","44.05067","1","1","1"
"92870","1077.11111","4293.44444","3.66667","73.43222","72.21584","1","1","1"
"92879","1633.16667","4570.33333","3","59.615","56.48561","1","0","1"
"92880","1033.875","4179.25","3.625","72.215","70.8603","1","1","1"
"92882","1340.28571","4388.42857","3.57143","70.17","66.68267","1","1","1"
"92887","599.5","5789","4.5","89.645","90.11501","1","0","0"
"93001","2269.42857","4910.71429","2.85714","56.64","54.79758","1","1","0"
"93003","1634.85714","3866.14286","3.14286","62.44571","58.9427","1","1","1"
"93010","2084","3961","1.83333","40.47667","39.56481","1","0","1"
"93013","1615.33333","4058","2.66667","55.79667","53.73258","1","1","1"
"93021","1154.5","4106.5","3.5","70.35625","66.91993","1","1","1"
"93030","3987.57143","4827.57143","1","17.18571","19.23233","1","1","1"
"93033","3862.77778","4358.11111","0.77778","13.74778","16.90366","1","1","1"
"93035","3535.5","5789","1.75","38.9275","37.7672","1","0","0"
"93036","2714.57143","4305.28571","2","38.19","36.35571","1","1","1"
"93041","4207.75","5789","1.5","27.3125","26.88649","1","0","0"
"93060","3332.6","4808.6","1.4","29.332","28.58003","1","1","1"
"93063","2394.33333","5179.66667","3","57.975","56.00852","1","0","1"
"93065","3043","4875","1.5","31.7875","33.68202","1","0","1"
"93101","2266.66667","4058","2.16667","43.245","39.60164","1","1","1"
"93103","2829.6","4443","2.2","44.248","43.36541","1","1","1"
"93105","1816.5","5789","3.5","68.62","65.53193","1","0","0"
"93108","56.5","5789","5","99.025","98.22555","1","0","0"
"93109","3548.66667","5789","1.66667","38.7","41.58396","1","0","0"
"93111","1281.75","5789","4.25","77.8575","75.99155","1","0","0"
"93117","1125.71429","4827.57143","3.85714","78.00429","76.52673","1","1","1"
"93203","3902.71429","4827.57143","1.14286","22.29286","23.59138","1","1","1"
"93210","2596.5","3192.5","1","21.3125","22.29736","1","1","1"
"93215","2121.3","4135.6","2.4","50.416","45.82424","1","1","1"
"93221","2131.8","3711.8","2.2","43.564","39.09314","1","1","1"
"93223","1902.5","2424","1","23.71","24.14466","1","1","1"
"93230","1726.4","3595.4","2.2","45.988","45.22237","1","0","1"
"93241","3610","3961","0","7.94","12.99981","1","1","1"
"93245","1916.66667","4164.11111","2.55556","53.06444","50.77682","1","1","1"
"93247","3235.42857","4744.42857","1.71429","32.08","30.84215","1","0","1"
"93250","3124.16667","4058","1.16667","21.23667","22.67672","1","1","1"
"93257","3227.85714","3866.14286","0.85714","18.26571","20.12843","1","1","1"
"93268","2335.25","3192.5","1.5","28.9125","27.02023","1","1","1"
"93274","3190.3","4750.4","1.6","30.635","29.75153","1","1","1"
"93277","2548.14286","4388.42857","2.42857","46.21","42.59246","1","1","1"
"93280","4814.25","5789","0.75","16.8375","19.48928","1","1","1"
"93286","2511.66667","3545.66667","2","36.23","34.49058","1","1","1"
"93291","3890.5","5404.75","1.375","30.6225","31.94726","1","1","0"
"93292","2751.14286","4222.14286","1.71429","33.23857","30.994","1","0","1"
"93301","2265","4875","2.75","53.055","53.24088","1","0","1"
"93304","4176.125","5404.75","1.125","21.5325","22.63555","1","1","0"
"93305","4906","5276.66667","0.33333","7.38167","12.51103","1","1","0"
"93306","2283.3","4443","2.3","44.78","41.5536","1","1","1"
"93307","3164.375","4179.25","1.5","26.3025","25.64973","1","1","1"
"93308","3009.57143","4827.57143","1.71429","39.13714","38.32128","1","1","1"
"93309","2958.11111","4358.11111","1.55556","30.76556","29.09175","1","1","1"
"93311","1929.22222","5041.22222","3","61.56444","57.91906","1","1","1"
"93312","1074.44444","4293.44444","3.88889","74.99556","72.47165","1","1","1"
"93314","1461.4","4443","3.2","66.31","62.16189","1","1","1"
"93401","874","5789","4.5","84.9","84.09797","1","0","0"
"93405","1133.42857","4305.28571","3.57143","66.35143","64.82685","1","1","1"
"93422","1319","3866.14286","3.14286","60.82286","57.15816","1","1","1"
"93433","2532","5789","3","56.26","51.09758","1","0","0"
"93436","2909.5","4490.75","2","38.355","37.26091","1","1","1"
"93442","969.5","3961","4","78.455","75.89481","1","0","1"
"93446","1922.44444","3887.22222","2.55556","50.81556","47.23996","1","1","1"
"93454","3180","4635","1.66667","33.20889","32.11723","1","1","1"
"93455","2136.14286","3866.14286","2.14286","43.09857","40.60358","1","1","1"
"93458","4269.11111","5105.88889","0.88889","18.5","20.50165","1","1","0"
"93505","2931.66667","3545.66667","1.33333","23.28333","25.03152","1","1","1"
"93514","1760.5","4106.5","2.75","58.105","53.55903","1","1","1"
"93534","4239.5","4875","1","16.5075","19.63084","1","0","1"
"93546","1509.66667","3545.66667","3.33333","63.89667","58.90645","1","1","1"
"93550","3553","4559.4","1","19.404","20.81944","1","1","1"
"93551","2363.22222","4699.66667","2.22222","47.58444","44.63767","1","1","1"
"93552","3928.22222","5041.22222","1.22222","23.4","24.15647","1","1","1"
"93555","1642","3866.14286","2.71429","54.89286","50.65632","1","1","1"
"93561","2390.4","4443","2.6","50.762","45.85081","1","1","1"
"93591","4934.66667","5789","0.66667","14.75667","18.37866","1","0","0"
"93610","2152.2","3097","1.8","33.95","33.73414","1","1","1"
"93611","506.85714","3783","4.42857","87.97571","87.28058","1","1","1"
"93612","1836.4","5174.2","3.2","66.748","62.91543","1","1","0"
"93618","2989.25","4875","1.875","38.84875","35.68337","1","0","1"
"93619","559.5","5789","4.5","90.335","90.79639","1","0","0"
"93622","1704.33333","3545.66667","2.66667","51.34333","46.12441","1","1","1"
"93625","1501.33333","3545.66667","3","56.24333","50.77524","1","1","1"
"93630","2237.14286","4305.28571","2.28571","45.72143","41.99671","1","1","1"
"93631","1807","3783","2.71429","53.87286","51.25907","1","1","1"
"93635","3060.28571","4388.42857","1.71429","30.60857","29.80384","1","1","1"
"93637","4103.75","5789","1.5","29.11125","28.21933","1","0","0"
"93638","3971","4947.75","1","18.325","20.46158","1","1","1"
"93640","2595.5","4106.5","1.75","38.68","35.30721","1","1","1"
"93644","1717.42857","3260.71429","2.28571","47.72286","44.99874","1","1","1"
"93647","1888","4106.5","2.75","51.4975","46.75742","1","1","1"
"93648","3527.875","4490.75","0.875","19.1125","22.00263","1","1","1"
"93650","2698.5","5789","2.5","53.385","49.3682","1","0","0"
"93654","2329.83333","4764.33333","2.66667","53.04833","49.0847","1","1","0"
"93657","2858.875","5332","2.375","43.55875","40.87327","1","0","1"
"93662","2659.66667","4228.77778","1.88889","34.96778","32.76823","1","1","1"
"93701","2772.2","5174.2","2.2","42.284","40.1227","1","1","0"
"93702","3309.5","5116","1.6","34.029","31.81995","1","1","1"
"93703","3365","4570.33333","1.16667","24.225","24.15519","1","0","1"
"93706","2494.8","4443","2.8","53.006","51.12156","1","1","1"
"93710","2690","4667.33333","2","40.14833","37.36297","1","1","1"
"93711","1849.4","5174.2","3.2","61.504","57.90922","1","1","1"
"93720","690.88889","5041.22222","4.22222","85.46889","85.03058","1","1","1"
"93721","3041","3961","1","21.31","20.28234","1","0","1"
"93722","3028.75","4947.75","1.75","38.86875","36.57515","1","1","1"
"93725","3477.66667","5447.44444","1.66667","34.66556","33.47151","1","1","0"
"93726","3066.625","4490.75","1.5","29.84375","30.71827","1","1","1"
"93727","3041.22222","5041.22222","1.77778","36.26889","35.48004","1","1","1"
"93728","4999.25","5789","0.5","13.6425","17.3262","1","0","0"
"93901","2987","5057.8","2","44.306","41.51538","1","0","1"
"93905","3534.2","4808.6","1.5","28.114","27.76348","1","1","1"
"93906","2837","3722.25","1.25","26.695","25.6161","1","1","1"
"93907","3866.14286","5266.71429","1.28571","24.37714","25.66443","1","0","1"
"93908","582.33333","3739.66667","4","84.71667","83.98189","1","1","0"
"93927","4025.83333","4667.33333","1","16.29667","19.09216","1","1","1"
"93930","2864.42857","3783","1.28571","25.62857","24.90898","1","1","1"
"93933","2997.83333","4058","1.5","28.54333","27.79966","1","1","1"
"93940","1832.83333","4667.33333","3","59.025","55.33476","1","1","1"
"93955","3633.57143","5266.71429","1.57143","29.14","29.17531","1","1","1"
"93960","3410.88889","4635","1.22222","23.78111","23.83839","1","1","1"
"94010","205.71429","4388.42857","4.85714","95.1","94.78279","1","1","1"
"94014","3044","4827.57143","2","38.95857","36.48608","1","1","1"
"94015","1944.4","4808.6","3.2","61.81","58.33139","1","1","1"
"94025","1764","4155","3.5","68.34667","69.15743","1","1","1"
"94041","600","5789","4","89.64","90.80497","1","0","0"
"94043","1033.5","5020.5","4","80.02","77.73765","1","1","0"
"94044","1283.16667","4667.33333","3.66667","73.535","71.31442","1","1","1"
"94061","2174","5789","3.25","62.445","58.87252","1","0","0"
"94063","2595.875","4418","2.125","42.09","41.67735","1","0","1"
"94065","274.66667","4570.33333","4.66667","92.68","92.11229","1","0","1"
"94066","2311","4827.57143","2.85714","54.64857","52.47519","1","1","1"
"94070","374.8","5174.2","5","93.234","93.71032","1","1","0"
"94080","2216.66667","4058","2.5","46.80833","44.24685","1","1","1"
"94085","2585.33333","4764.33333","2","44.85667","39.68298","1","1","0"
"94086","1644.75","5789","3.5","71.59","70.16282","1","0","0"
"94087","336.16667","4667.33333","4.66667","92.87667","92.27988","1","1","1"
"94089","2284","5789","3","60.545","57.72922","1","0","1"
"94102","5234","5789","0","9.59","15.08596","1","0","1"
"94103","4755.5","5789","1","17.85","20.56379","1","0","0"
"94107","1562","4326.6","2.6","52.268","50.9145","1","0","1"
"94108","1421","5789","4","75.45","74.2201","1","0","0"
"94109","1796.33333","4570.33333","3.33333","64.89667","60.41654","1","0","1"
"94110","5167","5789","0.5","10.745","15.2143","1","0","0"
"94111","5733","5789","0","0.97","5.81122","1","0","0"
"94112","2411.42857","3260.71429","1.57143","30.96143","29.40575","1","1","1"
"94114","2460.14286","4388.42857","2","39.52286","38.9962","1","1","1"
"94115","1770.4","3828.2","2.8","56.558","54.25065","1","1","1"
"94116","613.8","4443","4.2","84.312","83.0128","1","1","1"
"94117","1281.4","5057.8","3.2","65.982","65.99709","1","0","1"
"94118","773","5020.5","4.5","85.995","85.24885","1","1","0"
"94121","578.75","5020.5","4.5","88.8425","89.4361","1","1","1"
"94122","773","4155","3.83333","75.58667","75.82465","1","1","1"
"94123","644","4764.33333","4.33333","84.31667","83.01789","1","1","0"
"94127","777.25","5020.5","4.25","83.47","83.01953","1","1","1"
"94130","2119","2133","0","0.66","8.71798","0","0","1"
"94132","1543","4570.33333","3.66667","72.41667","71.34728","1","0","1"
"94133","1020.2","5174.2","4","79.138","77.23266","1","1","0"
"94134","2901","4106.5","1.75","35.6225","33.31612","1","1","1"
"94303","2563.2","4443","2.4","47.562","48.10267","1","1","1"
"94305","448.5","5789","4.5","92.255","92.58484","1","0","0"
"94306","334.75","5020.5","4.75","94.0325","94.18652","1","1","0"
"94401","1595.75","4875","3.5","70.1325","70.81433","1","0","1"
"94403","1870.5","4667.33333","3.16667","62.76","58.87373","1","1","1"
"94501","306.5","3351.66667","4.66667","92.05167","91.68198","1","0","1"
"94503","911","3545.66667","3.33333","71.84667","68.06681","1","1","1"
"94509","3254.14286","4305.28571","1","22.91","23.03266","1","1","1"
"94510","1322.71429","4305.28571","3.14286","64.38286","62.77328","1","1","1"
"94513","1149.42857","3343.85714","3.14286","63.27571","60.1631","1","1","1"
"94520","3527","4875","1.25","28.2975","29.60496","1","0","1"
"94521","1659.83333","4058","2.83333","57.55333","55.15212","1","1","1"
"94530","1104.83333","4058","3.5","72.32833","69.05058","1","1","1"
"94531","3355.44444","4293.44444","1.33333","26.79667","28.00135","1","1","1"
"94533","3513.88889","4635","1.44444","29.94667","31.40167","1","1","1"
"94534","1493.55556","5041.22222","3.55556","71.90667","70.06361","1","1","1"
"94535","2149.5","5789","3","62.87","60.03963","1","0","0"
"94536","938.66667","4667.33333","4.16667","82.41333","81.56054","1","1","1"
"94538","721.2","4443","4.4","84.604","83.86704","1","1","1"
"94539","47.83333","5179.66667","5","99.08","98.40672","1","0","1"
"94541","3535.6","4692.2","1.4","28.145","28.70895","1","0","1"
"94542","3450","5789","2","40.4","36.16138","1","0","0"
"94544","3237","4106.5","1","20.02","20.24404","1","1","1"
"94545","1820.42857","3343.85714","2.57143","51.57286","46.82039","1","1","1"
"94546","832.42857","4827.57143","4.14286","83.99143","83.13599","1","1","1"
"94550","1048","4228.77778","3.88889","71.22","69.22897","1","1","1"
"94551","1857.28571","5349.85714","3.28571","66.62571","64.05704","1","1","1"
"94553","1842.42857","4827.57143","3.28571","64.17571","61.90686","1","1","1"
"94556","168.2","4443","5","96.956","96.76153","1","1","1"
"94558","2262","4667.33333","2.5","49.55333","48.22956","1","1","1"
"94559","2648","4570.33333","2","47.46667","46.08723","1","0","1"
"94560","2814.42857","5266.71429","2.14286","42.62429","41.19141","1","0","1"
"94564","3304.5","4667.33333","1.66667","30.945","29.78572","1","1","1"
"94565","3785.125","4947.75","1.125","21.9575","23.18495","1","1","1"
"94566","575.14286","3866.14286","4.28571","83.09571","82.73736","1","1","1"
"94568","360.875","4947.75","4.75","93.25875","92.59046","1","1","1"
"94577","2844.14286","4388.42857","2","37.88","36.44264","1","1","1"
"94578","4433","5789","1.33333","23.42333","24.77629","1","0","0"
"94583","393.33333","4699.66667","4.66667","92.36556","92.56133","1","1","1"
"94586","139","5789","5","97.6","97.08792","1","0","0"
"94587","1742.625","4563.5","3.25","61.89","58.8054","1","1","1"
"94588","233.8","5057.8","5","95.724","95.6601","1","0","1"
"94589","3209.125","4563.5","1.875","37.77625","37.44695","1","1","1"
"94590","3926.71429","4827.57143","0.85714","17.39857","18.76917","1","1","1"
"94591","3616.125","4947.75","1.5","26.95125","27.04646","1","1","1"
"94592","5087","5789","1","12.13","16.83498","1","0","0"
"94597","486.5","4252","4","88.925","89.36619","1","1","0"
"94598","709.33333","4058","4.33333","83.88","82.85752","1","1","1"
"94601","4142.44444","4635","0.66667","14.02","16.17482","1","1","1"
"94605","2721","4033.75","1.75","33.145","35.1843","1","1","1"
"94606","2912.22222","4293.44444","1.55556","32.74556","33.68893","1","1","1"
"94607","2115.42857","4305.28571","2.85714","54.04571","53.41317","1","1","1"
"94608","3119","4744.42857","1.85714","35.80429","36.4221","1","0","1"
"94609","3128.4","4326.6","1.2","23.284","25.87654","1","0","1"
"94610","1422.6","3711.8","3.2","59.118","56.10307","1","1","1"
"94611","1441.5","4490.75","3.125","61.97875","61.10311","1","1","1"
"94612","1493.66667","2327","2","38.76333","37.70006","0","1","1"
"94619","3895.8","5057.8","1.4","29.21","29.66896","1","0","1"
"94621","4400.22222","4976.55556","0.55556","12.60889","15.98249","1","1","1"
"94702","639","5789","4","88.96","90.0751","1","0","0"
"94703","895.66667","3739.66667","3.66667","74.16667","71.99451","1","1","0"
"94704","680.5","3961","4","83.88","82.91735","1","0","1"
"94705","1115.5","5020.5","4","79.9625","78.81526","1","1","0"
"94706","331.8","4443","4.8","93.176","93.40421","1","1","1"
"94709","695","5789","4","87.99","89.12854","1","0","0"
"94710","912","5789","4","84.25","84.78211","1","0","0"
"94801","4233.85714","4744.42857","0.71429","15.12286","18.65933","1","0","1"
"94803","2462.75","4106.5","2","38.95","35.88496","1","1","1"
"94804","3706.2","4443","1","20.884","21.64423","1","1","1"
"94806","4140.25","4947.75","0.75","17.64375","19.94205","1","1","1"
"94901","2740.11111","4635","1.88889","42.48444","41.74641","1","1","1"
"94903","454","5789","4.5","92.16","92.68797","1","0","1"
"94928","2194.14286","4305.28571","2.57143","49.94714","48.12375","1","1","1"
"94949","2262.75","5020.5","3","57.685","53.86243","1","1","0"
"94952","1397.25","5789","3.75","75.865","75.01675","1","0","1"
"94954","1985.57143","4305.28571","2.71429","52.60143","51.05366","1","1","1"
"94965","3339.5","5789","2.5","42.315","43.992","1","0","0"
"95002","2052","5789","3","64.55","60.29319","1","0","0"
"95008","1477.66667","5789","4","74.47667","72.94562","1","0","0"
"95020","1963","4228.77778","2.77778","59.50333","56.33","1","1","1"
"95023","2465","5276.66667","3.16667","57.38","56.33316","1","1","0"
"95035","934.6","5057.8","3.8","74.15","73.30908","1","0","1"
"95037","1718.22222","4228.77778","3.11111","59.04333","57.33468","1","1","1"
"95050","1645.5","4667.33333","3","62.77333","60.49936","1","1","1"
"95051","1179.875","4947.75","3.75","75.14875","72.4565","1","1","1"
"95060","1523.66667","4058","2.66667","54.86","54.0283","1","1","1"
"95062","1955","4305.28571","2.71429","53.99857","51.89506","1","1","1"
"95065","1250.66667","5789","4","78.39667","76.27706","1","0","0"
"95076","3241.33333","4293.44444","1.33333","27.44778","27.81152","1","1","1"
"95110","2484.66667","4667.33333","2.33333","42.29833","41.11411","1","1","1"
"95111","2464.55556","4358.11111","2.33333","47.37222","44.36057","1","1","1"
"95112","3654.85714","4471.57143","1.14286","19.86714","21.34131","1","1","1"
"95116","3742.5","4866.8","1.1","24.259","24.48944","1","1","0"
"95117","2254","4875","2.25","47.6","45.14053","1","0","1"
"95118","1242","3649.5","3.25","66.85875","66.07325","1","1","1"
"95121","1953","5382.77778","3.44444","65.66111","63.58935","1","0","1"
"95122","1929.875","3722.25","2.5","47.11875","46.91098","1","1","1"
"95123","2402.85714","4827.57143","2.28571","49.72714","47.569","1","1","1"
"95125","3127","5789","2.33333","45.985","46.54248","1","0","0"
"95126","2016.33333","3545.66667","2.33333","44.98","40.47487","1","1","1"
"95127","2096.125","3119.75","1.375","31.0025","28.7092","1","1","1"
"95128","2019.6","3711.8","2.6","52.386","47.94525","1","1","1"
"95130","705","5174.2","4.4","86.286","85.79433","1","1","0"
"95131","1667.2","4326.6","2.4","48.456","48.36726","1","0","1"
"95133","1881.42857","3260.71429","2.28571","48.66571","46.03263","1","1","1"
"95136","2513","4570.33333","1.83333","41.57833","38.52871","1","0","1"
"95139","1639","4252","3","63.015","57.45619","1","1","0"
"95148","1638.55556","4699.66667","3.22222","64.23333","62.27275","1","1","1"
"95202","2591.25","4033.75","2","41.39625","41.25989","1","1","1"
"95203","3472.4","4326.6","1.4","32.32","33.96992","1","0","1"
"95205","3988.55556","4976.55556","1.11111","23.22444","24.42969","1","0","1"
"95206","3868.71429","4744.42857","1.14286","21.68714","22.88073","1","0","1"
"95207","3397","5266.71429","1.85714","39.53857","40.40178","1","0","1"
"95210","3819.625","5332","1.375","29.5025","31.27932","1","0","1"
"95212","2302.33333","4293.44444","2.55556","50.68333","48.75895","1","1","1"
"95219","2631.8","5789","2.8","54.536","53.1725","1","0","0"
"95231","5259","5789","0","9.16","14.73868","1","0","0"
"95240","4020.25","5332","1.125","23.11375","23.95657","1","0","1"
"95252","3691.33333","4764.33333","1.33333","24.86","24.59256","1","1","0"
"95301","2218.88889","4293.44444","2.33333","47.86667","43.94898","1","1","1"
"95304","3444.25","5020.5","1.75","38.28","39.45875","1","1","0"
"95307","3137.125","3649.5","1.125","20.555","22.00796","1","1","1"
"95313","1375","4252","3.5","63.925","59.39357","1","1","0"
"95326","1684.8","3097","2.2","44.614","42.08619","1","1","1"
"95336","2899.66667","4570.33333","1.88889","36.59889","35.58211","1","0","1"
"95337","2367.6","5057.8","2.8","50.488","48.57649","1","0","1"
"95338","2117.33333","4570.33333","3","58.58","54.15676","1","0","1"
"95340","3008.66667","4699.66667","1.77778","35.91778","34.29407","1","1","1"
"95341","2260.33333","4667.33333","2.66667","51.27333","46.61408","1","1","1"
"95350","3644.55556","5382.77778","1.66667","32.05333","31.26716","1","0","1"
"95351","4208.88889","5041.22222","0.88889","19.99","22.44357","1","1","1"
"95354","3616","5276.66667","1.5","32.11333","31.41559","1","1","1"
"95355","1919.9","4443","2.9","59.48","57.02731","1","1","1"
"95356","2257.6","5057.8","2.8","56.406","52.16004","1","0","1"
"95358","2994.375","4947.75","1.75","35.4925","35.60469","1","1","1"
"95361","2182.66667","4228.77778","2.44444","46.91222","43.94371","1","1","1"
"95366","1604.28571","4744.42857","3.14286","63.27143","61.52634","1","0","1"
"95367","2380.83333","4058","2","38.97333","36.86904","1","1","1"
"95368","2515.25","5020.5","2.5","50.155","44.76371","1","1","0"
"95370","2215","4326.6","2.4","46.968","45.46714","1","0","1"
"95376","2714.625","4563.5","2","39.0525","36.40985","1","1","1"
"95380","2940.85714","4305.28571","1.42857","29.26286","27.87067","1","1","1"
"95382","2683","4827.57143","2.42857","47.92429","45.94456","1","1","1"
"95388","2477","5174.2","2.6","52.884","47.55355","1","1","0"
"95401","3247.2","5057.8","1.6","34.553","34.15302","1","0","1"
"95403","3522.8","5174.2","1.6","29.202","29.04195","1","1","0"
"95404","2781.14286","5349.85714","2.28571","47.23429","45.75014","1","1","0"
"95405","1564.8","4443","3","61.954","58.6438","1","1","1"
"95407","3576","4947.75","1.125","25.99625","26.24756","1","1","1"
"95409","944.66667","4667.33333","4","81.67167","79.9563","1","1","1"
"95422","5393.5","5789","0.5","6.83","11.39336","1","0","0"
"95437","2133.75","3192.5","1.5","29.805","28.85","1","1","1"
"95476","2913.625","4563.5","1.875","35.33875","33.86164","1","1","1"
"95482","3836.83333","5179.66667","1","23.54167","24.59974","1","0","1"
"95490","2673.75","4106.5","1.5","34.5225","34.51441","1","1","1"
"95492","2065.8","3711.8","2.4","42.25","38.178","1","1","1"
"95501","1966.6","2980.6","2.2","43.838","42.63389","1","1","1"
"95503","2426.83333","5276.66667","2.83333","56.97","56.94991","1","1","0"
"95519","1641.75","4106.5","3","61.0925","56.71815","1","1","1"
"95521","1540.375","3961","2.875","59.35","57.14654","1","0","1"
"95531","3119.75","4106.5","1.25","28.2325","28.204","1","1","1"
"95540","2429.66667","4058","1.5","36.43167","34.69966","1","1","1"
"95603","2076","4058","2.33333","44.55833","41.9721","1","1","1"
"95605","4447.66667","5789","1","23.16667","24.17152","1","0","0"
"95608","3415.75","5404.75","1.875","37.425","36.74377","1","1","0"
"95610","3445.4","5057.8","1.8","32.046","30.54628","1","0","1"
"95616","743.83333","3961","4","78.62833","77.93233","1","0","1"
"95618","518","2715","4","80.92","78.5269","0","1","0"
"95620","2584.14286","4305.28571","2","40.27286","37.5234","1","1","1"
"95621","3090.57143","4827.57143","1.85714","35.71429","35.05395","1","1","1"
"95624","1813","5041.22222","3.33333","64.54444","60.93486","1","1","1"
"95628","1152.66667","3351.66667","3","60.015","57.26693","1","0","1"
"95630","782.42857","4305.28571","4.14286","78.12429","77.71225","1","1","1"
"95632","1784.375","4033.75","2.875","54.65125","51.44071","1","1","1"
"95648","1602.83333","5276.66667","3.5","69.58667","66.30094","1","1","0"
"95650","769","5179.66667","4.16667","84.99333","84.74587","1","0","1"
"95655","2671.5","5789","2.5","53.85","53.77155","1","0","0"
"95660","3417","4875","1.5","29.18625","27.86757","1","0","1"
"95661","1110.8","4443","4.2","79.5","77.95938","1","1","1"
"95662","1376.57143","4388.42857","3.28571","66.75857","63.18346","1","1","1"
"95667","1122.8","3213.4","3.4","67.13","61.98625","1","1","1"
"95670","2772","4305.28571","1.71429","33.49","32.94685","1","1","1"
"95673","2200.33333","4155","2.33333","50.19833","47.57247","1","1","1"
"95677","873.5","5276.66667","4","83.39667","83.54423","1","1","0"
"95678","2190.28571","4305.28571","2.42857","46.93143","44.09354","1","1","1"
"95682","917.66667","4155","3.83333","80.10833","78.44776","1","1","1"
"95683","636","5789","4","89.01","90.11751","1","0","0"
"95687","2629.57143","5266.71429","2.42857","53.49857","50.14625","1","0","1"
"95688","1726.55556","4635","3","60.67222","56.90399","1","1","1"
"95691","1871.83333","5179.66667","3.16667","63.67333","60.80535","1","1","1"
"95695","3412.71429","4910.71429","1.42857","31.26143","29.69824","1","1","1"
"95713","1536","3961","3.5","69.62","66.08149","1","0","1"
"95747","906.875","5404.75","4.375","83.715","83.84941","1","1","0"
"95757","802.1","4077.4","3.7","78.802","77.96463","1","1","1"
"95758","1792.11111","4635","3","60.4","56.04539","1","1","1"
"95762","677.5","5789","4.5","88.295","89.05237","1","0","0"
"95765","904.625","5404.75","4.375","83.8125","83.88023","1","1","0"
"95776","2220.5","3961","2.5","51.295","46.99265","1","0","1"
"95814","2722","5789","3","52.98","47.70048","1","0","0"
"95816","873.5","4252","4","80.845","79.61481","1","1","0"
"95817","3733.25","4875","0.75","20.3025","21.85204","1","0","1"
"95818","2102.25","4033.75","2.5","50.49875","49.28211","1","1","1"
"95819","609.75","4875","4.25","85.975","85.15653","1","0","1"
"95820","3414.5","4418","1.625","27.435","27.7783","1","0","1"
"95821","2612.42857","4305.28571","2.14286","42.54","40.84015","1","1","1"
"95822","4381.66667","5789","1.16667","24.31","27.04039","1","1","0"
"95823","3551.14286","4827.57143","1.42857","25.96571","25.45022","1","1","1"
"95824","4104.33333","4764.33333","0.66667","13.39667","15.86735","1","1","0"
"95825","4006.4","4326.6","0.2","6.746","11.74721","1","0","1"
"95826","2578.33333","5276.66667","2.83333","51.32167","46.49017","1","1","0"
"95827","3165.16667","3961","1.33333","28.18667","29.38809","1","0","1"
"95829","1406.8","4443","3.6","67.972","63.39947","1","1","1"
"95831","2903.16667","5179.66667","2.16667","46.56333","46.39677","1","0","1"
"95833","3371","4947.75","1.625","32.90375","32.61805","1","1","1"
"95834","1649.875","3576.75","2.75","52.21","50.28986","1","1","1"
"95835","2218.42857","4827.57143","2.71429","52.51571","49.97776","1","1","1"
"95838","3308","4222.14286","1.28571","27.05143","27.0039","1","0","1"
"95841","2907","5789","2","49.78","44.53171","1","0","1"
"95842","2896.66667","4667.33333","1.83333","39.12167","36.23359","1","1","1"
"95843","1969.55556","4228.77778","2.66667","55.87222","51.68126","1","1","1"
"95864","1715.14286","4305.28571","3","62.01","60.48582","1","1","1"
"95901","2906.71429","4910.71429","2.14286","41.32286","39.40145","1","1","0"
"95926","2098","4155","2.66667","54.895","52.57642","1","1","1"
"95928","2053","4764.33333","3","61.455","60.07259","1","1","1"
"95945","1966.83333","4667.33333","2.66667","56.58333","51.88229","1","1","1"
"95949","1352.2","4443","3.6","69.804","66.31311","1","1","1"
"95953","1675.16667","4058","2.83333","56.94667","52.10477","1","1","1"
"95959","1677","4570.33333","2.66667","52.43667","51.53384","1","0","1"
"95961","2961.4","4750.4","1.8","38.363","38.2151","1","1","1"
"95965","3266.33333","4764.33333","1.33333","29.81","28.74999","1","1","1"
"95966","2745","3545.66667","1.33333","26.95","26.15988","1","1","1"
"95973","2515","5789","3","56.56","51.58043","1","0","0"
"95988","3151.4","3711.8","0.8","18.048","20.08425","1","1","1"
"95991","3383.22222","5041.22222","1.66667","31.86556","30.29867","1","1","1"
"95993","2375.28571","4744.42857","2.28571","47.55286","46.93937","1","0","1"
"96001","2877","4875","2","38.47","37.59997","1","0","1"
"96002","1938.14286","3866.14286","2.42857","47.82714","43.95493","1","1","1"
"96003","2053.25","5020.5","3","61.6675","58.80132","1","1","0"
"96007","1668.2","3097","2.6","50.91","48.21612","1","1","1"
"96021","3074.875","4490.75","1.5","30.5425","30.49394","1","1","1"
"96080","2262","4910.71429","2.71429","56.06","51.73835","1","1","0"
"96097","1199.66667","2327","2.66667","48.25333","42.99176","1","1","1"
"96130","1985.2","4443","2.8","54.472","51.32287","1","1","1"
"96150","2374.57143","4305.28571","2.14286","44.20286","41.32167","1","1","1"
"96161","997.28571","4305.28571","3.57143","72.13571","70.72394","1","1","1"
