name,county_name,city_name,aland,median_household_income,average_household_income,per_capita_income,percent_of_households_with_incomes_200000_or_more,householder_under_25_years,householder_25_to_44_years,householder_45_to_64_years,householder_65_years_and_over,hhi_total,hhi_lt_25k,hhi_25k_to_49k,hhi_50k_to_749k,hhi_75k_to_999k,hhi_100k_to_1490k,hhi_150k_to_1999k,hhi_200k_or_more,race_and_ethnicity_total,population_density_sq_mi,median_age,educational_attainment_bachelors,educational_attainment_graduate,family_poverty_pct,unemployment_pct,housing_units,median_value_of_owner_occupied_units
95467,Lake,Hidden Valley Lake,25462441,70625,84204,31804,4.8%,39543,71058,77146,65700,2054,243,443,424,334,373,138,99,5506,560.1,44.3,12.7%,6.3%,3.5%,2.0%,2469,316000
95470,Mendocino,Calpella; Redwood Valley,213718903,63229,79323,31491,4.3%,36316,69868,65655,44750,2116,426,493,279,278,355,195,90,5561,67.4,45.3,11.4%,6.5%,6.2%,5.9%,2379,407700
95476,Sonoma,Boyes Hot Springs; El Verano; Eldridge; Fetters Hot Springs-Agua Caliente; Sonoma; Temelec,290075348,82036,118764,50716,13.5%,54803,92239,100373,64969,15332,2066,2587,2367,2068,2694,1486,2064,36586,326.7,50.2,24.1%,15.0%,4.9%,4.5%,17337,689600
95482,Mendocino,Calpella; Talmage; Ukiah,805168061,52673,77007,29171,5.3%,30398,49900,59608,51190,11451,2558,2876,2179,1089,1619,525,605,31482,101.3,38.6,14.0%,8.7%,14.9%,9.4%,12685,364200
95490,Mendocino,Brooktrails; Willits,1015731152,49043,59482,25539,2.8%,76628,51517,50446,39771,5235,1515,1145,1005,698,623,102,147,12975,33.1,39.4,14.0%,7.8%,15.7%,12.9%,5985,284300
95492,Sonoma,Larkfield-Wikiup; Windsor,49281439,107153,120982,41449,14.5%,71853,121098,129012,65533,9757,802,1238,1276,1232,2355,1435,1419,29271,1538.3,40.8,20.3%,11.4%,1.9%,4.1%,10138,606600
95501,Humboldt,Eureka; Myrtletown,18239445,44952,68346,31771,4.2%,30184,46806,49190,37434,10135,2717,2793,1850,1071,1000,283,421,23324,3312.0,39.4,19.9%,7.7%,6.5%,8.1%,11403,277300
95503,Humboldt,Bayview; Cutten; Eureka; Fields Landing; Humboldt Hill; Indianola; Myrtletown; Pine Hills,223890328,54873,70075,28461,3.5%,21682,62716,54281,52854,10226,2467,2243,2025,1273,1347,512,359,25972,300.4,40.8,18.3%,11.3%,14.2%,7.0%,11139,298400
95519,Humboldt,Fieldbrook; McKinleyville,147243840,56487,75515,29872,6.1%,33409,56477,64503,55156,7552,1543,1789,1412,938,1079,332,459,19763,347.6,36.3,23.5%,11.8%,7.5%,6.7%,8073,313300
95521,Humboldt,Arcata; Blue Lake; Eureka; Manila; Samoa,138831565,39276,61838,26558,3.0%,22986,40495,52763,48935,8331,2821,2212,1111,714,825,396,252,21068,393.0,28.0,29.8%,18.4%,13.6%,10.8%,9201,351100
95528,Humboldt,,265704957,61528,88235,32830,7.0%,65556,47500,70179,50833,499,80,138,77,59,81,29,35,1437,14.0,39.8,8.9%,2.2%,14.1%,7.6%,574,343700
95531,Del Norte,Bertsch-Oceanview; Crescent City; Fort Dick; Hiouchi,505275218,44894,62844,23323,3.0%,25053,55821,49557,40655,8497,2316,2181,1597,864,1089,195,255,23737,121.7,38.2,8.7%,5.7%,15.0%,7.6%,9588,219700
95536,Humboldt,Ferndale,381215568,51045,78659,32014,6.9%,32625,51224,76300,43409,1124,237,297,187,126,156,43,78,2899,19.7,45.3,17.0%,7.6%,8.1%,8.6%,1329,452400
95540,Humboldt,Fortuna; Hydesville; Rio Dell,71917444,46219,62140,24543,2.2%,28594,47802,53071,40162,5402,1519,1440,891,657,496,281,118,14196,511.2,40.1,16.5%,4.3%,11.3%,7.1%,5897,289700
95546,Humboldt,Hoopa,353796175,34323,44956,15570,1.9%,69241,28438,1,27303,1163,501,270,172,121,77,0,22,3466,25.4,30.7,14.6%,2.9%,27.6%,9.4%,1489,216400
95551,Humboldt,Fields Landing; Loleta,110251493,58000,84685,35075,4.6%,58958,39279,83073,55724,570,103,143,131,66,73,28,26,1416,33.3,41.3,28.2%,7.2%,13.6%,10.8%,664,282200
95564,Humboldt,Fairhaven; Samoa,8552555,42206,61519,26005,2.5%,45833,40278,41406,71250,158,18,84,16,14,16,6,4,389,117.8,41.5,13.7%,9.6%,8.2%,16.2%,198,304300
95570,Humboldt,Big Lagoon; Trinidad; Westhaven-Moonstone,61407327,50278,83014,37060,7.3%,18063,64167,58750,49271,1026,269,243,111,115,138,75,75,2338,98.6,46.4,30.9%,24.4%,7.1%,4.9%,1444,447800
95602,Nevada; Placer,Auburn; Lake of the Pines; North Auburn,127846525,82397,97720,40725,8.3%,90625,91087,89771,64792,7010,900,1288,979,1278,1287,697,581,17557,355.7,54.7,22.9%,11.6%,5.7%,4.3%,7628,471000
95603,Placer,Auburn; North Auburn,101090954,68257,90303,38428,7.9%,40000,76600,84833,54444,12072,2370,2192,1972,1479,2020,1086,953,29474,755.1,47.7,21.0%,11.7%,8.9%,3.9%,13067,426300
95605,Yolo,West Sacramento,10099863,51303,68617,24646,4.0%,36944,60711,57857,31382,4927,1379,1060,957,727,510,97,197,14493,3716.6,32.3,10.8%,5.4%,16.7%,10.2%,5427,267400
95608,Sacramento,Arden-Arcade; Carmichael; Rancho Cordova,33697966,64059,94146,39428,9.0%,46635,56974,81429,60609,25440,4727,5031,4674,3061,3678,1967,2302,62539,4806.7,41.7,20.6%,14.1%,10.6%,6.5%,26915,397400
95610,Sacramento,Citrus Heights; Orangevale,20274576,61461,77567,30925,3.7%,38125,62017,75269,53346,17927,2919,4094,3655,2542,2940,1109,668,46305,5915.3,36.5,15.9%,5.5%,8.3%,6.2%,18589,331400
95616,Yolo,Davis; University of California-Davis,71375438,55510,92279,31751,12.4%,17796,62306,138125,96193,17302,5092,2783,2423,1243,2051,1572,2138,52212,1894.6,22.9,31.9%,42.4%,6.5%,6.8%,18246,672300
95618,Solano; Yolo,Davis,90471925,93643,132665,47417,21.9%,19677,92020,140402,86949,9692,1627,1247,1203,1016,1682,794,2123,27519,787.8,31.7,30.5%,42.2%,7.6%,4.7%,10233,665200
95620,Solano; Yolo,Dixon; West Sacramento,623586864,82956,100622,31766,6.8%,92615,67734,98958,76354,6703,594,1066,1207,1243,1465,675,453,21954,91.2,35.1,12.6%,6.8%,7.8%,5.7%,7085,395300
95621,Sacramento,Antelope; Citrus Heights; Foothill Farms,17600476,63214,75299,30807,3.1%,39485,72174,75663,45867,16385,2545,3669,3616,2772,2606,667,510,41740,6142.2,39.7,13.3%,6.1%,7.0%,6.2%,16945,268000
95624,Sacramento,Elk Grove; Florin,113923478,93090,115141,36273,11.5%,32389,96861,101564,69661,19948,2199,2785,2910,2827,4533,2403,2291,65948,1499.3,37.9,22.5%,8.7%,6.6%,6.1%,20621,399600
95626,Placer; Sacramento; Sutter,Elverta,59953036,75481,88115,28500,4.5%,30625,71571,84732,54677,1903,302,360,277,264,402,213,85,6065,262.0,41.4,11.6%,5.1%,5.8%,4.4%,1961,334800
95628,Sacramento,Carmichael; Fair Oaks; Orangevale,33244957,86181,115560,46675,14.2%,36555,78161,106515,73605,16090,1717,2412,2813,2451,2841,1578,2278,40855,3182.9,45.4,26.3%,15.8%,5.0%,4.7%,16934,437200
95630,Sacramento,Folsom,71696376,114405,132609,47874,19.4%,47163,134033,136291,59912,27836,2594,3099,3394,3059,5788,4506,5396,78159,2823.4,40.7,30.6%,20.6%,3.9%,3.1%,28775,524100
95632,Sacramento; San Joaquin,Collierville; Dogtown; Galt; Herald; Thornton,287137061,76334,94221,30660,6.5%,71895,74907,103042,45250,10042,1290,2004,1616,1248,2302,932,650,31911,287.8,36.5,13.0%,4.7%,6.6%,6.0%,10649,354900
95642,Amador,Jackson; Martell; Pine Grove,171624922,62083,77627,35740,4.4%,21042,68135,67096,58705,3147,674,629,660,529,262,255,138,7101,107.2,54.4,17.5%,5.6%,6.3%,6.0%,3525,306400
95648,Placer,Lincoln; Sheridan,367039666,88158,107658,40962,10.7%,50064,109953,110686,63410,19587,2549,2989,2898,2735,4276,2043,2097,52949,373.6,43.5,20.9%,11.8%,5.5%,3.4%,20223,454400
95650,Placer,Granite Bay; Lincoln; Loomis; Penryn; Rocklin,63861153,102107,139076,51922,19.0%,63000,118488,108622,84028,5390,449,710,898,520,1259,532,1022,14808,600.6,48.0,25.5%,12.4%,3.9%,3.0%,5688,637700
95660,Sacramento,Foothill Farms; McClellan Park; North Highlands; Sacramento,16140097,45845,60251,19023,1.6%,30977,44001,53965,38503,10593,2454,3392,1899,1242,1074,358,174,35461,5690.4,31.1,8.1%,2.6%,21.8%,4.6%,10987,209500
95661,Placer,Roseville,23331405,86823,113065,44489,13.9%,64750,96473,113519,60500,12031,1509,1453,2223,1646,2324,1201,1675,31315,3476.2,41.6,28.5%,13.1%,5.0%,4.4%,12799,472500
95662,Sacramento,Orangevale,27978063,80434,93610,36518,6.1%,53531,94318,87118,55673,12247,1418,2109,2195,2028,2584,1164,749,32172,2978.2,41.2,22.7%,7.9%,4.5%,5.4%,12777,372900
95667,El Dorado,Camino; Cold Springs; Coloma; Diamond Springs; Placerville,448566280,71705,89529,36492,8.1%,56179,68250,92368,59962,14335,2550,2359,2545,1927,2681,1114,1159,36487,210.7,51.0,19.1%,9.3%,5.2%,4.7%,15587,395900
95670,Sacramento,Gold River; Rancho Cordova,32700052,67015,86450,33419,6.5%,41221,65660,78927,57981,20736,3426,4520,3653,2898,3490,1410,1339,55558,4400.4,36.7,21.7%,9.6%,10.3%,7.3%,21653,320000
95673,Sacramento,Elverta; Rio Linda; Sacramento,41915524,70876,78649,24480,3.3%,117708,64125,75712,57813,4958,795,892,1043,803,911,348,166,16636,1027.9,36.8,10.6%,3.0%,10.7%,5.0%,5173,274400
95677,Placer,Loomis; Rocklin; Roseville,22960454,87742,103678,39121,12.1%,42407,100784,98021,57500,9363,1385,1244,1236,1528,1994,845,1131,25477,2873.9,38.6,26.4%,13.8%,5.6%,4.8%,9834,426300
95678,Placer,Roseville,28068429,73253,91553,36405,7.8%,56510,74984,93599,51508,16154,2193,2996,3099,2233,3006,1375,1252,42053,3880.4,37.0,25.1%,10.3%,7.3%,4.6%,17062,367000
95682,El Dorado,Cameron Park; Diamond Springs; El Dorado Hills; Shingle Springs,210153958,87347,108168,41490,11.2%,44956,90375,105479,72244,11309,1383,1731,1518,1788,2356,1272,1261,30314,373.6,46.6,20.8%,11.1%,5.0%,5.4%,11931,473200
95687,Solano,Elmira; Fairfield; Vacaville,112694487,86056,103345,34285,9.0%,56339,90077,105645,55207,22220,2585,3397,3548,3339,4982,2374,1995,69060,1587.2,37.8,14.3%,7.2%,4.4%,4.2%,23314,408400
95688,Solano,Allendale; Hartley; Vacaville,210258243,94863,115223,41856,13.3%,52222,91718,108455,83583,13231,1219,2047,1929,1794,2712,1764,1766,37260,459.0,39.1,18.3%,9.8%,6.1%,5.3%,13849,476600
95691,Yolo,West Sacramento,107646488,77303,97195,35163,9.0%,39167,91265,86250,51458,13665,2493,1773,2350,1869,2531,1425,1224,38690,930.9,34.9,22.7%,11.5%,10.1%,6.3%,14066,367300
95695,Yolo,Monument Hills; Woodland; Yolo,368209859,64390,90858,33277,7.3%,39269,69885,73481,53542,14749,2138,3091,3226,2247,2016,954,1077,41278,290.3,37.7,16.9%,9.6%,7.5%,6.3%,15361,370700
95709,El Dorado,Camino; Pollock Pines,57820109,79483,99938,38916,10.0%,30192,95288,101013,63466,2090,337,381,246,240,400,276,210,5498,246.3,49.4,17.7%,13.1%,8.3%,5.6%,2352,397500
95713,Placer,Colfax,184455430,72746,94222,38155,6.2%,57065,85559,92622,48373,4091,798,591,716,565,798,368,255,10472,147.0,46.5,17.2%,9.2%,6.4%,3.5%,4489,381900
95747,Placer,Roseville,121049377,105431,124285,44114,15.4%,52059,129085,129057,56998,23180,2557,2754,2973,2520,5108,3695,3573,66931,1432.1,39.5,31.7%,13.4%,6.2%,4.8%,24093,467200
95757,Sacramento,Elk Grove; Franklin,156581954,105390,123106,36134,14.0%,63750,117035,113517,72560,14382,1268,1458,1970,2019,3429,2229,2009,50727,839.1,36.1,28.6%,13.1%,5.5%,3.8%,14684,456700
95758,Sacramento,Elk Grove; Sacramento,33338334,85221,99677,33626,7.0%,39417,82369,98224,64386,21507,2439,2912,3892,3389,4784,2579,1512,65811,5112.7,37.4,24.5%,12.1%,6.7%,6.6%,22334,369200
95762,El Dorado,El Dorado Hills,107122104,142453,177785,61005,31.6%,42500,160500,167201,92982,14577,811,1218,1280,1459,2963,2238,4608,43052,1040.9,44.4,34.6%,21.3%,2.6%,4.4%,14929,639100
95765,Placer,Rocklin; Roseville,31917341,108188,127121,42759,15.8%,40663,111563,130231,60830,12912,954,1558,1456,1893,3075,1932,2044,39214,3182.1,36.6,33.6%,17.2%,2.6%,4.0%,13227,512900
95776,Yolo,Knights Landing; Woodland,239419627,81184,100703,32947,8.4%,54167,75605,100047,54071,7595,1182,1228,1130,850,1510,1054,641,23911,258.7,33.4,15.7%,13.8%,10.4%,4.2%,7777,378200
95811,Sacramento,Sacramento,7363084,59254,85945,49281,9.4%,25813,59617,66250,55625,3449,942,446,649,389,536,162,325,6294,2213.9,32.0,36.1%,17.8%,26.5%,5.2%,3928,517000
95814,Sacramento,Sacramento,3616890,33938,60959,36281,4.0%,30781,58258,23682,15733,6709,2882,1186,763,622,655,333,268,11908,8527.1,34.0,27.4%,12.7%,23.4%,6.8%,7492,472700
95816,Sacramento,Sacramento,5301360,72270,94952,56351,9.0%,45764,76954,87708,44219,9961,1571,1722,1836,1403,1698,835,896,17199,8402.6,34.6,37.9%,25.9%,4.0%,4.2%,10565,574700
95817,Sacramento,Sacramento,5933960,50925,64130,29557,2.8%,14732,57520,63218,18768,6148,1947,1073,937,795,941,284,171,13758,6004.9,35.5,24.6%,13.0%,13.6%,6.3%,6575,330600
95818,Sacramento,Sacramento,9901472,84908,112560,52663,15.2%,30278,81157,118026,67583,9943,1607,1288,1488,1202,1865,985,1508,21625,5656.6,39.2,31.5%,26.2%,10.2%,6.2%,10673,569700
95819,Sacramento,Sacramento,8855233,106514,130263,52699,18.9%,26000,124439,115781,74599,7901,755,978,852,1119,1694,1006,1497,19890,5817.4,36.4,37.6%,26.9%,3.6%,4.2%,8394,568800
95820,Sacramento,Fruitridge Pocket; Sacramento,13453321,51068,63963,23927,2.2%,45392,60802,49743,40691,12964,3077,3267,2770,1829,1358,377,286,36437,7014.7,35.1,12.3%,7.0%,14.9%,9.9%,13674,248200
95821,Sacramento,Arden-Arcade; North Highlands; Sacramento,18522330,42456,66311,28633,3.8%,32260,38394,54793,41630,15044,4309,4083,2070,1458,1745,810,569,35812,5007.6,37.4,17.4%,9.1%,19.0%,8.9%,15926,328700
95822,Sacramento,Sacramento,21892190,57535,75396,28209,4.2%,28511,64511,68389,42442,15979,3556,3281,3147,2012,2245,1068,670,44741,5293.2,38.1,15.8%,8.6%,11.8%,8.3%,16975,307100
95823,Sacramento,Florin; Parkway; Sacramento,30571507,47553,61970,19714,2.3%,30684,47043,53103,41507,23710,5818,6592,4716,2575,2870,587,552,79440,6730.1,31.4,10.4%,3.2%,18.6%,10.0%,25022,244100
95824,Sacramento,Lemon Hill; Parkway; Sacramento,10518250,38985,50637,16228,1.5%,17639,43062,39688,32500,9103,3028,2908,1520,888,495,126,138,30296,7460.0,32.7,6.0%,1.5%,25.1%,9.6%,9698,192500
95825,Sacramento,Arden-Arcade; Sacramento,12212460,40515,56125,25499,2.1%,22238,41979,48879,36551,16404,5251,4465,2485,1430,1746,686,341,37473,7947.2,32.1,22.8%,10.6%,27.0%,10.7%,17233,298100
95826,Sacramento,La Riviera; Rosemont; Sacramento,29579614,64241,78234,31524,4.1%,29831,66438,81277,56435,15214,2664,3352,2734,2188,2585,1061,630,39145,3427.5,33.5,24.0%,9.8%,11.8%,6.3%,16196,305800
95827,Sacramento,La Riviera; Mather; Rancho Cordova; Rosemont,19972082,59115,74498,27612,3.1%,43375,57063,72500,52121,7292,1030,1930,1606,1006,998,493,229,20666,2680.0,35.2,16.7%,6.4%,7.3%,7.7%,7664,266900
95829,Sacramento,Sacramento; Vineyard,53821813,93377,106429,32781,9.0%,42333,103696,100984,64247,8443,835,1177,1291,1251,2199,930,760,28264,1360.1,35.5,21.1%,8.3%,5.9%,4.7%,8668,381500
95831,Sacramento,Freeport; Sacramento,18199581,79368,102347,44916,10.1%,29300,77270,98750,70699,18443,2319,3249,2932,2771,3255,2062,1855,43094,6132.7,43.8,29.8%,17.6%,4.8%,4.6%,19303,417700
95833,Sacramento,Sacramento,20071718,63418,82805,31358,5.7%,36524,64463,68250,60625,14656,2162,3041,3355,2041,2324,903,830,39905,5149.2,31.5,21.2%,10.0%,8.9%,6.1%,15414,293400
95834,Sacramento,Sacramento,25784173,64996,82671,30057,4.1%,63099,73080,62995,45167,10613,2074,2158,1776,1123,2245,806,431,30076,3021.1,32.2,20.4%,13.0%,13.4%,6.6%,10880,359900
95835,Sacramento,Sacramento,23131552,102895,124221,43468,12.4%,106094,105712,112595,75037,13718,885,1805,1716,2161,3566,1889,1696,40170,4497.7,38.2,30.8%,16.6%,3.2%,3.5%,14180,398000
95838,Sacramento,McClellan Park; Sacramento,23528636,48416,62299,19042,2.2%,35208,51486,51886,41971,11056,2466,3190,2205,1417,1242,290,246,39053,4298.9,31.0,9.5%,2.1%,19.3%,6.9%,12000,227800
95841,Sacramento,Arden-Arcade; Carmichael; Citrus Heights; Foothill Farms; North Highlands; Sacramento,10556569,50295,62571,25340,2.0%,22052,52431,60278,36295,8191,2056,2014,1572,1086,1099,202,162,21229,5208.4,34.5,18.2%,5.9%,16.0%,4.1%,8764,256700
95842,Sacramento,Foothill Farms; North Highlands,10156381,53458,65415,23368,1.6%,32982,53880,58005,45886,11449,2425,2930,2480,1522,1590,316,186,33522,8548.5,32.9,10.9%,4.0%,15.6%,8.3%,12089,251000
95843,Sacramento,Antelope,16701345,81028,90618,28030,4.6%,38648,81399,88030,55738,14275,1296,2376,2906,2691,3129,1223,654,47823,7416.2,32.9,18.8%,6.0%,9.2%,3.5%,14569,325700
95864,Sacramento,Arden-Arcade; Sacramento,16397934,105849,153851,62527,22.5%,33176,103450,128589,81538,9359,850,1221,1259,1083,1847,997,2102,23352,3688.4,46.4,30.4%,24.9%,4.4%,4.4%,9916,587000
95901,Butte; Yuba,Bangor; Linda; Loma Rica; Marysville; Olivehurst,509077850,54851,66608,23771,2.7%,38083,60907,59178,42340,11734,2664,2769,2306,1402,1809,471,313,33455,170.2,31.7,11.7%,4.3%,13.6%,7.5%,12865,232600
95903,Yuba,Beale AFB,37740908,49750,62765,21545,1.8%,46563,50893,99688,1,341,65,107,64,43,50,6,6,1653,113.4,22.0,13.9%,16.8%,10.5%,3.4%,357,1
95926,Butte,Chico,19815709,49520,73632,28547,6.0%,14095,56238,71887,53457,14942,4304,3211,2373,1621,1733,807,893,40000,5228.2,27.6,23.4%,14.9%,14.2%,8.9%,16834,332600
95928,Butte,Butte Creek Canyon; Chico; Durham,356023064,52913,81407,32216,7.6%,27447,58271,80142,50255,14473,3972,3019,2109,1358,1901,1007,1107,37735,274.5,31.5,26.2%,13.1%,15.2%,10.0%,16436,343000
95932,Colusa,Colusa,321610738,54167,70620,27475,3.6%,22464,52333,64893,44125,2874,685,628,652,367,321,118,103,7633,61.5,38.0,12.7%,6.2%,8.5%,3.1%,3102,260300
95939,Glenn,Elk Creek,792184944,41250,50347,16146,0.0%,22188,30500,52083,48750,192,72,54,32,7,15,12,0,605,2.0,36.4,5.8%,0.0%,27.0%,19.9%,317,139700
95945,Nevada,Grass Valley; Rough and Ready,166346461,48648,71594,33201,5.4%,42296,52750,60313,44028,11162,2784,2929,1902,1102,1380,464,601,25381,395.2,49.5,19.0%,11.7%,11.8%,7.1%,12408,372000
95949,Nevada,Alta Sierra; Grass Valley,361463983,71059,93257,38647,8.7%,72742,92642,86430,56458,8408,1240,1843,1299,1119,1626,550,731,21036,150.7,53.6,20.2%,11.1%,3.9%,4.4%,9125,407300
95953,Sutter,Live Oak,294622845,57949,78900,24090,4.1%,20781,61071,72750,40035,3262,668,836,518,434,528,143,135,10925,96.0,34.2,9.3%,3.9%,15.5%,6.7%,3475,222400
95954,Butte,Butte Creek Canyon; Magalia; Stirling City,184098387,51263,60581,24699,2.4%,58266,68391,52345,43714,4934,1097,1271,999,894,471,85,117,12371,174.0,49.1,13.3%,5.2%,5.4%,8.0%,5681,178200
95959,Nevada,Graniteville; Grass Valley; Nevada City; Rough and Ready; Washington,642097345,69314,94967,41213,10.5%,90458,49167,74329,67067,7538,1245,1809,1021,1033,1103,536,791,18343,74.0,53.6,27.9%,16.5%,6.0%,5.0%,8732,442900
95961,Yuba,Linda; Marysville; Olivehurst; Plumas Lake,118565867,55590,73548,23340,3.5%,45240,66185,59440,39892,8926,1646,2415,1348,1052,1496,661,308,28489,622.3,31.6,10.2%,3.3%,13.0%,7.5%,9354,261200
95965,Butte,Butte Valley; Cherokee; Concow; Durham; Oroville; Palermo; Richvale; Thermalito; Yankee Hill,829462897,35138,54434,19665,2.3%,29750,32185,42238,31705,6983,2279,2012,1173,508,659,194,158,20498,64.0,37.6,10.9%,4.5%,19.0%,13.0%,7823,182400
95966,Butte; Yuba,Bangor; Berry Creek; Challenge-Brownsville; Honcut; Kelly Ridge; Oroville; Oroville East; Palermo; Rackerby; Robinson Mill; South Oroville,476763936,47252,60743,23770,2.1%,37250,56770,50532,39577,11266,2863,3341,1878,1169,1268,516,231,29860,162.2,43.5,9.6%,3.6%,11.7%,8.1%,13181,215600
95973,Butte; Tehama,Chico; Cohasset; Nord,861894938,69551,96386,38021,8.5%,47167,72206,92715,55500,14219,2474,2700,2514,1885,2458,974,1214,36682,110.2,36.4,24.7%,12.9%,6.3%,3.8%,15236,353000
95988,Glenn,Artois; Willows,804297498,49518,61869,23848,1.7%,60086,63750,58765,27069,3204,893,720,550,321,570,95,55,8298,26.7,39.5,10.5%,3.3%,12.7%,5.8%,3409,230600
95991,Sutter,Yuba City,105392471,50682,66763,23936,3.0%,36842,50419,64519,36689,14432,3507,3628,2614,1643,1904,703,433,40861,1004.1,33.9,10.5%,5.0%,16.6%,9.7%,15343,246700
95993,Sutter,Yuba City,221544746,69019,93435,31433,6.9%,45788,66682,78074,61307,12285,1652,2628,2380,1511,2357,912,845,37077,433.5,37.8,14.3%,8.6%,10.5%,7.6%,12681,316700
96001,Shasta,Keswick; Redding; Shasta,227815531,55821,78446,32785,5.8%,32647,61795,67140,46419,13992,3204,3244,2154,1812,1906,855,817,34293,389.9,41.6,16.6%,11.2%,8.0%,5.6%,15020,284700
96002,Shasta,Redding,78346887,61055,78188,29627,4.7%,53711,60657,67917,50361,12627,2391,2967,2459,1738,1802,679,591,34196,1130.4,37.4,14.7%,6.9%,11.9%,5.0%,13576,257700
96003,Shasta,Bella Vista; Mountain Gate; Palo Cedro; Redding; Shasta Lake,615250582,53512,71816,30305,4.6%,34669,64315,64231,43750,18410,4434,4116,3282,2301,2406,1027,844,44328,186.6,40.8,17.2%,8.2%,11.2%,5.0%,19871,262000
96007,Shasta,Anderson; Redding,335720417,49044,66552,26520,3.7%,48563,62195,53770,38008,9110,2353,2267,1692,1173,727,565,333,23228,179.2,40.2,10.8%,3.9%,12.3%,6.2%,9723,225200
96013,Shasta,Burney,595068405,47102,61250,23247,1.9%,26793,54464,63327,40446,1766,456,490,360,196,108,123,33,4819,21.0,37.6,10.5%,3.9%,10.2%,8.3%,2116,153300
96021,Tehama,Corning; Flournoy; Rancho Tehama Reserve; Richfield,617858992,46050,61827,23112,2.8%,25000,49397,54946,39839,5798,1687,1494,1154,591,519,192,161,16017,67.1,37.2,8.0%,3.1%,19.4%,10.0%,6569,190500
96023,Siskiyou,Dorris,647182816,31322,43295,18840,0.4%,23875,35795,35000,28819,503,182,202,64,20,28,5,2,1184,4.7,39.5,3.1%,1.4%,29.5%,11.6%,606,105300
96025,Shasta; Siskiyou,Dunsmuir,237598534,35602,45767,22444,0.2%,41125,51071,32019,33641,1003,337,323,180,102,45,14,2,2126,23.2,50.5,14.0%,6.6%,14.4%,6.1%,1473,166300
96064,Siskiyou,Grenada; Montague,1241069313,49604,65566,27009,3.4%,40804,65735,55347,39489,1875,419,525,376,235,212,45,63,4533,9.5,49.4,12.3%,6.2%,6.6%,6.8%,2272,192700
96067,Siskiyou,Dunsmuir; Mount Shasta,351769318,47150,72520,34830,4.6%,24091,65422,48345,41721,3462,945,851,545,349,520,92,160,7094,52.2,53.1,24.2%,13.2%,12.4%,3.3%,4393,283300
96080,Tehama,Bend; Paynes Creek; Proberta; Red Bluff,1585345438,41316,62169,24992,4.5%,27527,43994,51771,37162,11184,3279,2985,1895,1068,985,473,499,29139,47.6,41.0,11.3%,4.3%,13.7%,8.8%,12256,224100
96094,Siskiyou,Carrick; Edgewood; Weed,640763285,51857,80312,35229,3.0%,31333,58981,54282,39432,2861,830,550,614,302,316,163,86,6611,26.7,46.9,16.6%,10.5%,10.4%,6.9%,3393,211900
96097,Siskiyou,Yreka,493966786,44782,60172,26909,1.1%,40048,59650,47917,41050,4336,1136,1220,690,467,612,163,48,9746,51.1,39.7,12.9%,6.6%,14.1%,6.1%,4760,169300
96101,Modoc,Alturas; California Pines; Daphnedale Park,1513202917,44500,51076,22276,0.0%,26833,52364,51477,30682,2182,530,674,469,276,213,20,0,5262,9.0,46.5,9.2%,3.0%,10.6%,10.7%,2849,122000
96113,Lassen,Herlong; Patton Village,17652323,49198,50858,13726,0.0%,48558,52670,49474,1,391,59,158,143,13,16,2,0,1925,282.4,35.8,6.8%,1.4%,16.6%,30.4%,559,1
96130,Lassen,Johnstonville; Spaulding; Susanville,1242933405,56949,72415,18469,3.2%,48750,57063,64691,40978,5023,999,1076,1144,637,759,249,159,20119,41.9,33.1,7.2%,3.2%,9.5%,4.4%,6760,207100
96134,Modoc; Siskiyou,Newell; Tulelake,859149258,34896,52705,19139,0.6%,31094,27700,42708,43056,727,217,228,128,32,91,27,4,2059,6.2,36.4,8.9%,2.9%,20.9%,4.2%,1203,100200
96137,Lassen; Plumas,Canyondam; Clear Creek; East Shore; Hamilton Branch; Lake Almanor Country Club; Lake Almanor Peninsula; Westwood,125356657,49191,66346,33337,2.1%,61250,50250,51094,45893,1635,466,357,255,212,214,96,35,3252,67.2,57.8,17.4%,8.3%,11.0%,6.4%,4252,200700
96150,El Dorado,South Lake Tahoe,319971335,57396,82312,35049,6.5%,33369,63978,68405,40974,11767,2394,2812,1974,1393,1718,710,766,29327,237.4,38.8,20.8%,8.8%,6.3%,6.7%,23478,442300
96161,Nevada; Placer,Kingvale; Truckee,470961610,98924,139731,53453,18.1%,63583,93508,115801,90223,6927,681,874,1017,907,1377,817,1254,18488,101.7,41.5,36.2%,16.4%,4.3%,2.0%,17733,604100
