"name","county_name","city_name","aland","median_household_income","average_household_income","per_capita_income","percent_of_households_with_incomes_200000_or_more","householder_under_25_years","householder_25_to_44_years","householder_45_to_64_years","householder_65_years_and_over","hhi_total","hhi_lt_25k","hhi_25k_to_49k","hhi_50k_to_749k","hhi_75k_to_999k","hhi_100k_to_1490k","hhi_150k_to_1999k","hhi_200k_or_more","race_and_ethnicity_total","population_density_sq_mi","median_age","educational_attainment_bachelors","educational_attainment_graduate","family_poverty_pct","unemployment_pct","housing_units","median_value_of_owner_occupied_units","cities","city","city_population"
"92691","Orange","Lake Forest; Mission Viejo","22798304","117517","137319","47834","18.3%","60625","124304","138539","81458","17050","1329","1837","1921","2125","3792","2933","3113","50839","5775.5","43.5","30.8%","14.5%","2.8%","3.7%","17594","670800","Lake Forest","Lake Forest","161327"
"92691","Orange","Lake Forest; Mission Viejo","22798304","117517","137319","47834","18.3%","60625","124304","138539","81458","17050","1329","1837","1921","2125","3792","2933","3113","50839","5775.5","43.5","30.8%","14.5%","2.8%","3.7%","17594","670800","Mission Viejo","Mission Viejo","256192"
"92692","Orange","Ladera Ranch; Mission Viejo; Rancho Santa Margarita","25516944","117828","144437","54715","22.3%","54000","137862","141291","78814","17421","1595","1765","1853","2113","3554","2657","3884","46800","4750.2","47.3","33.2%","19.4%","4.1%","5.1%","18437","722500","Ladera Ranch","Ladera Ranch","160005"
"92692","Orange","Ladera Ranch; Mission Viejo; Rancho Santa Margarita","25516944","117828","144437","54715","22.3%","54000","137862","141291","78814","17421","1595","1765","1853","2113","3554","2657","3884","46800","4750.2","47.3","33.2%","19.4%","4.1%","5.1%","18437","722500","Mission Viejo","Mission Viejo","256192"
"92692","Orange","Ladera Ranch; Mission Viejo; Rancho Santa Margarita","25516944","117828","144437","54715","22.3%","54000","137862","141291","78814","17421","1595","1765","1853","2113","3554","2657","3884","46800","4750.2","47.3","33.2%","19.4%","4.1%","5.1%","18437","722500","Rancho Santa Margarita","Rancho Santa Margarita","124873"
"92694","Orange","Ladera Ranch; Mission Viejo","24589872","166015","205513","63287","37.2%","1","168650","173716","100250","9048","317","487","881","612","1736","1645","3370","29570","3114.5","33.4","44.3%","24.1%","2.3%","3.6%","9178","781600","Ladera Ranch","Ladera Ranch","160005"
"92694","Orange","Ladera Ranch; Mission Viejo","24589872","166015","205513","63287","37.2%","1","168650","173716","100250","9048","317","487","881","612","1736","1645","3370","29570","3114.5","33.4","44.3%","24.1%","2.3%","3.6%","9178","781600","Mission Viejo","Mission Viejo","256192"
"92701","Orange","Santa Ana","8464671","52372","65797","17064","2.7%","78929","51519","62014","25152","13209","2802","3496","2782","1464","1767","536","362","55058","16846.4","29.5","7.9%","3.0%","18.4%","4.6%","13683","448100","Santa Ana","Santa Ana","371942"
"92703","Orange","Garden Grove; Santa Ana","10697292","61584","77983","17130","3.8%","35486","63338","65601","50463","13575","1880","3244","3038","1746","2377","775","515","69112","16733.1","32","7.4%","2.6%","15.1%","6.7%","13927","442600","Garden Grove","Garden Grove","518307"
"92703","Orange","Garden Grove; Santa Ana","10697292","61584","77983","17130","3.8%","35486","63338","65601","50463","13575","1880","3244","3038","1746","2377","775","515","69112","16733.1","32","7.4%","2.6%","15.1%","6.7%","13927","442600","Santa Ana","Santa Ana","371942"
"92704","Orange","Santa Ana","19454598","69272","86316","21358","4.8%","53651","60703","79633","58763","20018","2416","4371","3920","2848","3471","2030","962","88321","11758.2","32.9","12.2%","4.2%","11.6%","4.5%","20516","477800","Santa Ana","Santa Ana","371942"
"92705","Orange","North Tustin; Orange; Santa Ana; Tustin","29931652","108786","150753","48363","23.5%","76786","87955","142318","103606","14738","1239","1902","1948","1647","2716","1823","3463","47298","4092.7","39.2","26.0%","15.9%","5.8%","3.2%","15577","861400","North Tustin","North Tustin","106797"
"92705","Orange","North Tustin; Orange; Santa Ana; Tustin","29931652","108786","150753","48363","23.5%","76786","87955","142318","103606","14738","1239","1902","1948","1647","2716","1823","3463","47298","4092.7","39.2","26.0%","15.9%","5.8%","3.2%","15577","861400","Orange","Orange","351376"
"92705","Orange","North Tustin; Orange; Santa Ana; Tustin","29931652","108786","150753","48363","23.5%","76786","87955","142318","103606","14738","1239","1902","1948","1647","2716","1823","3463","47298","4092.7","39.2","26.0%","15.9%","5.8%","3.2%","15577","861400","Santa Ana","Santa Ana","371942"
"92705","Orange","North Tustin; Orange; Santa Ana; Tustin","29931652","108786","150753","48363","23.5%","76786","87955","142318","103606","14738","1239","1902","1948","1647","2716","1823","3463","47298","4092.7","39.2","26.0%","15.9%","5.8%","3.2%","15577","861400","Tustin","Tustin","156052"
"92706","Orange","Garden Grove; Orange; Santa Ana","9161338","70201","94923","26255","8.7%","44938","61361","82451","55291","9355","1161","2035","1985","943","1454","963","814","35748","10106.3","33.2","12.8%","7.5%","13.1%","7.6%","9579","626000","Garden Grove","Garden Grove","518307"
"92706","Orange","Garden Grove; Orange; Santa Ana","9161338","70201","94923","26255","8.7%","44938","61361","82451","55291","9355","1161","2035","1985","943","1454","963","814","35748","10106.3","33.2","12.8%","7.5%","13.1%","7.6%","9579","626000","Orange","Orange","351376"
"92706","Orange","Garden Grove; Orange; Santa Ana","9161338","70201","94923","26255","8.7%","44938","61361","82451","55291","9355","1161","2035","1985","943","1454","963","814","35748","10106.3","33.2","12.8%","7.5%","13.1%","7.6%","9579","626000","Santa Ana","Santa Ana","371942"
"92707","Orange","Santa Ana","12956927","77505","90005","22208","4.7%","42742","75248","87713","61901","13801","1553","2550","2476","2331","2899","1337","655","60831","12159.6","31.8","11.3%","3.5%","10.7%","4.4%","14195","472100","Santa Ana","Santa Ana","371942"
"92780","Orange","North Tustin; Tustin","18112940","75378","97175","31915","9.3%","59289","77458","85412","50769","18547","2215","3381","3605","2892","3175","1555","1724","59499","8507.8","33.8","23.9%","10.7%","8.2%","4.0%","19462","590300","North Tustin","North Tustin","106797"
"92780","Orange","North Tustin; Tustin","18112940","75378","97175","31915","9.3%","59289","77458","85412","50769","18547","2215","3381","3605","2892","3175","1555","1724","59499","8507.8","33.8","23.9%","10.7%","8.2%","4.0%","19462","590300","Tustin","Tustin","156052"
"92782","Orange","Irvine; Orange; Tustin","8707563","118438","165854","58542","27.8%","1","115208","150358","103056","7980","534","658","1034","902","1443","1189","2220","23084","6866.1","37.8","39.5%","26.5%","4.3%","3.5%","8629","787200","Irvine","Irvine","368084"
"92782","Orange","Irvine; Orange; Tustin","8707563","118438","165854","58542","27.8%","1","115208","150358","103056","7980","534","658","1034","902","1443","1189","2220","23084","6866.1","37.8","39.5%","26.5%","4.3%","3.5%","8629","787200","Orange","Orange","351376"
"92782","Orange","Irvine; Orange; Tustin","8707563","118438","165854","58542","27.8%","1","115208","150358","103056","7980","534","658","1034","902","1443","1189","2220","23084","6866.1","37.8","39.5%","26.5%","4.3%","3.5%","8629","787200","Tustin","Tustin","156052"
"92801","Orange","Anaheim; Fullerton","16255447","63046","78261","22873","3.5%","55192","65097","68403","34343","17921","3235","3965","3513","2625","2686","1263","634","66594","10610.5","32.2","15.1%","4.2%","13.1%","5.9%","18924","469100","Anaheim","Anaheim","442227"
"92801","Orange","Anaheim; Fullerton","16255447","63046","78261","22873","3.5%","55192","65097","68403","34343","17921","3235","3965","3513","2625","2686","1263","634","66594","10610.5","32.2","15.1%","4.2%","13.1%","5.9%","18924","469100","Fullerton","Fullerton","280793"
"92802","Orange","Anaheim","11778382","60170","76316","22600","3.3%","36902","65642","63413","40904","11527","2144","2690","2007","1607","1825","871","383","42016","9239","33.7","14.2%","4.4%","17.2%","6.2%","12185","523600","Anaheim","Anaheim","442227"
"92804","Orange","Anaheim; Garden Grove; Stanton","18154797","65786","83809","25020","5.6%","45701","66342","81208","47071","24954","4294","5297","4224","3849","4109","1791","1390","89915","12827.4","34.6","17.5%","4.7%","11.2%","4.7%","26106","549000","Anaheim","Anaheim","442227"
"92804","Orange","Anaheim; Garden Grove; Stanton","18154797","65786","83809","25020","5.6%","45701","66342","81208","47071","24954","4294","5297","4224","3849","4109","1791","1390","89915","12827.4","34.6","17.5%","4.7%","11.2%","4.7%","26106","549000","Garden Grove","Garden Grove","518307"
"92804","Orange","Anaheim; Garden Grove; Stanton","18154797","65786","83809","25020","5.6%","45701","66342","81208","47071","24954","4294","5297","4224","3849","4109","1791","1390","89915","12827.4","34.6","17.5%","4.7%","11.2%","4.7%","26106","549000","Stanton","Stanton","154200"
"92805","Orange","Anaheim","16355825","66253","80892","22919","5.0%","64071","65812","71944","46417","19611","3079","4016","4314","2589","3602","1024","987","74478","11793.8","31","14.2%","4.8%","14.8%","5.4%","20821","499600","Anaheim","Anaheim","442227"
"92806","Orange","Anaheim; Fullerton; Orange","20082612","68973","86479","28790","4.9%","32120","78797","81404","45324","12339","1751","2452","2287","1776","2193","1275","605","39442","5086.7","34.4","19.0%","7.6%","9.6%","4.5%","13081","576800","Anaheim","Anaheim","442227"
