zipcode,county_name,city,population,population_rank,city_name,aland,median_household_income,average_household_income,per_capita_income,percent_of_households_with_incomes_200000_or_more,householder_under_25_years,householder_25_to_44_years,householder_45_to_64_years,householder_65_years_and_over,hhi_total,hhi_lt_25k,hhi_25k_to_49k,hhi_50k_to_749k,hhi_75k_to_999k,hhi_100k_to_1490k,hhi_150k_to_1999k,hhi_200k_or_more,race_and_ethnicity_total,population_density_sq_mi,median_age,educational_attainment_bachelors,educational_attainment_graduate,family_poverty_pct,unemployment_pct,housing_units,median_value_of_owner_occupied_units
92596,Riverside,Hemet,84542,100,French Valley; Green Acres; Hemet; Menifee; Temecula; Winchester,158619363,101903,116508,31352,0.108,47822,106424,111152,75870,8178,510,907,1250,1301,2078,1247,885,32256,526.5,34.0,0.192,0.085,0.069,0.09796,8609,426000
92596,Riverside,Menifee,90349,89,French Valley; Green Acres; Hemet; Menifee; Temecula; Winchester,158619363,101903,116508,31352,0.108,58829,106424,111152,75870,8178,510,907,1250,1301,2078,1247,885,32256,526.5,34.0,0.192,0.085,0.069,0.09796,8609,426000
92596,Riverside,Temecula,113381,56,French Valley; Green Acres; Hemet; Menifee; Temecula; Winchester,158619363,101903,116508,31352,0.108,48266,106424,111152,75870,8178,510,907,1250,1301,2078,1247,885,32256,526.5,34.0,0.192,0.085,0.069,0.09796,8609,426000
92602,Orange,Irvine,273157,14,Irvine; Orange,26997248,100745,134758,47380,0.192,18008,105542,104355,47083,8062,1007,1005,769,1219,1427,1091,1544,23238,2230.0,36.5,0.3818,0.313,0.104,0.037,8424,852600
92603,Orange,Irvine,273157,14,Irvine,34312766,146505,212252,79696,0.37,2499,116781,201324,107283,7201,504,494,1057,489,1139,856,2662,19558,1476.0,40.4,0.431,0.3582,0.036,0.026,8039,1280500
92604,Orange,Irvine,273157,14,Irvine,8725670,106821,128599,44035,0.1859,18008,124811,123359,72355,9685,1384,971,998,1084,2069,1377,1802,28990,8610.0,39.8,0.374,0.24,0.07697,0.055,9980,750300
92606,Orange,Irvine,273157,14,Irvine; Tustin,12527152,102991,128120,46324,0.1791,18008,115360,120530,60660,9208,1155,943,1148,1253,1956,1104,1649,26171,5412.0,33.6,0.3582,0.282,0.09796,0.04102,9678,814200
92606,Orange,Tustin,79863,108,Irvine; Tustin,12527152,102991,128120,46324,0.1791,68037,115360,120530,60660,9208,1155,943,1148,1253,1956,1104,1649,26171,5412.0,33.6,0.3582,0.282,0.09796,0.04102,9678,814200
92610,Orange,Irvine,273157,14,Irvine; Lake Forest,25461734,129270,158738,55169,0.244,18008,129856,140313,72628,5603,165,459,588,614,1542,866,1369,16360,1664.0,36.3,0.3582,0.2659,0.012,0.039,5882,739700
92610,Orange,Lake Forest,83974,101,Irvine; Lake Forest,25461734,129270,158738,55169,0.244,61352,129856,140313,72628,5603,165,459,588,614,1542,866,1369,16360,1664.0,36.3,0.3582,0.2659,0.012,0.039,5882,739700
92612,Orange,Irvine,273157,14,Irvine; Newport Beach,15721798,83942,116861,47177,0.143,10217,114072,118050,63854,12999,3043,1612,1324,1253,2360,1543,1864,33234,5476.0,30.0,0.39,0.31,0.106,0.055,14438,727200
92612,Orange,Newport Beach,85694,98,Irvine; Newport Beach,15721798,83942,116861,47177,0.143,10217,114072,118050,63854,12999,3043,1612,1324,1253,2360,1543,1864,33234,5476.0,30.0,0.39,0.31,0.106,0.055,14438,727200
92614,Orange,Costa Mesa,113159,57,Costa Mesa; Irvine,11483160,104021,127999,49060,0.1641,40840,106490,127852,75452,10097,1255,839,1091,1626,2243,1388,1655,27187,6132.0,35.0,0.414,0.257,0.075,0.045,10764,746500
92614,Orange,Irvine,273157,14,Costa Mesa; Irvine,11483160,104021,127999,49060,0.1641,18008,106490,127852,75452,10097,1255,839,1091,1626,2243,1388,1655,27187,6132.0,35.0,0.414,0.257,0.075,0.045,10764,746500
92617,Orange,Irvine,273157,14,Irvine; Newport Beach,6224677,36824,86855,22002,0.15,7911,51075,154590,234773,3971,1591,612,389,191,383,210,595,17197,7156.0,20.7,0.2542,0.6143,0.079,0.074,4233,511900
92617,Orange,Newport Beach,85694,98,Irvine; Newport Beach,6224677,36824,86855,22002,0.15,7911,51075,154590,234773,3971,1591,612,389,191,383,210,595,17197,7156.0,20.7,0.2542,0.6143,0.079,0.074,4233,511900
92620,Orange,Irvine,273157,14,Irvine,18282579,115826,142731,52388,0.2479,18008,119244,132468,64942,18977,2553,1734,1820,2035,3724,2400,4711,52569,7450.0,39.6,0.3892,0.303,0.067,0.035,20584,908400
92624,Orange,San Clemente,64878,138,Dana Point; San Clemente,3597303,98689,137577,62305,0.1759,65794,143101,113370,82325,2799,229,305,380,507,492,392,494,6372,4588.0,53.7,0.2642,0.14,0.010994,0.026,3448,810300
92625,Orange,Newport Beach,85694,98,Newport Beach,6652413,155372,249437,117065,0.401,22877,182794,169375,117076,5759,638,429,558,354,740,728,2312,12394,4824.0,55.6,0.41,0.29,0.035,0.02802,6787,2000001
92626,Orange,Costa Mesa,113159,57,Costa Mesa,25201633,88398,113862,44114,0.129,43785,96180,96016,66281,18947,1953,2726,2855,2984,3807,2186,2436,50605,5200.0,35.3,0.3071,0.136,0.068,0.037,20140,761600
92627,Orange,Costa Mesa,113159,57,Costa Mesa,16510525,79790,105353,38719,0.11896,37895,95788,85200,49821,22259,3192,3626,3699,2757,4354,1983,2648,63161,9900.0,35.2,0.2479,0.12396,0.094,0.04602,23202,742100
92630,Orange,Lake Forest,83974,101,Lake Forest,24678186,97554,126168,45609,0.163,68594,108445,119446,64941,20806,2227,2705,2822,2830,3845,2988,3389,59403,6236.0,41.2,0.292,0.146,0.059,0.04102,21796,622700
92637,Orange,Irvine,273157,14,Irvine; Laguna Beach; Laguna Woods,9076217,44020,61849,42857,0.03198,18008,112569,49661,43034,11003,3330,2828,2149,951,1003,391,351,16053,4580.0,75.6,0.281,0.2109,0.061,0.035,12398,288400
92646,Orange,Huntington Beach,200259,23,Huntington Beach,21217293,98882,121982,47546,0.163,44861,121120,118397,72862,21205,2117,2676,2948,3005,4568,2442,3449,55870,6820.0,46.5,0.269,0.167,0.036,0.043,22298,762400
92647,Orange,Huntington Beach,200259,23,Huntington Beach; Midway City,20066871,87237,107414,38419,0.11896,58164,91870,101380,61852,21452,2398,3347,3484,3165,4494,2017,2547,62199,8028.0,36.5,0.228,0.1329,0.075,0.045,22287,688400
92648,Orange,Huntington Beach,200259,23,Huntington Beach,20822799,95857,136946,59206,0.18,63523,100042,108488,75612,19540,2227,2866,2271,2709,4001,1941,3525,46228,5748.0,43.2,0.289,0.168,0.024,0.039,21182,920500
92649,Orange,Huntington Beach,200259,23,Huntington Beach; Seal Beach,19801434,100341,131623,54806,0.175,80506,108036,118952,78086,14339,1695,1580,1750,2122,2842,1835,2515,35278,4616.0,45.0,0.276,0.197,0.06,0.045,15214,790400
92651,Orange,Newport Beach,85694,98,Aliso Viejo; Laguna Beach; Newport Beach,50398996,132222,215188,95495,0.353,21974,124890,160093,118070,10904,983,1128,1059,1220,1573,1093,3848,24800,1274.0,52.2,0.363,0.3071,0.024,0.058,14134,1890000
92653,Orange,Laguna Niguel,65808,136,Aliso Viejo; Laguna Hills; Laguna Niguel; Mission Viejo,17361999,101735,148950,52732,0.212,72250,109375,120579,76563,10308,1030,1370,1267,1310,1884,1265,2182,30012,4476.0,42.6,0.3232,0.1841,0.047,0.038,10747,722300
92653,Orange,Mission Viejo,95516,78,Aliso Viejo; Laguna Hills; Laguna Niguel; Mission Viejo,17361999,101735,148950,52732,0.212,72250,109375,120579,76563,10308,1030,1370,1267,1310,1884,1265,2182,30012,4476.0,42.6,0.3232,0.1841,0.047,0.038,10747,722300
92655,Orange,Westminster,91137,87,Midway City; Westminster,1637351,40529,63654,19175,0.042,38248,68599,55385,24212,2422,909,442,458,165,132,215,101,8382,13256.0,38.7,0.143,0.04602,0.2559,0.10297,2543,573400
92657,Orange,Newport Beach,85694,98,Newport Beach,19141794,204291,310096,126412,0.507,22877,250001,247563,147569,3905,243,170,316,143,713,341,1979,9802,1326.0,48.7,0.363,0.414,0.05603,0.02301,4141,2000001
92660,Orange,Irvine,273157,14,Irvine; Newport Beach,25301717,123955,198667,85281,0.302,51406,132944,160779,92308,15062,1794,1720,1034,1623,2485,1857,4549,35446,3628.0,45.5,0.404,0.273,0.06198,0.04,16957,1668800
92660,Orange,Newport Beach,85694,98,Irvine; Newport Beach,25301717,123955,198667,85281,0.302,51406,132944,160779,92308,15062,1794,1720,1034,1623,2485,1857,4549,35446,3628.0,45.5,0.404,0.273,0.06198,0.04,16957,1668800
92661,Orange,Newport Beach,85694,98,Newport Beach,1686740,123558,216007,97115,0.292,22877,98750,154250,116667,1501,172,234,113,117,258,168,439,3445,5290.0,47.8,0.364,0.225,0.11206,0.05,2608,2000001
92662,Orange,Newport Beach,85694,98,Newport Beach,539404,117969,231488,119559,0.3508,22877,71888,142361,109327,1295,91,117,237,106,250,40,454,2519,12100.0,61.0,0.4382,0.276,0.062,0.04898,1942,2000001
92663,Orange,Newport Beach,85694,98,Newport Beach,8571402,106526,176740,82983,0.2559,22877,109770,109032,98147,10072,1059,814,1425,1455,1832,912,2575,21951,6630.0,42.4,0.3792,0.222,0.02199,0.019,12095,1462700
92672,Orange,San Clemente,64878,138,San Clemente,20588424,87455,127799,53883,0.1841,58167,93631,103500,69513,14113,1832,2194,1960,1863,2348,1313,2603,34218,4304.0,44.9,0.315,0.151,0.03198,0.04602,17032,911700
92673,Orange,San Clemente,64878,138,San Clemente; San Juan Capistrano,30067172,151007,188148,63979,0.356,73421,192572,172206,85802,10319,732,848,862,858,1791,1554,3674,30768,2650.0,43.2,0.333,0.231,0.02199,0.04102,10904,902800
92677,Orange,Laguna Niguel,65808,136,Aliso Viejo; Laguna Beach; Laguna Hills; Laguna Niguel; Mission Viejo; San Juan Capistrano,43249765,108252,151673,59476,0.231,59784,103807,133352,82834,25550,2648,3188,3182,2781,4731,3118,5902,66314,3972.0,45.1,0.3281,0.2059,0.04898,0.04,27695,827100
92677,Orange,Mission Viejo,95516,78,Aliso Viejo; Laguna Beach; Laguna Hills; Laguna Niguel; Mission Viejo; San Juan Capistrano,43249765,108252,151673,59476,0.231,59784,103807,133352,82834,25550,2648,3188,3182,2781,4731,3118,5902,66314,3972.0,45.1,0.3281,0.2059,0.04898,0.04,27695,827100
92679,Orange,Lake Forest,83974,101,Coto de Caza; Lake Forest; Mission Viejo; Rancho Santa Margarita,58575875,175027,224861,75830,0.4182,54837,164643,190762,137259,10863,435,529,834,837,1881,1808,4539,32657,1444.0,43.5,0.376,0.232,0.02301,0.035,11249,890700
92679,Orange,Mission Viejo,95516,78,Coto de Caza; Lake Forest; Mission Viejo; Rancho Santa Margarita,58575875,175027,224861,75830,0.4182,54837,164643,190762,137259,10863,435,529,834,837,1881,1808,4539,32657,1444.0,43.5,0.376,0.232,0.02301,0.035,11249,890700
92683,Orange,Garden Grove,173258,29,Garden Grove; Westminster,25909717,62617,89346,28692,0.08704,38088,70303,80352,40401,27634,6108,5249,4182,3138,4102,2461,2394,91105,9100.0,41.8,0.1959,0.074,0.134,0.053,28494,603800
92683,Orange,Westminster,91137,87,Garden Grove; Westminster,25909717,62617,89346,28692,0.08704,38088,70303,80352,40401,27634,6108,5249,4182,3138,4102,2461,2394,91105,9100.0,41.8,0.1959,0.074,0.134,0.053,28494,603800
92691,Orange,Lake Forest,83974,101,Lake Forest; Mission Viejo,22798304,117517,137319,47834,0.183,60625,124304,138539,81458,17050,1329,1837,1921,2125,3792,2933,3113,50839,5776.0,43.5,0.3079,0.145,0.02802,0.037,17594,670800
92691,Orange,Mission Viejo,95516,78,Lake Forest; Mission Viejo,22798304,117517,137319,47834,0.183,60625,124304,138539,81458,17050,1329,1837,1921,2125,3792,2933,3113,50839,5776.0,43.5,0.3079,0.145,0.02802,0.037,17594,670800
92692,Orange,Mission Viejo,95516,78,Ladera Ranch; Mission Viejo; Rancho Santa Margarita,25516944,117828,144437,54715,0.223,54000,137862,141291,78814,17421,1595,1765,1853,2113,3554,2657,3884,46800,4750.0,47.3,0.3318,0.1941,0.04102,0.05103,18437,722500
92694,Orange,Mission Viejo,95516,78,Ladera Ranch; Mission Viejo,24589872,166015,205513,63287,0.3718,60299,168650,173716,100250,9048,317,487,881,612,1736,1645,3370,29570,3114.0,33.4,0.443,0.241,0.02301,0.036,9178,781600
92703,Orange,Garden Grove,173258,29,Garden Grove; Santa Ana,10697292,61584,77983,17130,0.038,35486,63338,65601,50463,13575,1880,3244,3038,1746,2377,775,515,69112,16740.0,32.0,0.074,0.026,0.151,0.067,13927,442600
92703,Orange,Santa Ana,332794,11,Garden Grove; Santa Ana,10697292,61584,77983,17130,0.038,35486,63338,65601,50463,13575,1880,3244,3038,1746,2377,775,515,69112,16740.0,32.0,0.074,0.026,0.151,0.067,13927,442600
92704,Orange,Santa Ana,332794,11,Santa Ana,19454598,69272,86316,21358,0.048,53651,60703,79633,58763,20018,2416,4371,3920,2848,3471,2030,962,88321,11760.0,32.9,0.122,0.042,0.116,0.045,20516,477800
92705,Orange,Orange,139887,41,North Tustin; Orange; Santa Ana; Tustin,29931652,108786,150753,48363,0.235,76786,87955,142318,103606,14738,1239,1902,1948,1647,2716,1823,3463,47298,4092.0,39.2,0.26,0.1589,0.058,0.03198,15577,861400
92705,Orange,Santa Ana,332794,11,North Tustin; Orange; Santa Ana; Tustin,29931652,108786,150753,48363,0.235,76786,87955,142318,103606,14738,1239,1902,1948,1647,2716,1823,3463,47298,4092.0,39.2,0.26,0.1589,0.058,0.03198,15577,861400
92705,Orange,Tustin,79863,108,North Tustin; Orange; Santa Ana; Tustin,29931652,108786,150753,48363,0.235,76786,87955,142318,103606,14738,1239,1902,1948,1647,2716,1823,3463,47298,4092.0,39.2,0.26,0.1589,0.058,0.03198,15577,861400
92706,Orange,Garden Grove,173258,29,Garden Grove; Orange; Santa Ana,9161338,70201,94923,26255,0.08704,44938,61361,82451,55291,9355,1161,2035,1985,943,1454,963,814,35748,10104.0,33.2,0.1279,0.075,0.131,0.076,9579,626000
92706,Orange,Orange,139887,41,Garden Grove; Orange; Santa Ana,9161338,70201,94923,26255,0.08704,44938,61361,82451,55291,9355,1161,2035,1985,943,1454,963,814,35748,10104.0,33.2,0.1279,0.075,0.131,0.076,9579,626000
92706,Orange,Santa Ana,332794,11,Garden Grove; Orange; Santa Ana,9161338,70201,94923,26255,0.08704,44938,61361,82451,55291,9355,1161,2035,1985,943,1454,963,814,35748,10104.0,33.2,0.1279,0.075,0.131,0.076,9579,626000
92707,Orange,Santa Ana,332794,11,Santa Ana,12956927,77505,90005,22208,0.047,42742,75248,87713,61901,13801,1553,2550,2476,2331,2899,1337,655,60831,12160.0,31.8,0.113,0.035,0.10706,0.04398,14195,472100
92780,Orange,Tustin,79863,108,North Tustin; Tustin,18112940,75378,97175,31915,0.09296,59289,77458,85412,50769,18547,2215,3381,3605,2892,3175,1555,1724,59499,8504.0,33.8,0.239,0.10706,0.08203,0.04,19462,590300
92782,Orange,Irvine,273157,14,Irvine; Orange; Tustin,8707563,118438,165854,58542,0.278,18008,115208,150358,103056,7980,534,658,1034,902,1443,1189,2220,23084,6868.0,37.8,0.395,0.265,0.043,0.035,8629,787200
92782,Orange,Tustin,79863,108,Irvine; Orange; Tustin,8707563,118438,165854,58542,0.278,68037,115208,150358,103056,7980,534,658,1034,902,1443,1189,2220,23084,6868.0,37.8,0.395,0.265,0.043,0.035,8629,787200
92801,Orange,Anaheim,349964,10,Anaheim; Fullerton,16255447,63046,78261,22873,0.035,55192,65097,68403,34343,17921,3235,3965,3513,2625,2686,1263,634,66594,10610.0,32.2,0.151,0.042,0.131,0.059,18924,469100
92801,Orange,Fullerton,139611,42,Anaheim; Fullerton,16255447,63046,78261,22873,0.035,55192,65097,68403,34343,17921,3235,3965,3513,2625,2686,1263,634,66594,10610.0,32.2,0.151,0.042,0.131,0.059,18924,469100
92802,Orange,Anaheim,349964,10,Anaheim,11778382,60170,76316,22600,0.03302,36902,65642,63413,40904,11527,2144,2690,2007,1607,1825,871,383,42016,9240.0,33.7,0.1421,0.04398,0.172,0.06198,12185,523600
92804,Orange,Anaheim,349964,10,Anaheim; Garden Grove; Stanton,18154797,65786,83809,25020,0.05603,45701,66342,81208,47071,24954,4294,5297,4224,3849,4109,1791,1390,89915,12824.0,34.6,0.175,0.047,0.11206,0.047,26106,549000
92804,Orange,Garden Grove,173258,29,Anaheim; Garden Grove; Stanton,18154797,65786,83809,25020,0.05603,45701,66342,81208,47071,24954,4294,5297,4224,3849,4109,1791,1390,89915,12824.0,34.6,0.175,0.047,0.11206,0.047,26106,549000
92805,Orange,Anaheim,349964,10,Anaheim,16355825,66253,80892,22919,0.05,64071,65812,71944,46417,19611,3079,4016,4314,2589,3602,1024,987,74478,11790.0,31.0,0.1421,0.048,0.148,0.054,20821,499600
92806,Orange,Anaheim,349964,10,Anaheim; Fullerton; Orange,20082612,68973,86479,28790,0.04898,32120,78797,81404,45324,12339,1751,2452,2287,1776,2193,1275,605,39442,5090.0,34.4,0.19,0.076,0.096,0.045,13081,576800
92806,Orange,Fullerton,139611,42,Anaheim; Fullerton; Orange,20082612,68973,86479,28790,0.04898,32120,78797,81404,45324,12339,1751,2452,2287,1776,2193,1275,605,39442,5090.0,34.4,0.19,0.076,0.096,0.045,13081,576800
92806,Orange,Orange,139887,41,Anaheim; Fullerton; Orange,20082612,68973,86479,28790,0.04898,32120,78797,81404,45324,12339,1751,2452,2287,1776,2193,1275,605,39442,5090.0,34.4,0.19,0.076,0.096,0.045,13081,576800
92807,Orange,Anaheim,349964,10,Anaheim; Orange; Yorba Linda,28731324,113323,135147,48654,0.2009,68026,118079,131689,86818,12437,810,1541,1579,1528,3010,1473,2496,35687,3216.0,44.9,0.2659,0.15,0.03,0.047,12788,681700
92807,Orange,Orange,139887,41,Anaheim; Orange; Yorba Linda,28731324,113323,135147,48654,0.2009,68026,118079,131689,86818,12437,810,1541,1579,1528,3010,1473,2496,35687,3216.0,44.9,0.2659,0.15,0.03,0.047,12788,681700
92807,Orange,Yorba Linda,67725,129,Anaheim; Orange; Yorba Linda,28731324,113323,135147,48654,0.2009,68026,118079,131689,86818,12437,810,1541,1579,1528,3010,1473,2496,35687,3216.0,44.9,0.2659,0.15,0.03,0.047,12788,681700
92808,Orange,Anaheim,349964,10,Anaheim; Yorba Linda,13201761,128378,150282,55119,0.221,30682,143068,141860,80972,7435,529,484,722,799,1777,1482,1642,20483,4018.0,42.7,0.331,0.218,0.03198,0.036,7552,717700
92808,Orange,Yorba Linda,67725,129,Anaheim; Yorba Linda,13201761,128378,150282,55119,0.221,30682,143068,141860,80972,7435,529,484,722,799,1777,1482,1642,20483,4018.0,42.7,0.331,0.218,0.03198,0.036,7552,717700
92831,Orange,Fullerton,139611,42,Fullerton,15476266,70725,95826,33436,0.089,25000,74003,95781,70211,12438,1969,2172,2372,1616,2056,1151,1102,37359,6252.0,29.1,0.2742,0.155,0.072,0.073,13338,643600
92832,Orange,Fullerton,139611,42,Fullerton,7263451,65455,84388,28287,0.055,44191,78958,68688,42663,8322,1532,1653,1441,1095,1401,744,456,25837,9220.0,33.6,0.2109,0.101,0.13,0.076,8776,555800
92833,Orange,Fullerton,139611,42,Fullerton,18965368,82465,103997,33715,0.109,46629,90067,92695,64088,16310,1881,2784,2659,2370,3151,1693,1772,52435,7160.0,37.6,0.2742,0.144,0.061,0.067,16733,634900
92835,Orange,Fullerton,139611,42,Brea; Fullerton,15599363,113345,148589,55036,0.2471,32721,116345,163466,69268,8513,788,1051,1239,752,1464,1118,2101,23528,3906.0,45.0,0.303,0.2429,0.037,0.036,8969,770500
92840,Orange,Garden Grove,173258,29,Garden Grove,13476528,72926,88166,26121,0.065,76875,72894,84593,45685,15065,2266,2818,2641,2345,2868,1143,984,54735,10520.0,36.6,0.1641,0.058,0.09796,0.04102,15502,531100
92841,Orange,Garden Grove,173258,29,Garden Grove; Stanton,11598541,62339,81212,24338,0.058,35000,61508,76652,41615,9384,1891,1813,1804,1232,1367,736,541,33754,7536.0,39.1,0.1659,0.048,0.15,0.052,9668,567600
92843,Orange,Garden Grove,173258,29,Garden Grove,10081247,63248,78513,21556,0.052,74741,65577,70556,40822,11833,2125,2250,2517,1898,1650,775,618,46873,12040.0,37.4,0.139,0.03,0.113,0.038,12104,515100
92844,Orange,Garden Grove,173258,29,Garden Grove; Westminster,5498336,58463,76018,23738,0.06,38409,66895,61444,34196,6713,1504,1531,1013,889,920,450,406,23189,10920.0,40.7,0.173,0.048,0.167,0.061,6931,485500
92844,Orange,Westminster,91137,87,Garden Grove; Westminster,5498336,58463,76018,23738,0.06,38409,66895,61444,34196,6713,1504,1531,1013,889,920,450,406,23189,10920.0,40.7,0.173,0.048,0.167,0.061,6931,485500
92845,Orange,Garden Grove,173258,29,Garden Grove,5637422,106269,120007,42291,0.158,48170,133851,126411,58963,5564,470,640,865,677,1174,860,878,16273,7476.0,42.2,0.26,0.131,0.025,0.04602,5654,616200
92860,Riverside,Eastvale,62046,148,Eastvale; Jurupa Valley; Norco,36252878,102345,119353,34269,0.143,30444,109814,123140,61118,7120,740,871,973,855,1657,1009,1015,26849,1918.0,41.0,0.126,0.075,0.04102,0.037,7473,545100
92860,Riverside,Jurupa Valley,105653,68,Eastvale; Jurupa Valley; Norco,36252878,102345,119353,34269,0.143,38323,109814,123140,61118,7120,740,871,973,855,1657,1009,1015,26849,1918.0,41.0,0.126,0.075,0.04102,0.037,7473,545100
92866,Orange,Orange,139887,41,Orange; Santa Ana,5003332,74331,97384,35997,0.07697,24770,90349,89091,47034,5418,1030,571,1154,749,1011,485,418,15574,8060.0,34.4,0.24,0.10297,0.10706,0.021,5800,651200
92866,Orange,Santa Ana,332794,11,Orange; Santa Ana,5003332,74331,97384,35997,0.07697,24770,90349,89091,47034,5418,1030,571,1154,749,1011,485,418,15574,8060.0,34.4,0.24,0.10297,0.10706,0.021,5800,651200
92867,Orange,Orange,139887,41,Orange; Villa Park,20592758,95591,129078,38681,0.1741,23375,92101,111851,74185,12944,1362,1940,1915,1665,2375,1436,2251,44655,5616.0,34.3,0.258,0.136,0.075,0.047,13311,701600
92868,Orange,Garden Grove,173258,29,Garden Grove; Orange,8637187,64949,84083,27302,0.047,46413,70066,81711,32469,8061,1303,1457,1858,952,1560,550,381,27072,8116.0,31.9,0.2091,0.076,0.10297,0.063,8474,480700
92868,Orange,Orange,139887,41,Garden Grove; Orange,8637187,64949,84083,27302,0.047,46413,70066,81711,32469,8061,1303,1457,1858,952,1560,550,381,27072,8116.0,31.9,0.2091,0.076,0.10297,0.063,8474,480700
92869,Orange,Orange,139887,41,Orange,23977057,111835,138523,44848,0.1841,45204,116705,133656,72377,11508,787,1482,1447,1557,2324,1788,2123,36846,3980.0,39.9,0.296,0.143,0.045,0.043,11904,702300
92870,Orange,Anaheim,349964,10,Anaheim; Placentia,17553300,94908,113231,37662,0.1321,77955,105120,115601,58143,17177,1730,2579,2673,2015,3516,2399,2265,53600,7908.0,37.5,0.252,0.139,0.06,0.04102,17632,630300
92879,Riverside,Corona,166972,31,Corona; Home Gardens,26002770,69801,86127,27775,0.063,38821,63818,86474,44226,14255,2240,2930,2530,2034,2440,1186,895,47872,4770.0,34.4,0.156,0.068,0.111,0.047,14841,413400
92880,Riverside; San Bernardino,Chino,89631,92,Chino; Corona; Eastvale,64372560,107076,127147,33721,0.153,30444,110702,119714,60915,17384,1365,2092,2361,1999,4024,2887,2656,69656,2802.0,33.3,0.235,0.12,0.04898,0.04898,18250,549300
92880,Riverside; San Bernardino,Corona,166972,31,Chino; Corona; Eastvale,64372560,107076,127147,33721,0.153,30444,110702,119714,60915,17384,1365,2092,2361,1999,4024,2887,2656,69656,2802.0,33.3,0.235,0.12,0.04898,0.04898,18250,549300
92880,Riverside; San Bernardino,Eastvale,62046,148,Chino; Corona; Eastvale,64372560,107076,127147,33721,0.153,30444,110702,119714,60915,17384,1365,2092,2361,1999,4024,2887,2656,69656,2802.0,33.3,0.235,0.12,0.04898,0.04898,18250,549300
92881,Riverside,Corona,166972,31,Corona; El Cerrito; Temescal Valley,71604112,107886,135593,40815,0.1709,35058,104851,124507,61196,9566,872,1280,999,1076,2319,1388,1632,33531,1213.0,37.7,0.205,0.104,0.052,0.05103,9817,544300
92882,Riverside,Corona,166972,31,Corona; Coronita,66654080,80424,97751,30493,0.09296,35909,76961,103144,51851,21310,2768,3711,3675,2523,4454,2190,1989,73250,2846.0,35.1,0.182,0.07697,0.079,0.054,21936,463600
92883,Riverside,Corona,166972,31,Corona; Lake Elsinore; Temescal Valley,144238306,111149,128883,39546,0.153,35058,120188,118368,68534,10533,803,1182,953,1618,2887,1483,1607,35933,645.0,38.0,0.188,0.12396,0.037,0.04602,11137,472300
92883,Riverside,Lake Elsinore,65817,135,Corona; Lake Elsinore; Temescal Valley,144238306,111149,128883,39546,0.153,55241,120188,118368,68534,10533,803,1182,953,1618,2887,1483,1607,35933,645.0,38.0,0.188,0.12396,0.037,0.04602,11137,472300
92886,Orange,Yorba Linda,67725,129,Brea; Yorba Linda,38163602,125359,156371,53005,0.2542,52486,131293,156850,79313,16816,1276,1792,1601,1918,3436,2520,4273,50784,3446.0,43.4,0.33,0.183,0.035,0.036,17437,823800
92887,Orange,Anaheim,349964,10,Anaheim; Yorba Linda,24726678,139872,174601,60719,0.295,58750,121795,178229,96500,6847,377,819,536,638,1324,1134,2019,20012,2096.0,45.2,0.376,0.23,0.036,0.035,7029,891500
92887,Orange,Yorba Linda,67725,129,Anaheim; Yorba Linda,24726678,139872,174601,60719,0.295,58750,121795,178229,96500,6847,377,819,536,638,1324,1134,2019,20012,2096.0,45.2,0.376,0.23,0.036,0.035,7029,891500
93001,Santa Barbara; Ventura,San Buenaventura (Ventura),109910,61,San Buenaventura (Ventura),531334846,68356,88438,35875,0.06604,41984,68050,72003,68224,12694,2167,2535,2207,2123,2004,823,835,32396,157.9,38.2,0.2091,0.12396,0.085,0.048,14199,589800
93003,Ventura,San Buenaventura (Ventura),109910,61,San Buenaventura (Ventura),53298195,78899,100468,38926,0.096,26429,86949,90885,61986,19247,2513,3347,3229,2644,3805,1852,1857,51629,2508.0,40.0,0.2241,0.147,0.045,0.05,20403,567600
93004,Ventura,San Buenaventura (Ventura),109910,61,San Buenaventura (Ventura); Saticoy,18246242,90018,106447,38451,0.09296,34206,99821,106362,59464,11030,1250,1764,1570,1423,2533,1467,1023,31525,4476.0,39.8,0.212,0.118,0.03099,0.047,11486,556500
93010,Ventura,Camarillo,68122,128,Camarillo,57323539,93534,121128,43642,0.146,41780,95260,115720,82083,16042,1848,2088,2414,2236,3243,1875,2338,46063,2082.0,39.0,0.2421,0.1589,0.05103,0.042,16726,635800
93012,Ventura,Camarillo,68122,128,Camarillo; Santa Rosa Valley; Thousand Oaks,135797345,102480,137249,51692,0.187,41780,113009,129844,63283,13209,1445,1670,1543,1629,2807,1647,2468,36052,687.5,44.5,0.297,0.178,0.036,0.05,13838,624300
93012,Ventura,Thousand Oaks,127873,46,Camarillo; Santa Rosa Valley; Thousand Oaks,135797345,102480,137249,51692,0.187,51329,113009,129844,63283,13209,1445,1670,1543,1629,2807,1647,2468,36052,687.5,44.5,0.297,0.178,0.036,0.05,13838,624300
93021,Ventura,Simi Valley,125842,48,Moorpark; Simi Valley; Thousand Oaks,122410395,107363,140256,45576,0.215,78958,111679,131296,71103,12141,823,1316,1572,1725,2592,1499,2614,38581,816.5,38.8,0.283,0.1539,0.027,0.04602,12665,636800
