zipcode,county_name,city,population,population_rank,city_name,aland,median_household_income,average_household_income,per_capita_income,percent_of_households_with_incomes_200000_or_more,householder_under_25_years,householder_25_to_44_years,householder_45_to_64_years,householder_65_years_and_over,hhi_total,hhi_lt_25k,hhi_25k_to_49k,hhi_50k_to_749k,hhi_75k_to_999k,hhi_100k_to_1490k,hhi_150k_to_1999k,hhi_200k_or_more,race_and_ethnicity_total,population_density_sq_mi,median_age,educational_attainment_bachelors,educational_attainment_graduate,family_poverty_pct,unemployment_pct,housing_units,median_value_of_owner_occupied_units
91345,Los Angeles,Los Angeles,3966936,1,Los Angeles,8393834,77273,89107,26752,0.045,41391,85489,89980,48387,5402,912,949,760,873,1144,522,242,19145,5908.0,37.8,0.143,0.04602,0.081,0.06604,5543,476800
91350,Los Angeles,Santa Clarita,213411,18,Santa Clarita,43910961,117707,129627,41923,0.1609,72679,127949,127739,62222,11402,770,1195,1370,1413,2678,2141,1835,36173,2134.0,37.8,0.257,0.118,0.03198,0.04,11732,543200
91505,Los Angeles,Los Angeles,3966936,1,Burbank; Los Angeles,13054365,87138,112348,48375,0.13,6136,103980,105598,56217,12902,2074,1661,1822,1761,2559,1352,1673,30902,6132.0,39.5,0.321,0.14,0.04102,0.058,13531,699300
91506,Los Angeles,Burbank,103703,71,Burbank,6339998,81597,107471,44962,0.144,30227,83649,94219,59915,7522,1006,1233,1167,1039,1244,752,1081,18591,7596.0,42.9,0.27,0.115,0.038,0.057,7925,721400
91601,Los Angeles,Los Angeles,3966936,1,Los Angeles,6864384,53911,75916,36153,0.06396,41667,61455,57758,25771,16710,4198,3667,3022,1885,2086,788,1064,36841,13900.0,33.9,0.316,0.091,0.118,0.05,18506,656100
91602,Los Angeles,Los Angeles,3966936,1,Los Angeles,5305166,84008,112285,57116,0.12,41391,82662,88827,74315,9813,1355,1392,1684,1238,2145,823,1176,19672,9600.0,39.0,0.401,0.162,0.04398,0.084,10573,734400
91604,Los Angeles,Los Angeles,3966936,1,Los Angeles,13340189,111341,171012,77679,0.271,66435,119777,140257,77053,14641,1813,1562,1463,1784,2407,1637,3975,32910,6388.0,40.2,0.433,0.228,0.01401,0.069,15849,1140800
91605,Los Angeles,Los Angeles,3966936,1,Los Angeles,14152235,50623,69678,22668,0.047,31063,50180,60282,37642,16271,4101,3936,3035,2001,1675,751,772,53113,9720.0,34.8,0.1421,0.04602,0.1539,0.072,17060,498500
91606,Los Angeles,Los Angeles,3966936,1,Los Angeles,8631191,50155,68314,25302,0.05,37063,52733,62847,29454,15401,3977,3704,2553,1935,1770,699,763,44295,13290.0,36.8,0.175,0.06,0.138,0.05103,16242,560800
91607,Los Angeles,Los Angeles,3966936,1,Los Angeles,6318324,71691,95171,44231,0.10706,53654,83290,75736,31686,13607,2607,2648,1817,1912,2298,869,1456,30611,12540.0,39.2,0.3481,0.141,0.086,0.065,14418,822300
92123,San Diego,San Diego,1409573,2,San Diego,21199395,81899,102995,41848,0.106,59306,85750,97292,62188,12438,1359,1809,2364,2074,2290,1218,1324,32473,3968.0,33.5,0.312,0.16,0.075,0.058,13194,568100
92081,San Diego,Oceanside,175622,28,Carlsbad; Oceanside; Vista,22990917,82989,98388,36173,0.06604,29327,87119,98333,56693,10280,1044,1775,1658,1629,2227,1273,674,29596,3334.0,35.9,0.22,0.12103,0.038,0.04898,10598,550300
90039,Los Angeles,Los Angeles,3966936,1,Los Angeles,9764930,90538,124940,51159,0.1691,55625,107774,84535,53125,11685,1581,1702,1619,1530,2312,961,1980,29510,7828.0,39.2,0.33,0.178,0.08203,0.058,12557,854200
92081,San Diego,Vista,100686,75,Carlsbad; Oceanside; Vista,22990917,82989,98388,36173,0.06604,29327,87119,98333,56693,10280,1044,1775,1658,1629,2227,1273,674,29596,3334.0,35.9,0.22,0.12103,0.038,0.04898,10598,550300
92082,San Diego,Escondido,151300,38,Escondido; Pala; Valley Center,318246952,95889,113499,37962,0.139,53438,105146,125000,77545,5992,849,689,848,757,1268,749,832,18705,152.2,42.9,0.2109,0.101,0.067,0.04602,6542,591600
92083,San Diego,Oceanside,175622,28,Oceanside; Vista,14413610,67693,78693,24157,0.045,53897,67019,73438,54875,11274,1607,2182,2565,1900,1855,660,505,39509,7100.0,31.9,0.111,0.05603,0.10297,0.04398,11939,421900
92083,San Diego,Vista,100686,75,Oceanside; Vista,14413610,67693,78693,24157,0.045,53897,67019,73438,54875,11274,1607,2182,2565,1900,1855,660,505,39509,7100.0,31.9,0.111,0.05603,0.10297,0.04398,11939,421900
92084,San Diego,San Marcos,95355,79,Bonsall; San Marcos; Vista,67771250,73645,98395,30430,0.08704,48657,66441,95054,61519,14877,1505,2918,3145,1792,2643,1577,1297,51619,1973.0,34.3,0.1791,0.07104,0.073,0.048,15429,548400
92084,San Diego,Vista,100686,75,Bonsall; San Marcos; Vista,67771250,73645,98395,30430,0.08704,48657,66441,95054,61519,14877,1505,2918,3145,1792,2643,1577,1297,51619,1973.0,34.3,0.1791,0.07104,0.073,0.048,15429,548400
92101,San Diego,San Diego,1409573,2,San Diego,12218128,71925,103467,63001,0.118,52366,88413,66081,26076,24355,5804,3551,3259,2930,3799,2133,2879,41159,8730.0,38.5,0.313,0.22,0.045,0.055,28420,610300
92102,San Diego,San Diego,1409573,2,San Diego,12008565,51744,67709,24406,0.038,36702,56137,53881,35789,14757,3138,3988,3000,1661,1850,564,556,44010,9490.0,33.3,0.157,0.076,0.178,0.05,15896,429000
92103,San Diego,San Diego,1409573,2,San Diego,9755531,78720,111680,60318,0.122,39853,87396,86739,57641,18273,2835,2956,2903,2603,3107,1634,2235,34700,9220.0,40.2,0.354,0.2842,0.029,0.037,20158,774700
92104,San Diego,San Diego,1409573,2,San Diego,9808401,67668,86445,41888,0.06198,48071,73195,72168,38750,21077,3148,4571,3931,2914,3789,1421,1303,45435,12000.0,33.9,0.305,0.188,0.07,0.048,23233,608100
92105,San Diego,San Diego,1409573,2,San Diego,14423444,43282,56959,18647,0.01401,39333,41816,49753,28255,21958,6336,6050,3938,2339,2338,639,318,73623,13224.0,31.5,0.109,0.04602,0.2329,0.084,23329,398400
92106,San Diego,San Diego,1409573,2,San Diego,14645924,103840,153416,60984,0.2329,41307,109861,119173,92891,7711,847,976,1228,657,1521,683,1799,20155,3564.0,38.8,0.277,0.303,0.03099,0.053,8346,1032700
92107,San Diego,San Diego,1409573,2,San Diego,8123930,85299,110959,50759,0.114,52279,90054,91579,72433,13743,1497,2232,2323,1812,2628,1682,1569,31223,9950.0,35.8,0.345,0.231,0.047,0.03099,14691,859700
92108,San Diego,San Diego,1409573,2,San Diego,11404359,75296,92207,47724,0.065,40546,86533,84257,51447,11072,1472,1907,2133,1389,2448,999,724,22280,5060.0,31.9,0.365,0.212,0.07104,0.068,12376,384800
92109,San Diego,San Diego,1409573,2,San Diego,19678062,80467,105397,51870,0.109,54712,87712,76049,62052,21973,2425,3873,3833,3394,4009,2038,2401,47111,6200.0,32.1,0.439,0.22,0.04398,0.03,26314,888800
92110,San Diego,San Diego,1409573,2,San Diego,12591847,73651,98005,39476,0.10706,36528,81167,84196,49523,11388,1971,1899,2008,1390,2117,788,1215,30108,6190.0,33.0,0.3,0.167,0.073,0.058,12425,592200
92111,San Diego,San Diego,1409573,2,San Diego,21913837,74217,91404,33111,0.08203,28438,86557,81930,49597,17120,2592,3220,2805,2648,3016,1443,1396,50693,5990.0,35.6,0.265,0.13,0.094,0.073,17844,543600
92113,San Diego,San Diego,1409573,2,San Diego,13640106,40310,52941,16511,0.017,33929,39194,45619,32422,13581,3949,4212,2564,1257,1100,268,231,58408,11090.0,26.8,0.06396,0.02199,0.252,0.099,14476,353900
92114,San Diego,San Diego,1409573,2,San Diego,21336482,66015,80744,23514,0.039,60333,60329,80482,58240,18081,2685,3860,3687,2674,3212,1259,704,68851,8360.0,35.5,0.139,0.04398,0.108,0.09796,18970,415100
92116,San Diego,San Diego,1409573,2,San Diego,8895045,74559,98095,49349,0.09,44643,82033,76983,56140,16317,2156,2982,3054,2476,2861,1324,1464,33408,9730.0,36.2,0.324,0.2059,0.069,0.04,17897,639800
92117,San Diego,San Diego,1409573,2,San Diego,22756758,86243,104505,40611,0.106,63325,101809,100067,61907,21046,2679,3203,3065,2835,4466,2574,2224,56983,6484.0,37.6,0.282,0.175,0.063,0.038,21913,612000
92119,San Diego,San Diego,1409573,2,San Diego,17724953,92500,114221,45936,0.131,78516,114429,102614,57463,9538,1239,1058,1413,1473,1757,1350,1248,24831,3628.0,43.7,0.269,0.221,0.052,0.034,9815,579300
92120,San Diego,San Diego,1409573,2,San Diego,17524461,97747,124451,48925,0.1709,25570,113425,119608,72629,11755,1377,1478,1648,1552,2284,1406,2010,30550,4516.0,39.3,0.309,0.1941,0.035,0.05,12347,615100
92121,San Diego,San Diego,1409573,2,Del Mar; San Diego,31744024,107786,136397,54678,0.215,16563,108839,163182,102738,1858,211,211,119,234,435,248,400,4729,385.8,31.8,0.4119,0.3992,0.012,0.063,1949,774200
90023,Los Angeles,East Los Angeles,121187,52,Commerce; East Los Angeles; Los Angeles,10940489,42972,54607,15094,0.019,44188,44057,49071,24664,11691,3333,3458,2052,1238,1096,290,224,46680,11050.0,31.4,0.048,0.018,0.221,0.076,12216,427300
90210,Los Angeles,Los Angeles,3966936,1,Beverly Hills; Los Angeles,26222771,147270,285632,117825,0.387,41391,150327,191736,118598,7936,1057,557,508,609,1273,864,3068,19314,1908.0,49.2,0.337,0.319,0.02802,0.04898,10018,2000001
90220,Los Angeles,Compton,96803,77,Compton; West Rancho Dominguez,17898360,57074,66755,18292,0.02199,68611,53979,65603,39418,13206,2869,2903,2949,1802,1812,574,297,52817,7644.0,31.7,0.072,0.03302,0.1691,0.09204,13764,330800
90221,Los Angeles,Compton,96803,77,Compton; East Rancho Dominguez; Paramount,13809070,51377,62433,16090,0.018,49024,49650,58329,42647,12144,2643,3169,2790,1481,1408,438,215,51688,9700.0,31.0,0.04898,0.010994,0.182,0.09705,12506,364100
90222,Los Angeles,Compton,96803,77,Compton; West Rancho Dominguez; Willowbrook,6664307,49894,61055,16178,0.01401,18512,41682,62903,29792,7979,2130,1866,1341,1090,1136,303,113,33200,12904.0,29.1,0.07,0.019,0.2059,0.072,8226,352800
90230,Los Angeles,Los Angeles,3966936,1,Culver City; Ladera Heights; Los Angeles,11678900,85524,117862,49264,0.129,47688,87404,118463,56600,13327,1921,2051,1966,1399,2448,1825,1717,32687,7250.0,40.4,0.278,0.234,0.084,0.04,13842,769700
90232,Los Angeles,Los Angeles,3966936,1,Culver City; Los Angeles,5454843,90467,127786,58630,0.168,47125,110335,99730,51344,6598,862,858,950,1074,1059,684,1111,14780,7016.0,40.4,0.319,0.267,0.02301,0.036,7058,1125200
90247,Los Angeles,Los Angeles,3966936,1,Gardena; Los Angeles; West Athens,9723628,55561,71599,25296,0.04,21986,56949,63534,37377,16001,3739,3627,2807,2176,2100,914,638,48293,12860.0,38.0,0.1659,0.059,0.145,0.057,16776,455900
90248,Los Angeles,Carson,92079,83,Carson; Gardena; Los Angeles; Torrance; West Rancho Dominguez,12157541,61448,85237,29217,0.07697,50136,68371,70388,52235,3777,506,923,729,369,591,369,290,11607,2472.0,43.0,0.185,0.08704,0.084,0.048,3922,490700
90248,Los Angeles,Los Angeles,3966936,1,Carson; Gardena; Los Angeles; Torrance; West Rancho Dominguez,12157541,61448,85237,29217,0.07697,41391,68371,70388,52235,3777,506,923,729,369,591,369,290,11607,2472.0,43.0,0.185,0.08704,0.084,0.048,3922,490700
90248,Los Angeles,Torrance,145492,39,Carson; Gardena; Los Angeles; Torrance; West Rancho Dominguez,12157541,61448,85237,29217,0.07697,68744,68371,70388,52235,3777,506,923,729,369,591,369,290,11607,2472.0,43.0,0.185,0.08704,0.084,0.048,3922,490700
90250,Los Angeles,Hawthorne,87107,95,Alondra Park; Del Aire; Hawthorne; Lawndale,17339240,56304,75465,26308,0.045,48295,54308,64282,41560,31905,6322,7227,6678,3967,4618,1654,1439,97072,14500.0,33.5,0.1589,0.06604,0.116,0.057,33289,567900
90255,Los Angeles,Florence-Graham,65716,137,Cudahy; Florence-Graham; Huntington Park; Walnut Park,9630267,44962,58611,15936,0.017,36000,41574,55389,34213,18577,4537,5759,3237,2322,1840,571,311,75019,20180.0,32.6,0.054,0.017,0.202,0.078,19021,411700
90260,Los Angeles,Hawthorne,87107,95,Alondra Park; Hawthorne; Lawndale,6941330,65340,79633,25515,0.039,84318,72454,66631,40993,10532,1555,2318,2262,1630,1686,669,412,34827,12990.0,35.9,0.167,0.06,0.091,0.04398,11126,541000
90262,Los Angeles,Lynwood,70635,125,Lynwood; Paramount,12517568,52313,66975,16279,0.026,42946,43517,62813,47728,15374,2953,4375,2898,2202,1837,703,406,70536,14590.0,30.0,0.061,0.01599,0.1641,0.084,15667,399100
90272,Los Angeles,Los Angeles,3966936,1,Los Angeles,59133973,192500,325745,132785,0.482,41391,242188,246406,114178,8724,764,582,520,708,1200,748,4202,21629,947.5,47.7,0.3718,0.411,0.02301,0.038,9733,2000001
90277,Los Angeles,Redondo Beach,67423,130,Redondo Beach; Torrance,9277133,106185,146954,67899,0.213,79417,116221,123503,72218,15844,1359,1638,2027,2358,3378,1712,3372,34827,9720.0,43.6,0.376,0.249,0.024,0.039,17636,1089500
90277,Los Angeles,Torrance,145492,39,Redondo Beach; Torrance,9277133,106185,146954,67899,0.213,79417,116221,123503,72218,15844,1359,1638,2027,2358,3378,1712,3372,34827,9720.0,43.6,0.376,0.249,0.024,0.039,17636,1089500
90278,Los Angeles,Redondo Beach,67423,130,Redondo Beach; Torrance,9332860,116783,151310,58845,0.268,155333,155613,125031,69009,15312,1217,1570,1817,1845,2641,2115,4107,40252,11170.0,39.7,0.3591,0.2241,0.01599,0.036,16235,881900
90278,Los Angeles,Torrance,145492,39,Redondo Beach; Torrance,9332860,116783,151310,58845,0.268,155333,155613,125031,69009,15312,1217,1570,1817,1845,2641,2115,4107,40252,11170.0,39.7,0.3591,0.2241,0.01599,0.036,16235,881900
90280,Los Angeles,Lynwood,70635,125,Lynwood; South Gate,18920097,52321,65785,18031,0.02,43889,50525,59918,37945,24071,4588,6832,5010,3161,2862,1143,475,94642,12950.0,31.9,0.07104,0.02301,0.1539,0.096,24601,408200
90280,Los Angeles,South Gate,94642,80,Lynwood; South Gate,18920097,52321,65785,18031,0.02,43889,50525,59918,37945,24071,4588,6832,5010,3161,2862,1143,475,94642,12950.0,31.9,0.07104,0.02301,0.1539,0.096,24601,408200
90290,Los Angeles,Los Angeles,3966936,1,Calabasas; Los Angeles; Topanga,51929110,129772,170907,69791,0.285,41391,146538,129013,129271,2275,149,94,366,277,413,328,648,5681,283.2,45.5,0.306,0.403,0.017,0.065,2525,1036300
90291,Los Angeles,Los Angeles,3966936,1,Los Angeles,6470939,99652,156736,81187,0.231,41391,125095,108053,53283,13692,2010,1790,1545,1517,1997,1667,3166,26950,10780.0,38.5,0.417,0.2471,0.058,0.052,15882,1650000
90292,Los Angeles,Los Angeles,3966936,1,Culver City; Los Angeles; Marina del Rey,5272868,114726,156006,85223,0.236,70221,128553,113527,80625,12606,1650,1271,1269,1028,2610,1799,2979,23549,11570.0,39.6,0.434,0.271,0.11,0.035,14452,978900
90301,Los Angeles,Inglewood,109613,63,Inglewood,6416791,47464,62868,21761,0.025,38295,48628,56604,33795,12046,2865,3372,2275,1458,1315,464,297,38234,15430.0,35.4,0.105,0.037,0.14,0.085,12731,437400
90302,Los Angeles,Inglewood,109613,63,Inglewood,4903586,51850,66681,25116,0.04102,42133,46162,61673,43608,10636,2395,2698,2102,1373,1280,352,436,30017,15860.0,34.9,0.207,0.08704,0.183,0.106,11324,484800
90303,Los Angeles,Hawthorne,87107,95,Hawthorne; Inglewood,5767483,55897,72008,22423,0.034,48106,57132,62948,43491,7048,1380,1804,1432,922,885,384,241,24374,10940.0,33.4,0.10205,0.04102,0.126,0.05603,7393,468900
90303,Los Angeles,Inglewood,109613,63,Hawthorne; Inglewood,5767483,55897,72008,22423,0.034,48106,57132,62948,43491,7048,1380,1804,1432,922,885,384,241,24374,10940.0,33.4,0.10205,0.04102,0.126,0.05603,7393,468900
90304,Los Angeles,Hawthorne,87107,95,Del Aire; Hawthorne; Inglewood; Lennox,4057536,49120,62376,17115,0.018,40000,42561,58520,44688,6583,1497,1835,1466,677,764,224,120,25946,16560.0,30.2,0.084,0.019,0.183,0.058,6965,472600
90304,Los Angeles,Inglewood,109613,63,Del Aire; Hawthorne; Inglewood; Lennox,4057536,49120,62376,17115,0.018,40000,42561,58520,44688,6583,1497,1835,1466,677,764,224,120,25946,16560.0,30.2,0.084,0.019,0.183,0.058,6965,472600
90305,Los Angeles,Inglewood,109613,63,Inglewood,5986290,80165,96471,39430,0.073,42133,82399,95407,51595,5814,925,888,953,835,1206,582,425,15042,6508.0,46.2,0.2059,0.125,0.08704,0.052,6121,537800
90401,Los Angeles,Santa Monica,91577,85,Santa Monica,2197992,82681,115568,76874,0.168,58393,127824,86875,18443,4603,1181,561,431,406,669,581,774,7111,8376.0,37.2,0.396,0.303,0.053,0.085,5542,1079500
90402,Los Angeles,Los Angeles,3966936,1,Los Angeles; Santa Monica,5189908,154583,315026,133118,0.424,41391,166042,178500,136154,4999,677,425,369,324,647,436,2121,11882,5930.0,48.6,0.365,0.407,0.02802,0.06,5953,2000001
90402,Los Angeles,Santa Monica,91577,85,Los Angeles; Santa Monica,5189908,154583,315026,133118,0.424,62339,166042,178500,136154,4999,677,425,369,324,647,436,2121,11882,5930.0,48.6,0.365,0.407,0.02802,0.06,5953,2000001
90403,Los Angeles,Santa Monica,91577,85,Santa Monica,3697304,107420,149023,80707,0.2059,92625,147656,104309,46599,12739,2014,1305,1200,1371,2574,1652,2623,23902,16740.0,41.3,0.429,0.3171,0.026,0.043,14682,1246500
90404,Los Angeles,Santa Monica,91577,85,Santa Monica,5161108,78542,115409,51880,0.148,51875,105743,71302,38933,9957,1858,1441,1445,1314,1494,930,1475,22929,11500.0,37.4,0.344,0.2041,0.06,0.058,10727,834400
90405,Los Angeles,Los Angeles,3966936,1,Los Angeles; Santa Monica,6852902,95674,136893,69542,0.1959,46466,109333,97366,60101,13943,2236,2077,1411,1615,2251,1615,2738,28156,10640.0,40.2,0.3992,0.279,0.061,0.047,15265,1460400
90405,Los Angeles,Santa Monica,91577,85,Los Angeles; Santa Monica,6852902,95674,136893,69542,0.1959,46466,109333,97366,60101,13943,2236,2077,1411,1615,2251,1615,2738,28156,10640.0,40.2,0.3992,0.279,0.061,0.047,15265,1460400
90501,Los Angeles,Los Angeles,3966936,1,Los Angeles; Torrance; West Carson,14659585,71712,90910,32116,0.09705,42660,69142,85296,64412,14242,2587,2594,2187,1906,2648,941,1379,41975,7416.0,37.7,0.24,0.11,0.134,0.055,15676,645400
90501,Los Angeles,Torrance,145492,39,Los Angeles; Torrance; West Carson,14659585,71712,90910,32116,0.09705,42660,69142,85296,64412,14242,2587,2594,2187,1906,2648,941,1379,41975,7416.0,37.7,0.24,0.11,0.134,0.055,15676,645400
90502,Los Angeles,Los Angeles,3966936,1,Los Angeles; West Carson,5789198,73826,98010,35092,0.069,41391,88438,88899,48919,5975,831,1020,1183,714,1184,632,411,17778,7950.0,42.7,0.286,0.07104,0.07104,0.043,6472,459900
90503,Los Angeles,Torrance,145492,39,Torrance,13740288,93063,117167,45099,0.1609,41016,111961,109030,58188,16647,1955,2596,2368,1984,3130,1938,2676,44605,8410.0,41.2,0.36,0.1859,0.05603,0.039,17767,798800
90504,Los Angeles,Torrance,145492,39,Alondra Park; Torrance,11527766,90210,109503,39641,0.123,29559,94283,109885,60888,11685,1458,1833,1695,1365,2376,1517,1441,33410,7508.0,41.4,0.311,0.111,0.05,0.04602,12411,633500
90505,Los Angeles,Torrance,145492,39,Rolling Hills Estates; Torrance,15005471,99764,126777,48929,0.163,64479,110072,117941,65938,13992,1487,1975,1699,1842,3064,1644,2281,37220,6424.0,41.9,0.356,0.21,0.036,0.034,14808,863300
90601,Los Angeles,Pico Rivera,63001,145,Avocado Heights; Industry; Pico Rivera; Rose Hills; West Whittier-Los Nietos; Whittier,29388812,76732,92842,33146,0.078,38457,79150,85976,57222,10981,1516,2173,1735,1456,2140,1105,856,32053,2824.0,39.0,0.1859,0.091,0.054,0.035,11327,550700
91103,Los Angeles,Pasadena,141258,40,Pasadena,13953465,71231,117660,38586,0.113,24167,74975,81310,46289,8515,2000,1282,1169,1018,1262,824,960,27659,5136.0,38.2,0.1959,0.16,0.14,0.045,9137,716700
91104,Los Angeles,Pasadena,141258,40,Altadena; Pasadena,9856461,77919,109067,39342,0.156,50464,90779,95682,45405,13164,2574,1941,1861,1535,1965,1233,2055,37874,9950.0,40.5,0.257,0.188,0.094,0.043,13972,744000
90601,Los Angeles,Whittier,86090,96,Avocado Heights; Industry; Pico Rivera; Rose Hills; West Whittier-Los Nietos; Whittier,29388812,76732,92842,33146,0.078,47309,79150,85976,57222,10981,1516,2173,1735,1456,2140,1105,856,32053,2824.0,39.0,0.1859,0.091,0.054,0.035,11327,550700
90602,Los Angeles,Whittier,86090,96,Whittier,9610614,55216,76053,24103,0.047,52969,55616,62279,45893,7643,1553,1941,1243,983,982,582,359,25581,6892.0,33.1,0.11,0.08203,0.122,0.04898,7963,548800
90603,Los Angeles,Whittier,86090,96,Whittier,8467667,103535,114683,36806,0.115,47309,119026,114250,53523,6661,645,812,810,750,1920,958,766,21584,6600.0,39.6,0.195,0.134,0.026,0.04,6901,607200
90604,Los Angeles,Whittier,86090,96,East Whittier; South Whittier; Whittier,11036442,74944,88568,27131,0.04602,67763,81821,88912,49247,12432,1554,2269,2397,1868,2454,1319,571,42911,10070.0,35.2,0.12396,0.065,0.043,0.048,12751,527200
90605,Los Angeles,Whittier,86090,96,Santa Fe Springs; South Whittier; Whittier,14637915,78297,96664,26572,0.069,47309,78368,94077,53958,10382,1323,1956,1652,1373,2299,1059,720,40192,7110.0,35.2,0.13,0.05603,0.08203,0.055,10808,474900
90606,Los Angeles,Pico Rivera,63001,145,Pico Rivera; Santa Fe Springs; West Whittier-Los Nietos; Whittier,9797755,74986,87102,25514,0.048,32132,85610,81488,48421,8996,1171,1810,1518,1458,1783,821,435,32987,8720.0,36.8,0.111,0.04,0.072,0.04898,9138,444800
90606,Los Angeles,Whittier,86090,96,Pico Rivera; Santa Fe Springs; West Whittier-Los Nietos; Whittier,9797755,74986,87102,25514,0.048,32132,85610,81488,48421,8996,1171,1810,1518,1458,1783,821,435,32987,8720.0,36.8,0.111,0.04,0.072,0.04898,9138,444800
90620,Orange,Buena Park,82489,103,Buena Park,16561790,91512,108143,32437,0.099,36397,97500,103557,60543,13142,1212,2157,2024,1838,3190,1420,1301,46414,7260.0,38.1,0.2329,0.07697,0.057,0.04602,13591,576700
90621,Orange,Buena Park,82489,103,Buena Park; Fullerton,10750249,67650,83953,25776,0.059,53152,64088,80536,47073,10366,1692,1962,2174,1635,1426,865,612,35598,8580.0,35.7,0.221,0.078,0.115,0.06,10782,591500
90621,Orange,Fullerton,139611,42,Buena Park; Fullerton,10750249,67650,83953,25776,0.059,53152,64088,80536,47073,10366,1692,1962,2174,1635,1426,865,612,35598,8580.0,35.7,0.221,0.078,0.115,0.06,10782,591500
90623,Los Angeles; Orange,Buena Park,82489,103,Buena Park; Cerritos; Cypress; La Palma,4700421,107480,127482,41132,0.167,44774,92632,132778,83285,4845,410,693,519,625,1108,683,807,15662,8630.0,43.7,0.3179,0.1589,0.029,0.04,4957,660200
90640,Los Angeles,Montebello,62742,147,Montebello; Pico Rivera; Rosemead,21990624,56009,73941,24031,0.04102,44783,56446,67837,39857,18898,3989,4500,3365,2288,2830,1158,768,62730,7388.0,36.1,0.144,0.054,0.114,0.07104,19951,492200
90640,Los Angeles,Pico Rivera,63001,145,Montebello; Pico Rivera; Rosemead,21990624,56009,73941,24031,0.04102,44783,56446,67837,39857,18898,3989,4500,3365,2288,2830,1158,768,62730,7388.0,36.1,0.144,0.054,0.114,0.07104,19951,492200
90650,Los Angeles,Norwalk,105304,69,Norwalk; Santa Fe Springs,25408341,70667,83461,23139,0.036,47794,76782,79498,47500,26964,3596,5032,5500,4356,5492,2011,977,105304,10740.0,34.9,0.141,0.04602,0.08203,0.058,28011,440800
90810,Los Angeles,Carson,92079,83,Carson; Long Beach; Los Angeles,17343009,60227,76205,20883,0.042,50136,61643,76120,38464,9400,1711,2191,1613,1388,1492,614,391,37251,5564.0,34.2,0.1421,0.02802,0.123,0.08,9681,414300
90810,Los Angeles,Long Beach,466776,7,Carson; Long Beach; Los Angeles,17343009,60227,76205,20883,0.042,41443,61643,76120,38464,9400,1711,2191,1613,1388,1492,614,391,37251,5564.0,34.2,0.1421,0.02802,0.123,0.08,9681,414300
90810,Los Angeles,Los Angeles,3966936,1,Carson; Long Beach; Los Angeles,17343009,60227,76205,20883,0.042,41391,61643,76120,38464,9400,1711,2191,1613,1388,1492,614,391,37251,5564.0,34.2,0.1421,0.02802,0.123,0.08,9681,414300
90813,Los Angeles,Long Beach,466776,7,Long Beach; Los Angeles,8312277,38449,51358,16366,0.019,35712,45501,42007,21073,17192,5277,5256,3042,1797,1182,316,322,58380,18190.0,30.1,0.095,0.03099,0.237,0.09,18309,393000
90813,Los Angeles,Los Angeles,3966936,1,Long Beach; Los Angeles,8312277,38449,51358,16366,0.019,35712,45501,42007,21073,17192,5277,5256,3042,1797,1182,316,322,58380,18190.0,30.1,0.095,0.03099,0.237,0.09,18309,393000
90814,Los Angeles,Long Beach,466776,7,Long Beach,3508115,73391,94715,45630,0.094,59250,81743,82440,50658,9165,1219,1929,1533,1267,1758,593,866,19685,14536.0,36.5,0.3179,0.203,0.068,0.026,9845,704800
90815,Los Angeles,Long Beach,466776,7,Long Beach,18441617,94559,119858,43577,0.148,41443,105650,117466,66234,14556,1678,1754,1959,2305,2739,1970,2151,41312,5800.0,37.8,0.3171,0.1859,0.038,0.045,14949,645100
91001,Los Angeles,Pasadena,141258,40,Altadena; Pasadena,21382417,101061,141230,49345,0.1991,172212,101963,115568,78044,12669,1431,1547,1881,1369,2266,1653,2522,37818,4580.0,44.3,0.223,0.216,0.048,0.057,13785,748100
91020,Los Angeles,Glendale,200232,24,Glendale; La Cañada Flintridge; La Crescenta-Montrose,1947727,67742,80793,34479,0.042,76135,84861,68964,28534,3524,676,744,519,434,670,332,149,8633,11480.0,41.5,0.2471,0.138,0.10297,0.061,3762,615900
91040,Los Angeles,Los Angeles,3966936,1,Los Angeles,21245970,86594,105143,40008,0.101,41391,107912,104516,47346,7339,1061,1174,976,860,1821,709,738,20049,2444.0,47.3,0.2471,0.10205,0.076,0.048,7709,579200
91042,Los Angeles,Los Angeles,3966936,1,Los Angeles,129204684,64532,82384,31572,0.069,41391,64795,78671,43860,9961,2130,1995,1302,1411,1673,766,684,26966,540.5,44.0,0.167,0.10297,0.1,0.059,10775,556800
91101,Los Angeles,Pasadena,141258,40,Pasadena,3444752,70075,88213,45452,0.086,28393,87276,67449,20245,10739,2707,1396,1484,1596,1892,744,920,21395,16090.0,34.9,0.315,0.302,0.116,0.034,12664,545200
91105,Los Angeles,Los Angeles,3966936,1,Los Angeles; Pasadena,9562008,131158,175410,77880,0.289,2499,130458,148681,107792,5505,574,483,550,592,983,733,1590,12617,3418.0,47.9,0.333,0.36,0.024,0.042,6347,1159700
91105,Los Angeles,Pasadena,141258,40,Los Angeles; Pasadena,9562008,131158,175410,77880,0.289,2499,130458,148681,107792,5505,574,483,550,592,983,733,1590,12617,3418.0,47.9,0.333,0.36,0.024,0.042,6347,1159700
