zip_code,tag_percentage
91360,"{'Parks': 0.0517, 'Family Friendly': 0.0828, 'Schools': 0.0069, 'Food': 0.0069, 'Restaurants': 0.0138, 'Walking': 0.031, 'Clean': 0.0793, 'Dog Friendly': 0.0586, 'Hiking': 0.0207, 'Neighbors': 0.0483, 'Peaceful': 0.0897, 'Trees': 0.0172, 'Friendly': 0.069, 'Walkability': 0.0379, 'Beautiful': 0.0379, 'Community': 0.0345, 'Nice': 0.0103, 'Safe': 0.0793, 'Kids': 0.0069, 'Mature': 0.0034, 'Well Maintained': 0.031, 'Quiet': 0.0655, 'Freeway Access': 0.0172, 'Pleasant': 0.0172, 'Traffic': 0.0034, 'Open': 0.0034, 'Birds': 0.0069, 'Convenient': 0.0034, 'Diversity': 0.0034, 'Hills': 0.0103, 'Nature': 0.0138, 'Wildlife': 0.0069, 'Atmosphere': 0.0069, 'Trails': 0.0034, 'Location': 0.0069, 'Events': 0.0034, 'Shopping': 0.0034, 'Weather': 0.0069}"
91361,"{'Hills': 0.0045, 'Trees': 0.0179, 'Beautiful': 0.0942, 'Birds': 0.0045, 'Clean': 0.0717, 'Dog Friendly': 0.0762, 'Family Friendly': 0.0628, 'Friendly': 0.0717, 'Houses': 0.0045, 'Peaceful': 0.0807, 'Walking': 0.0359, 'Lake': 0.009, 'Safe': 0.0673, 'Hiking': 0.0224, 'Community': 0.0493, 'Location': 0.0045, 'Privacy': 0.009, 'Proximity': 0.0045, 'Walkability': 0.0314, 'Creek': 0.0045, 'Restaurants': 0.0314, 'Parks': 0.0179, 'Convenient': 0.0135, 'Food': 0.0135, 'Freeway Access': 0.0135, 'Atmosphere': 0.0269, 'Quiet': 0.0359, 'Kids': 0.0045, 'Architecture': 0.0045, 'Events': 0.0045, 'Gardens': 0.0045, 'View': 0.0045, 'Well Maintained': 0.0179, 'Nature': 0.009, 'Neighbors': 0.0404, 'Wildlife': 0.009, 'Pleasant': 0.009, 'Golf': 0.0045, 'Weather': 0.0045, 'Shopping': 0.0045}"
91362,"{'Beautiful': 0.0848, 'Family Friendly': 0.0636, 'Neighbors': 0.0394, 'Proximity': 0.003, 'Quiet': 0.0424, 'Scenery': 0.0061, 'Small': 0.003, 'Surroundings': 0.003, 'Trees': 0.0212, 'Weather': 0.003, 'Sidewalks': 0.003, 'Community': 0.0333, 'Safe': 0.0758, 'Walkability': 0.0242, 'Walking': 0.0364, 'Well Maintained': 0.0455, 'Clean': 0.0636, 'Peaceful': 0.0758, 'Welcoming': 0.0182, 'Convenient': 0.0061, 'Dog Friendly': 0.0727, 'Friendly': 0.0667, 'Events': 0.0091, 'Hills': 0.0121, 'Privacy': 0.003, 'Gated': 0.003, 'Hiking': 0.0152, 'Restaurants': 0.0061, 'Food': 0.0091, 'Gardens': 0.003, 'Running': 0.003, 'Trails': 0.0121, 'Atmosphere': 0.0212, 'Beach': 0.003, 'Freeway Access': 0.0152, 'Birds': 0.003, 'Parks': 0.0242, 'Green': 0.0061, 'Mature': 0.0061, 'Nice': 0.0121, 'Nature': 0.0121, 'Schools': 0.0061, 'View': 0.003, 'Location': 0.003, 'Architecture': 0.0061, 'Charm': 0.003, 'Golf': 0.0061, 'Kids': 0.003}"
91364,"{'Peaceful': 0.0615, 'Atmosphere': 0.0385, 'Beautiful': 0.0692, 'Family Friendly': 0.0846, 'Quiet': 0.0462, 'Safe': 0.0231, 'Community': 0.0385, 'Friendly': 0.0538, 'Hiking': 0.0154, 'Hills': 0.0462, 'Dog Friendly': 0.0615, 'Food': 0.0231, 'Historic': 0.0154, 'Green': 0.0154, 'Trails': 0.0077, 'Walkability': 0.0462, 'Clean': 0.0385, 'Neighbors': 0.0231, 'Restaurants': 0.0462, 'Walking': 0.0462, 'Events': 0.0077, 'Convenient': 0.0154, 'Charm': 0.0077, 'Freeway Access': 0.0308, 'Nature': 0.0308, 'Trees': 0.0308, 'Houses': 0.0077, 'Architecture': 0.0077, 'Gardens': 0.0077, 'Landscaping': 0.0077, 'Shopping': 0.0077, 'Location': 0.0077, 'Sidewalks': 0.0077, 'Well Maintained': 0.0077, 'Pleasant': 0.0077, 'Birds': 0.0077}"
91367,"{'Peaceful': 0.0727, 'Family Friendly': 0.0818, 'Friendly': 0.0455, 'Neighbors': 0.0455, 'Pleasant': 0.0091, 'Dog Friendly': 0.0818, 'Safe': 0.0545, 'Walkability': 0.0727, 'Community': 0.0455, 'Houses': 0.0091, 'Quiet': 0.0455, 'Hills': 0.0091, 'Clean': 0.0636, 'Food': 0.0182, 'Freeway Access': 0.0364, 'Walking': 0.0545, 'Convenient': 0.0364, 'Gated': 0.0091, 'Restaurants': 0.0455, 'Security': 0.0091, 'Shopping': 0.0273, 'Small': 0.0091, 'Well Maintained': 0.0273, 'Beautiful': 0.0182, 'Trees': 0.0182, 'Atmosphere': 0.0091, 'Parks': 0.0273, 'Hiking': 0.0091, 'Welcoming': 0.0091}"
91371,{}
91387,"{'Family Friendly': 0.0859, 'Beautiful': 0.0547, 'Peaceful': 0.0625, 'Clean': 0.0703, 'Dog Friendly': 0.0547, 'Freeway Access': 0.0234, 'Parks': 0.0156, 'Safe': 0.0859, 'Neighbors': 0.0312, 'Well Maintained': 0.0391, 'Quiet': 0.0547, 'Friendly': 0.0391, 'Wildlife': 0.0156, 'Trees': 0.0312, 'Nature': 0.0234, 'Atmosphere': 0.0234, 'Pleasant': 0.0156, 'Proximity': 0.0078, 'Running': 0.0078, 'View': 0.0078, 'Walkability': 0.0156, 'Hiking': 0.0312, 'Gated': 0.0078, 'Walking': 0.0234, 'Trails': 0.0156, 'Community': 0.0312, 'Hills': 0.0312, 'Schools': 0.0078, 'Charm': 0.0156, 'Location': 0.0078, 'Welcoming': 0.0156, 'Diversity': 0.0078, 'Security': 0.0078, 'Beach': 0.0078, 'Convenient': 0.0078, 'Downtown': 0.0078, 'Events': 0.0078}"
91390,"{'Peaceful': 0.0882, 'Trees': 0.0074, 'Wildlife': 0.0147, 'Quiet': 0.0588, 'Beautiful': 0.0441, 'Woods': 0.0074, 'Safe': 0.0809, 'Friendly': 0.0735, 'Rural': 0.0147, 'Small': 0.0074, 'Family Friendly': 0.0735, 'Clean': 0.0735, 'Community': 0.0588, 'Dog Friendly': 0.0662, 'Neighbors': 0.0515, 'Pleasant': 0.0368, 'Privacy': 0.0074, 'Charm': 0.0074, 'Nature': 0.0074, 'Open': 0.0074, 'Welcoming': 0.0147, 'Schools': 0.0147, 'Walking': 0.0368, 'Well Maintained': 0.0588, 'Atmosphere': 0.0147, 'Walkability': 0.0147, 'Kids': 0.0074, 'Food': 0.0074, 'Hills': 0.0074, 'Nice': 0.0074, 'Surroundings': 0.0074, 'Hiking': 0.0074, 'Restaurants': 0.0074, 'Sidewalks': 0.0074}"
91401,"{'Dog Friendly': 0.0825, 'Peaceful': 0.0722, 'Pleasant': 0.0206, 'Clean': 0.0515, 'Family Friendly': 0.0825, 'Quiet': 0.0619, 'Nice': 0.0206, 'Walkability': 0.0619, 'Atmosphere': 0.0206, 'Charm': 0.0309, 'Convenient': 0.0412, 'Location': 0.0103, 'Safe': 0.0309, 'Diversity': 0.0309, 'Green': 0.0103, 'Proximity': 0.0103, 'Restaurants': 0.0309, 'Neighbors': 0.0515, 'Food': 0.0206, 'Friendly': 0.0619, 'Well Maintained': 0.0206, 'Freeway Access': 0.0412, 'Gardens': 0.0103, 'Nature': 0.0103, 'Parks': 0.0103, 'Trees': 0.0206, 'Community': 0.0206, 'Sidewalks': 0.0103, 'Beautiful': 0.0103, 'Eclectic': 0.0103, 'Schools': 0.0103, 'Urban': 0.0103, 'Yards': 0.0103}"
91402,"{'Food': 0.0667, 'Friendly': 0.05, 'Family Friendly': 0.05, 'Freeway Access': 0.05, 'Dog Friendly': 0.0833, 'Restaurants': 0.05, 'Walking': 0.0167, 'Parks': 0.0333, 'Welcoming': 0.0167, 'Neighbors': 0.05, 'Shopping': 0.0167, 'Traffic': 0.0333, 'Schools': 0.0167, 'Transportation': 0.0333, 'Walkability': 0.0167, 'Yards': 0.0167, 'Diversity': 0.0667, 'Clean': 0.0333, 'Community': 0.0667, 'Convenient': 0.05, 'Kids': 0.0167, 'Location': 0.0167, 'Beach': 0.0167, 'Different': 0.0333, 'Peaceful': 0.0167, 'Quiet': 0.0167, 'Urban': 0.0167, 'Atmosphere': 0.0167, 'Birds': 0.0167, 'Events': 0.0167}"
91403,"{'Quiet': 0.03, 'Well Maintained': 0.02, 'Beautiful': 0.04, 'Houses': 0.01, 'Peaceful': 0.07, 'Clean': 0.04, 'Safe': 0.04, 'Trees': 0.03, 'Walkability': 0.07, 'Community': 0.04, 'Dog Friendly': 0.09, 'Restaurants': 0.07, 'Food': 0.05, 'Convenient': 0.03, 'Friendly': 0.07, 'Family Friendly': 0.06, 'Neighbors': 0.04, 'Walking': 0.04, 'Freeway Access': 0.06, 'Parks': 0.01, 'Shopping': 0.02, 'Pleasant': 0.02, 'Hills': 0.02, 'Nature': 0.01, 'Wildlife': 0.01, 'Nice': 0.01}"
91405,"{'Dog Friendly': 0.0833, 'Neighbors': 0.0417, 'Diversity': 0.0667, 'Friendly': 0.0833, 'Safe': 0.0167, 'Charm': 0.025, 'Community': 0.0833, 'Convenient': 0.0667, 'Events': 0.0083, 'Food': 0.0417, 'Family Friendly': 0.0583, 'Peaceful': 0.0583, 'Welcoming': 0.0167, 'Walkability': 0.0417, 'Clean': 0.0583, 'Quiet': 0.0333, 'Urban': 0.025, 'Beautiful': 0.025, 'Nice': 0.0083, 'Houses': 0.0083, 'Architecture': 0.0083, 'Schools': 0.0083, 'Freeway Access': 0.0333, 'Beach': 0.0083, 'Nature': 0.0083, 'Proximity': 0.0083, 'Security': 0.0083, 'Sidewalks': 0.0083, 'Walking': 0.0167, 'Different': 0.0083, 'Historic': 0.0083, 'Mature': 0.0083, 'Pleasant': 0.0083, 'Restaurants': 0.0083}"
91406,"{'Walkability': 0.0437, 'Dog Friendly': 0.0875, 'Neighbors': 0.0625, 'Peaceful': 0.0563, 'Quiet': 0.0437, 'Family Friendly': 0.0813, 'Community': 0.05, 'Friendly': 0.0938, 'Clean': 0.0375, 'Safe': 0.0125, 'Freeway Access': 0.0688, 'Diversity': 0.0187, 'Nice': 0.0125, 'Parks': 0.075, 'Privacy': 0.0063, 'Convenient': 0.0187, 'Pleasant': 0.0063, 'Walking': 0.0625, 'Charm': 0.0125, 'Trees': 0.0125, 'Weather': 0.0063, 'Restaurants': 0.025, 'Food': 0.025, 'Beautiful': 0.0063, 'Sidewalks': 0.0063, 'Hiking': 0.0063, 'Welcoming': 0.0125, 'Atmosphere': 0.0063, 'Shopping': 0.0063, 'Houses': 0.0063, 'Location': 0.0063, 'Well Maintained': 0.0187, 'Schools': 0.0063}"
91411,"{'Dog Friendly': 0.08, 'Friendly': 0.1, 'Clean': 0.04, 'Walkability': 0.06, 'Family Friendly': 0.1, 'Freeway Access': 0.04, 'Neighbors': 0.08, 'Safe': 0.06, 'Peaceful': 0.08, 'Pleasant': 0.06, 'Walking': 0.04, 'Welcoming': 0.04, 'Parks': 0.02, 'Restaurants': 0.02, 'Diversity': 0.02, 'Charm': 0.04, 'Community': 0.04, 'Beach': 0.02, 'Landscaping': 0.02, 'Proximity': 0.02, 'Quiet': 0.02}"
91423,"{'Beautiful': 0.0182, 'Neighbors': 0.0545, 'Atmosphere': 0.0364, 'Friendly': 0.0818, 'Hills': 0.0091, 'Secluded': 0.0091, 'View': 0.0091, 'Walking': 0.0545, 'Architecture': 0.0091, 'Charm': 0.0364, 'Peaceful': 0.0455, 'Parks': 0.0273, 'Walkability': 0.0727, 'Family Friendly': 0.0545, 'Clean': 0.0636, 'Dog Friendly': 0.0909, 'Quiet': 0.0182, 'Community': 0.0364, 'Restaurants': 0.0545, 'Convenient': 0.0455, 'Food': 0.0455, 'Shopping': 0.0273, 'Freeway Access': 0.0545, 'Safe': 0.0182, 'Stores': 0.0091, 'Well Maintained': 0.0182}"
91436,"{'Beautiful': 0.0556, 'Walkability': 0.0556, 'Walking': 0.0556, 'Dog Friendly': 0.1, 'Well Maintained': 0.0444, 'Convenient': 0.0667, 'Peaceful': 0.0444, 'Atmosphere': 0.0111, 'Family Friendly': 0.0778, 'Freeway Access': 0.0333, 'Clean': 0.0556, 'Friendly': 0.0667, 'Parks': 0.0111, 'Restaurants': 0.0556, 'Food': 0.0222, 'Hills': 0.0222, 'Safe': 0.0444, 'Trees': 0.0222, 'Quiet': 0.0222, 'Neighbors': 0.0333, 'View': 0.0111, 'Community': 0.0222, 'Location': 0.0222, 'Kids': 0.0111, 'Schools': 0.0111, 'Beach': 0.0111, 'Birds': 0.0111}"
91501,"{'Walkability': 0.0714, 'Walking': 0.0571, 'Safe': 0.0857, 'Clean': 0.0857, 'Peaceful': 0.0714, 'Restaurants': 0.0429, 'Food': 0.0286, 'Beautiful': 0.0571, 'Community': 0.0429, 'Dog Friendly': 0.0857, 'Well Maintained': 0.0286, 'Family Friendly': 0.0857, 'Friendly': 0.0571, 'Pleasant': 0.0286, 'Quiet': 0.0286, 'Convenient': 0.0143, 'Hills': 0.0143, 'Hiking': 0.0143, 'Trees': 0.0286, 'Atmosphere': 0.0143, 'Neighbors': 0.0143, 'Wildlife': 0.0143, 'Birds': 0.0143, 'Charm': 0.0143}"
91502,"{'Walkability': 0.0667, 'Restaurants': 0.0833, 'Community': 0.0333, 'Friendly': 0.05, 'Safe': 0.0667, 'Family Friendly': 0.05, 'Food': 0.0833, 'Walking': 0.0333, 'Dog Friendly': 0.0333, 'Freeway Access': 0.05, 'Peaceful': 0.0667, 'Clean': 0.0667, 'Beautiful': 0.0167, 'Nice': 0.05, 'Convenient': 0.05, 'Well Maintained': 0.0333, 'Diversity': 0.0167, 'Downtown': 0.0167, 'Hiking': 0.0167, 'Quiet': 0.0167, 'Wildlife': 0.0167, 'Atmosphere': 0.0167, 'Birds': 0.0167, 'Parks': 0.0167, 'Events': 0.0167, 'Shopping': 0.0167}"
91504,"{'Family Friendly': 0.0833, 'Clean': 0.0667, 'Safe': 0.0833, 'Peaceful': 0.0667, 'Neighbors': 0.0333, 'Quiet': 0.05, 'Community': 0.0667, 'Walking': 0.05, 'Friendly': 0.0333, 'Hills': 0.0167, 'Tennis': 0.0167, 'Beautiful': 0.0333, 'Dog Friendly': 0.0667, 'Atmosphere': 0.0167, 'Wildlife': 0.0167, 'Parks': 0.0333, 'Freeway Access': 0.05, 'Shopping': 0.0167, 'Sidewalks': 0.0333, 'Proximity': 0.0167, 'Convenient': 0.0167, 'Gated': 0.0167, 'Well Maintained': 0.0167, 'Location': 0.0167, 'Food': 0.0167, 'Houses': 0.0167, 'Restaurants': 0.0333, 'Walkability': 0.0167}"
91505,"{'Walkability': 0.0875, 'Family Friendly': 0.075, 'Dog Friendly': 0.0875, 'Safe': 0.0875, 'Parks': 0.025, 'Walking': 0.0625, 'Clean': 0.075, 'Friendly': 0.1, 'Peaceful': 0.1, 'Restaurants': 0.05, 'Neighbors': 0.05, 'Charm': 0.0125, 'Beautiful': 0.025, 'Community': 0.0375, 'Food': 0.05, 'Pleasant': 0.0125, 'Well Maintained': 0.0125, 'Quiet': 0.025, 'Atmosphere': 0.0125, 'Freeway Access': 0.0125}"
91506,"{'Birds': 0.0143, 'Charm': 0.0286, 'Clean': 0.0857, 'Community': 0.0714, 'Food': 0.0286, 'Friendly': 0.0571, 'Gardens': 0.0143, 'Kids': 0.0143, 'Location': 0.0286, 'Neighbors': 0.0429, 'Dog Friendly': 0.0857, 'Peaceful': 0.0571, 'Walkability': 0.0714, 'Safe': 0.0857, 'Quiet': 0.0143, 'Beautiful': 0.0286, 'Family Friendly': 0.0714, 'Freeway Access': 0.0143, 'Convenient': 0.0286, 'Hiking': 0.0143, 'Nice': 0.0143, 'Parks': 0.0429, 'Proximity': 0.0143, 'Walking': 0.0286, 'Restaurants': 0.0286, 'Well Maintained': 0.0143}"
91601,"{'Dog Friendly': 0.1, 'Food': 0.0769, 'Nice': 0.0077, 'Community': 0.0462, 'Convenient': 0.0615, 'Freeway Access': 0.0538, 'Restaurants': 0.0846, 'Walkability': 0.0923, 'Location': 0.0154, 'Walking': 0.0846, 'Diversity': 0.0385, 'Friendly': 0.0615, 'Peaceful': 0.0231, 'Running': 0.0077, 'Surroundings': 0.0154, 'Beautiful': 0.0077, 'Eclectic': 0.0077, 'Neighbors': 0.0231, 'Parks': 0.0385, 'Sidewalks': 0.0077, 'Urban': 0.0077, 'Hiking': 0.0077, 'Events': 0.0077, 'Shopping': 0.0077, 'Family Friendly': 0.0308, 'Proximity': 0.0231, 'Clean': 0.0154, 'Atmosphere': 0.0077, 'Quiet': 0.0154, 'Safe': 0.0077, 'Pleasant': 0.0077, 'Well Maintained': 0.0077}"
91602,"{'Walkability': 0.09, 'Beautiful': 0.01, 'Restaurants': 0.06, 'Dog Friendly': 0.1, 'Community': 0.03, 'Safe': 0.03, 'Clean': 0.04, 'Peaceful': 0.06, 'Quiet': 0.01, 'Neighbors': 0.06, 'Freeway Access': 0.06, 'Walking': 0.06, 'Charm': 0.04, 'Food': 0.05, 'Friendly': 0.07, 'Convenient': 0.04, 'Diversity': 0.01, 'Eclectic': 0.01, 'Gated': 0.01, 'Mature': 0.01, 'Open': 0.01, 'Parks': 0.03, 'Family Friendly': 0.03, 'Pleasant': 0.01, 'Location': 0.01, 'Birds': 0.01, 'Trees': 0.01, 'Wildlife': 0.01, 'Gardens': 0.01, 'Proximity': 0.01, 'Atmosphere': 0.01}"
91604,"{'Hills': 0.0125, 'Nature': 0.0063, 'Privacy': 0.0063, 'Quiet': 0.025, 'Trees': 0.0125, 'Atmosphere': 0.0437, 'Beautiful': 0.05, 'Hiking': 0.025, 'Peaceful': 0.0688, 'Dog Friendly': 0.0875, 'Walkability': 0.0813, 'Friendly': 0.05, 'Family Friendly': 0.05, 'Neighbors': 0.0437, 'Restaurants': 0.075, 'Walking': 0.0563, 'Food': 0.0437, 'Convenient': 0.0563, 'Freeway Access': 0.0125, 'Welcoming': 0.0063, 'Community': 0.0437, 'Clean': 0.0437, 'Charm': 0.025, 'Proximity': 0.0187, 'Well Maintained': 0.0063, 'Shopping': 0.0063, 'Parks': 0.0063, 'Location': 0.0063, 'Nice': 0.0125, 'Historic': 0.0063, 'Safe': 0.0063, 'Architecture': 0.0063}"
91605,"{'Family Friendly': 0.0682, 'Walking': 0.0303, 'Diversity': 0.053, 'Dog Friendly': 0.0985, 'Freeway Access': 0.0606, 'Walkability': 0.0379, 'Restaurants': 0.0303, 'Peaceful': 0.0379, 'Neighbors': 0.0758, 'Pleasant': 0.0227, 'Friendly': 0.0758, 'Convenient': 0.0303, 'Parks': 0.0379, 'Food': 0.0455, 'Proximity': 0.0227, 'Trees': 0.0076, 'Community': 0.0455, 'Atmosphere': 0.0152, 'Safe': 0.0227, 'Clean': 0.0455, 'Hiking': 0.0076, 'Scenery': 0.0076, 'Shopping': 0.0152, 'Location': 0.0076, 'Surroundings': 0.0076, 'Beautiful': 0.0076, 'Events': 0.0076, 'Nice': 0.0227, 'Well Maintained': 0.0076, 'Downtown': 0.0076, 'Birds': 0.0076, 'Different': 0.0076, 'Privacy': 0.0076, 'Weather': 0.0076, 'Urban': 0.0076}"
91606,"{'Diversity': 0.08, 'Food': 0.05, 'Walking': 0.02, 'Dog Friendly': 0.09, 'Peaceful': 0.05, 'Family Friendly': 0.09, 'Friendly': 0.07, 'Restaurants': 0.08, 'Freeway Access': 0.05, 'Neighbors': 0.04, 'Walkability': 0.06, 'Community': 0.03, 'Welcoming': 0.02, 'Convenient': 0.05, 'Clean': 0.03, 'Nice': 0.01, 'Quiet': 0.04, 'Safe': 0.03, 'Parks': 0.02, 'Birds': 0.01, 'Houses': 0.01, 'Pleasant': 0.02, 'Sidewalks': 0.01, 'Transportation': 0.01, 'Trees': 0.02, 'Location': 0.01}"
91607,"{'Friendly': 0.1, 'Neighbors': 0.0778, 'Quiet': 0.0444, 'Dog Friendly': 0.1, 'Trees': 0.0111, 'Charm': 0.0444, 'Clean': 0.0556, 'Food': 0.0222, 'Freeway Access': 0.0556, 'Houses': 0.0111, 'Walkability': 0.0556, 'Walking': 0.0556, 'Beautiful': 0.0222, 'Peaceful': 0.0778, 'Convenient': 0.0444, 'Safe': 0.0222, 'Family Friendly': 0.0556, 'Parks': 0.0111, 'Community': 0.0556, 'Welcoming': 0.0111, 'Restaurants': 0.0222, 'Diversity': 0.0111, 'Well Maintained': 0.0111, 'Pleasant': 0.0222}"
91608,{}
91701,"{'Family Friendly': 0.0857, 'Quiet': 0.0714, 'Safe': 0.1, 'Peaceful': 0.0857, 'Parks': 0.0571, 'Walking': 0.0286, 'Freeway Access': 0.0143, 'Neighbors': 0.0857, 'Restaurants': 0.0143, 'Beautiful': 0.0714, 'Clean': 0.0714, 'Well Maintained': 0.0429, 'Dog Friendly': 0.0571, 'Community': 0.0571, 'Friendly': 0.0286, 'Trails': 0.0143, 'Architecture': 0.0143, 'Hills': 0.0143, 'Proximity': 0.0143, 'View': 0.0143, 'Trees': 0.0143, 'Walkability': 0.0286, 'Nature': 0.0143}"
91706,"{'Dog Friendly': 0.0617, 'Freeway Access': 0.0741, 'View': 0.0123, 'Walkability': 0.037, 'Walking': 0.0741, 'Beautiful': 0.0247, 'Community': 0.0741, 'Diversity': 0.0247, 'Family Friendly': 0.0741, 'Food': 0.0741, 'Friendly': 0.0494, 'Nice': 0.037, 'Peaceful': 0.037, 'Clean': 0.0741, 'Events': 0.0123, 'Location': 0.0123, 'Neighbors': 0.0494, 'Safe': 0.0247, 'Quiet': 0.0247, 'Parks': 0.0247, 'Welcoming': 0.0123, 'Well Maintained': 0.0247, 'Charm': 0.0123, 'Restaurants': 0.0247, 'Shopping': 0.0123, 'Stores': 0.0123, 'Birds': 0.0123, 'Atmosphere': 0.0123}"
91708,"{'Peaceful': 0.0667, 'Diversity': 0.0333, 'Dog Friendly': 0.0333, 'Family Friendly': 0.0667, 'Hiking': 0.0667, 'Clean': 0.0667, 'Community': 0.0333, 'Freeway Access': 0.0667, 'Kids': 0.0333, 'Large': 0.0333, 'Atmosphere': 0.0333, 'Beautiful': 0.0333, 'Convenient': 0.0333, 'Gated': 0.0333, 'Parks': 0.0333, 'Schools': 0.0333, 'Shopping': 0.0333, 'Sidewalks': 0.0333, 'Stores': 0.0333, 'Hills': 0.0333, 'Neighbors': 0.0333, 'Nice': 0.0333, 'Quiet': 0.0333, 'Restaurants': 0.0333, 'Safe': 0.0333}"
91709,"{'Family Friendly': 0.0752, 'Peaceful': 0.0677, 'Hills': 0.0652, 'Neighbors': 0.0376, 'Beautiful': 0.0602, 'Clean': 0.0777, 'Quiet': 0.0576, 'Dog Friendly': 0.0451, 'Safe': 0.0476, 'Walkability': 0.015, 'Beach': 0.005, 'Hiking': 0.0226, 'Lake': 0.0025, 'Nature': 0.0301, 'Urban': 0.0025, 'Well Maintained': 0.0301, 'Parks': 0.0376, 'Friendly': 0.0426, 'Walking': 0.0351, 'Freeway Access': 0.0251, 'Running': 0.0025, 'Stores': 0.0025, 'Trees': 0.0075, 'View': 0.01, 'Wildlife': 0.01, 'Birds': 0.005, 'Atmosphere': 0.015, 'Trails': 0.015, 'Architecture': 0.005, 'Charm': 0.0125, 'Gated': 0.005, 'Houses': 0.0025, 'Landscaping': 0.005, 'Diversity': 0.0075, 'Food': 0.0125, 'Gardens': 0.0025, 'Green': 0.0075, 'Location': 0.0075, 'Community': 0.0251, 'Convenient': 0.0075, 'Different': 0.0025, 'Welcoming': 0.005, 'Restaurants': 0.0125, 'Nice': 0.0075, 'Pleasant': 0.005, 'Creek': 0.0025, 'Scenery': 0.0025, 'Shopping': 0.0025, 'Kids': 0.0025, 'Small': 0.0025, 'Secluded': 0.0025, 'Rural': 0.0025}"
91710,"{'Peaceful': 0.0655, 'Well Maintained': 0.0406, 'Atmosphere': 0.0248, 'Family Friendly': 0.0835, 'Beautiful': 0.0293, 'Clean': 0.0767, 'Nice': 0.0248, 'Safe': 0.0361, 'Walking': 0.0384, 'Welcoming': 0.0181, 'Quiet': 0.0406, 'Dog Friendly': 0.0677, 'Walkability': 0.0316, 'Parks': 0.0248, 'Community': 0.0587, 'Diversity': 0.0248, 'Food': 0.0181, 'Freeway Access': 0.0316, 'Gated': 0.0068, 'Location': 0.0113, 'Restaurants': 0.0181, 'Neighbors': 0.0384, 'Shopping': 0.0113, 'Different': 0.0023, 'Open': 0.0023, 'Pleasant': 0.009, 'Secluded': 0.0023, 'Weather': 0.0023, 'Hiking': 0.0068, 'Scenery': 0.0023, 'Trails': 0.0045, 'Friendly': 0.0655, 'Schools': 0.0045, 'Stores': 0.0045, 'Convenient': 0.009, 'Charm': 0.0068, 'Bay': 0.0023, 'Beach': 0.0045, 'Birds': 0.0023, 'Mature': 0.0023, 'Historic': 0.0023, 'Security': 0.0023, 'Sidewalks': 0.009, 'Nature': 0.0023, 'Proximity': 0.0023, 'Privacy': 0.0045, 'Hills': 0.0023, 'Events': 0.0023, 'Landscaping': 0.0045, 'Houses': 0.0045, 'Kids': 0.0023, 'Running': 0.0023, 'Gardens': 0.0023, 'Rural': 0.0023}"
91723,"{'Peaceful': 0.0857, 'Family Friendly': 0.0571, 'Freeway Access': 0.0429, 'Neighbors': 0.0429, 'Walkability': 0.0429, 'Walking': 0.0429, 'Dog Friendly': 0.0714, 'Friendly': 0.0571, 'Location': 0.0143, 'Nice': 0.0286, 'Quiet': 0.0286, 'Safe': 0.0571, 'Well Maintained': 0.0143, 'Events': 0.0143, 'Pleasant': 0.0143, 'Clean': 0.0571, 'Food': 0.0286, 'Restaurants': 0.0429, 'Convenient': 0.0429, 'Diversity': 0.0143, 'Mature': 0.0143, 'Atmosphere': 0.0143, 'Beautiful': 0.0286, 'Community': 0.0429, 'Welcoming': 0.0143, 'Downtown': 0.0286, 'Shopping': 0.0143, 'Parks': 0.0143, 'Proximity': 0.0143, 'Quaint': 0.0143}"
91730,"{'Family Friendly': 0.0806, 'Peaceful': 0.0806, 'Dog Friendly': 0.0726, 'Neighbors': 0.0323, 'Clean': 0.0887, 'Friendly': 0.0806, 'Pleasant': 0.0161, 'Safe': 0.0726, 'Well Maintained': 0.0403, 'Quiet': 0.0645, 'Restaurants': 0.0484, 'Parks': 0.0484, 'Community': 0.0323, 'Freeway Access': 0.0323, 'Walking': 0.0161, 'Welcoming': 0.0081, 'Food': 0.0161, 'Walkability': 0.0081, 'Beautiful': 0.0403, 'Location': 0.0242, 'Proximity': 0.0081, 'View': 0.0081, 'Wildlife': 0.0081, 'Atmosphere': 0.0081, 'Nice': 0.0081, 'Convenient': 0.0081, 'Diversity': 0.0081, 'Events': 0.0081, 'Gated': 0.0081, 'Shopping': 0.0242}"
91731,"{'Friendly': 0.0508, 'Community': 0.0678, 'Diversity': 0.0678, 'Food': 0.0508, 'Freeway Access': 0.0508, 'Nice': 0.0169, 'Parks': 0.0678, 'Safe': 0.0508, 'Transportation': 0.0169, 'Peaceful': 0.0678, 'Quiet': 0.0508, 'Atmosphere': 0.0169, 'Family Friendly': 0.0678, 'Neighbors': 0.0508, 'Proximity': 0.0169, 'Charm': 0.0169, 'Clean': 0.0508, 'Convenient': 0.0169, 'Schools': 0.0169, 'Walking': 0.0339, 'Different': 0.0169, 'Historic': 0.0169, 'Dog Friendly': 0.0339, 'Pleasant': 0.0169, 'Trees': 0.0169, 'Walkability': 0.0169, 'Open': 0.0169, 'Shopping': 0.0169}"
